"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","value_min","value_max"
"Eothenomys proditor","mass","Body_Mass","g",42.5,42.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eothenomys wardi","mass","Body_Mass","g",34.83,34.83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eozapus setchuanus","mass","Body_Mass","g",32.58,32.58,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Episoriculus caudatus","mass","Body_Mass","g",6.95,6.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Episoriculus fumidus","mass","Body_Mass","g",6.95,6.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Episoriculus leucops","mass","Body_Mass","g",6.95,6.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Episoriculus macrurus","mass","Body_Mass","g",6.95,6.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epixerus ebii","mass","Body_Mass","g",526,526,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Epomophorus angolensis","mass","Body_Mass","g",68.15,68.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomophorus crypturus","mass","Body_Mass","g",95.04,95.04,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomophorus gambianus","mass","Body_Mass","g",218.935,218.935,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Epomophorus grandis","mass","Body_Mass","g",48.58,48.58,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomophorus labiatus","mass","Body_Mass","g",63.525,63.525,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Epomophorus minimus","mass","Body_Mass","g",68.15,68.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomophorus minor","mass","Body_Mass","g",44.76,44.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomophorus wahlbergi","mass","Body_Mass","g",89.419,91.58,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Epomops buettikoferi","mass","Body_Mass","g",133.84,133.84,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomops dobsonii","mass","Body_Mass","g",122.08,122.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Epomops franqueti","mass","Body_Mass","g",118.59,118.59,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eptesicus andinus","mass","Body_Mass","g",10.96,10.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus bobrinskoi","mass","Body_Mass","g",7.55,7.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus bottae","mass","Body_Mass","g",14.23,14.23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus brasiliensis","mass","Body_Mass","g",9.25,9.25,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eptesicus chiriquinus","mass","Body_Mass","g",11.25,11.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus diminutus","mass","Body_Mass","g",6,6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus dimissus","mass","Body_Mass","g",14.015,14.015,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eptesicus floweri","mass","Body_Mass","g",10.17,10.17,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus furinalis","mass","Body_Mass","g",7.67,7.67,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eptesicus fuscus","mass","Body_Mass","g",14.353,14.862,14,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Eptesicus gobiensis","mass","Body_Mass","g",10.96,10.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus guadeloupensis","mass","Body_Mass","g",11.42,11.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus hottentotus","mass","Body_Mass","g",30,30,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus innoxius","mass","Body_Mass","g",8.86,8.86,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus japonensis","mass","Body_Mass","g",10.96,10.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus kobayashii","mass","Body_Mass","g",10.96,10.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus matroka","mass","Body_Mass","g",6.57,6.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus nasutus","mass","Body_Mass","g",7.91,7.91,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus nilssonii","mass","Body_Mass","g",10.72,10.72,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus pachyotis","mass","Body_Mass","g",7.44,7.44,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eptesicus platyops","mass","Body_Mass","g",11.42,11.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eptesicus serotinus","mass","Body_Mass","g",24.003,22.86,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Eptesicus tatei","mass","Body_Mass","g",11.42,11.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Equus","mass","Body_Mass","g",250000,250000,4,1,1,TRUE,"Heffner","primary",NA,NA
"Equus asinus","mass","Body_Mass","g",198499.435,199499.245,10,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Equus burchelli","mass","Body_Mass","g",288604.412,279580.325,9,4,0,FALSE,"Burger; Lewitus; Wilman; Wimberly","secondary",NA,NA
"Equus caballus","mass","Body_Mass","g",350000,350000,10,7,1,TRUE,"Burger; Garwicz; Genoud; Heffner; Lewitus; Wilman; Wimberly","primary; secondary",NA,NA
"Equus grevyi","mass","Body_Mass","g",407999.85,407999.85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Equus hemionus","mass","Body_Mass","g",240000,240000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Equus kiang","mass","Body_Mass","g",275000,275000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Equus zebra","mass","Body_Mass","g",281441.875,281441.875,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eremitalpa granti","mass","Body_Mass","g",24.73,24.73,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Eremodipus lichtensteini","mass","Body_Mass","g",51,51,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Erethizon dorsata","mass","Body_Mass","g",6492.833,6492.833,7,2,0,FALSE,"Burger; Genoud","secondary",NA,NA
"Erethizon dorsatum","mass","Body_Mass","g",7252.395,7252.395,5,2,0,FALSE,"Wilman; Wimberly","secondary",NA,NA
"Erignathus barbatus","mass","Body_Mass","g",280500,280500,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Erinaceus","mass","Body_Mass","g",750,750,4,1,1,TRUE,"Heffner","primary",NA,NA
"Erinaceus amurensis","mass","Body_Mass","g",571.88,571.88,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Erinaceus concolor","mass","Body_Mass","g",771,771,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Erinaceus europaeus","mass","Body_Mass","g",867.08,867.08,21,9,2,TRUE,"Burger; Finlay; Garwicz; Genoud; Lewitus; Ruf; Stephan_collection; Wilman; Wimberly","primary; secondary",NA,NA
"Erinaceus roumanicus","mass","Body_Mass","g",744.55,744.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eropeplus canus","mass","Body_Mass","g",73.96,73.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Erophylla bombifrons","mass","Body_Mass","g",16.345,16.345,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Erophylla sezekorni","mass","Body_Mass","g",15.8,15.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Erythrocebus patas","mass","Body_Mass","g",7800,7800,18,9,2,TRUE,"Burger; Genoud; Granatosky; Isler; Lewitus; Powell; Stephan; Stephan_collection; Wilman","primary; secondary",NA,NA
"Eschrichtius robustus","mass","Body_Mass","g",29250000.01,29250000.01,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eubalaena australis","mass","Body_Mass","g",2.3e+07,2.3e+07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eubalaena glacialis","mass","Body_Mass","g",2.3e+07,2.3e+07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eubalaena japonica","mass","Body_Mass","g",2.3e+07,2.3e+07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euchoreutes naso","mass","Body_Mass","g",24.14,24.14,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euderma maculatum","mass","Body_Mass","g",15.66,15.66,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eudiscopus denticulus","mass","Body_Mass","g",9.56,9.56,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eudorcas rufifrons","mass","Body_Mass","g",26999.77,26999.77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eudorcas rufina","mass","Body_Mass","g",40000,40000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eudorcas thomsonii","mass","Body_Mass","g",23638.715,23638.715,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eugenes fulgens","mass","Body_Mass","g",8,8,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Eulampis jugularis","mass","Body_Mass","g",8,8,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Eulemur albifrons","mass","Body_Mass","g",2288.188,2317.75,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Eulemur albocollaris","mass","Body_Mass","g",2225.79,2140,6,3,0,FALSE,"Burger; Isler; Wilman","secondary",NA,NA
"Eulemur cinereiceps","mass","Body_Mass","g",2114.06,2114.06,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eulemur collaris","mass","Body_Mass","g",2259.25,2259.25,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Eulemur coronatus","mass","Body_Mass","g",1422,1422,9,6,1,TRUE,"Burger; Granatosky; Heldstab; Isler; Powell; Wilman","primary; secondary",NA,NA
"Eulemur fulvus","mass","Body_Mass","g",1400,1400,22,9,2,TRUE,"Burger; Genoud; Granatosky; Isler; Lewitus; Powell; Stephan; Stephan_collection; Wilman","primary; secondary",NA,NA
"Eulemur fulvus group","mass","Body_Mass","g",2235,2235,9,1,0,FALSE,"Isler","secondary",NA,NA
"Eulemur macaco","mass","Body_Mass","g",1908,1908,9,6,1,TRUE,"Burger; Granatosky; Heldstab; Isler; Powell; Wilman","primary; secondary",NA,NA
"Eulemur mongoz","mass","Body_Mass","g",1585,1585,12,9,1,TRUE,"Burger; Genoud; Granatosky; Isler; Lewitus; Powell; Seymour; Wilman; Wimberly","primary; secondary",NA,NA
"Eulemur rubriventer","mass","Body_Mass","g",1659,1960,11,5,0,FALSE,"Burger; Granatosky; Isler; Powell; Wilman","secondary",NA,NA
"Eulemur rufus","mass","Body_Mass","g",2224.78,2307.31,8,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Eulemur sanfordi","mass","Body_Mass","g",2394.03,2394.03,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumetopias jubatus","mass","Body_Mass","g",367784.75,310000,9,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Eumops auripendulus","mass","Body_Mass","g",31.125,31.125,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eumops bonariensis","mass","Body_Mass","g",11.9,11.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumops dabbenei","mass","Body_Mass","g",104.35,104.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumops glaucinus","mass","Body_Mass","g",36.115,36.115,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Eumops hansae","mass","Body_Mass","g",15.05,15.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumops maurus","mass","Body_Mass","g",29.38,29.38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumops patagonicus","mass","Body_Mass","g",34.01,34.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumops perotis","mass","Body_Mass","g",51.543,51.13,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Eumops trumbulli","mass","Body_Mass","g",34.01,34.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eumops underwoodi","mass","Body_Mass","g",54.7,54.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euneomys chinchilloides","mass","Body_Mass","g",76.515,76.515,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Euneomys fossor","mass","Body_Mass","g",83,83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euneomys mordax","mass","Body_Mass","g",82,82,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euneomys petersoni","mass","Body_Mass","g",83,83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euoticus elegantulus","mass","Body_Mass","g",275.55,274,9,5,0,FALSE,"Burger; Genoud; Isler; Powell; Wilman","secondary",NA,NA
"Euoticus pallidus","mass","Body_Mass","g",270.925,276.85,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Eupetaurus cinereus","mass","Body_Mass","g",2500,2500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Eupetomena macroura","mass","Body_Mass","g",8.5,8.5,4,1,0,FALSE,"Ruf","secondary",NA,NA
"Euphractus sexcinctus","mass","Body_Mass","g",6987.63,7990,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Eupleres goudotii","mass","Body_Mass","g",2425,2425,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Euroscaptor grandis","mass","Body_Mass","g",59.57,59.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euroscaptor klossi","mass","Body_Mass","g",59.57,59.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euroscaptor longirostris","mass","Body_Mass","g",59.57,59.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euroscaptor micrura","mass","Body_Mass","g",60.47,60.47,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euroscaptor mizura","mass","Body_Mass","g",35.47,35.47,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euroscaptor parvidens","mass","Body_Mass","g",59.57,59.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Euryzygomatomys spinosus","mass","Body_Mass","g",187.5,187.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Exilisciurus concinnus","mass","Body_Mass","g",30.85,30.85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Exilisciurus exilis","mass","Body_Mass","g",19,19,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Exilisciurus whiteheadi","mass","Body_Mass","g",20,20,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Falsistrellus affinis","mass","Body_Mass","g",10.23,10.23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Falsistrellus mackenziei","mass","Body_Mass","g",23,23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Falsistrellus mordax","mass","Body_Mass","g",10.23,10.23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Falsistrellus petersi","mass","Body_Mass","g",22.77,22.77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Falsistrellus tasmaniensis","mass","Body_Mass","g",22.54,22.54,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Felis bieti","mass","Body_Mass","g",5500,5500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Felis catus","mass","Body_Mass","g",3400,3400,12,8,2,TRUE,"Burger; Finlay; Garwicz; Genoud; Heffner; Lewitus; Wilman; Wimberly","primary; secondary",NA,NA
"Felis chaus","mass","Body_Mass","g",6221.49,6221.49,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Felis manul","mass","Body_Mass","g",3025,3025,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Felis margarita","mass","Body_Mass","g",2224.995,2224.995,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Felis nigripes","mass","Body_Mass","g",1199.995,1199.995,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Felis silvestris","mass","Body_Mass","g",3949.33,4130,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Felovia vae","mass","Body_Mass","g",205,205,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Feresa attenuata","mass","Body_Mass","g",170000,170000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Feroculus feroculus","mass","Body_Mass","g",36,36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Fossa fossana","mass","Body_Mass","g",1753.333,1500,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Fukomys anselli","mass","Body_Mass","g",86.98,85.59,6,3,0,FALSE,"Genoud; Kverkova; Wilman","secondary",NA,NA
"Fukomys damarensis","mass","Body_Mass","g",131.864,131.838,10,4,0,FALSE,"Genoud; Kverkova; Ruf; Wilman","secondary",NA,NA
"Fukomys darlingi","mass","Body_Mass","g",92.173,95.75,9,3,0,FALSE,"Genoud; Kverkova; Wilman","secondary",NA,NA
"Fukomys mechowii","mass","Body_Mass","g",269.72,270.16,6,3,0,FALSE,"Genoud; Kverkova; Wilman","secondary",NA,NA
"Funambulus layardi","mass","Body_Mass","g",113.79,113.79,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Funambulus palmarum","mass","Body_Mass","g",136.4,136.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Funambulus pennantii","mass","Body_Mass","g",142.95,142.95,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Funambulus sublineatus","mass","Body_Mass","g",70.94,70.94,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Funambulus tristriatus","mass","Body_Mass","g",139,139,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Funisciurus anerythrus","mass","Body_Mass","g",186.667,218,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Funisciurus bayonii","mass","Body_Mass","g",135,135,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Funisciurus carruthersi","mass","Body_Mass","g",277,277,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Funisciurus congicus","mass","Body_Mass","g",112.15,112.15,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Funisciurus isabella","mass","Body_Mass","g",92,92,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Funisciurus lemniscatus","mass","Body_Mass","g",130,130,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Funisciurus leucogenys","mass","Body_Mass","g",250,250,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Funisciurus pyrropus","mass","Body_Mass","g",251.333,257,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Funisciurus substriatus","mass","Body_Mass","g",186,186,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Furipterus horrens","mass","Body_Mass","g",3.305,3.305,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galago","mass","Body_Mass","g",1111.8,1111.8,18,1,0,FALSE,"Burish","review",NA,NA
"Galago alleni","mass","Body_Mass","g",266.5,266.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galago alleni group","mass","Body_Mass","g",251.5,251.5,5,1,0,FALSE,"Isler","secondary",NA,NA
"Galago cameronensis","mass","Body_Mass","g",223.06,251.5,6,3,0,FALSE,"Burger; Isler; Wilman","secondary",NA,NA
"Galago demidoff group","mass","Body_Mass","g",73.111,73.111,30,1,0,FALSE,"Isler","secondary",NA,NA
"Galago gabonensis","mass","Body_Mass","g",237.227,273,6,3,0,FALSE,"Burger; Isler; Wilman","secondary",NA,NA
"Galago gallarum","mass","Body_Mass","g",225,225,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Galago granti","mass","Body_Mass","g",173.765,173.765,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galago matschiei","mass","Body_Mass","g",209.75,209.75,7,4,0,FALSE,"Burger; Granatosky; Isler; Wilman","secondary",NA,NA
"Galago moholi","mass","Body_Mass","g",161.001,159.875,12,6,0,FALSE,"Burger; Genoud; Isler; Powell; Ruf; Wilman","secondary",NA,NA
"Galago nyasae","mass","Body_Mass","g",165.68,165.68,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galago orinus","mass","Body_Mass","g",165.68,165.68,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galago rondoensis","mass","Body_Mass","g",165.68,165.68,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galago senegalensis","mass","Body_Mass","g",220,217,22,11,4,TRUE,"Burger; Genoud; Granatosky; Heffner; Isler; Lewitus; Powell; Seymour; Stephan; Stephan_collection; Wilman","primary; secondary",NA,NA
"Galago senegalensis group","mass","Body_Mass","g",185.214,185.214,245,1,0,FALSE,"Isler","secondary",NA,NA
"Galago sp.","mass","Body_Mass","g",201,201,4,1,1,TRUE,"Finlay","primary",NA,NA
"Galago thomasi","mass","Body_Mass","g",116.95,117,6,3,0,FALSE,"Burger; Isler; Wilman","secondary",NA,NA
"Galago zanzibaricus","mass","Body_Mass","g",144.45,143,6,3,0,FALSE,"Burger; Isler; Wilman","secondary",NA,NA
"Galagoides cocos","mass","Body_Mass","g",143.5,143.5,4,1,0,FALSE,"Powell","secondary",NA,NA
"Galagoides demidoff","mass","Body_Mass","g",81,81,22,9,2,TRUE,"Burger; Genoud; Granatosky; Isler; Lewitus; Stephan; Stephan_collection; Wilman; Zilles","primary; secondary",NA,NA
"Galagoides demidovii","mass","Body_Mass","g",74.649,74.649,4,1,0,FALSE,"Powell","secondary",NA,NA
"Galagoides thomasi","mass","Body_Mass","g",97.25,97.25,5,2,0,FALSE,"Granatosky; Powell","secondary",NA,NA
"Galagoides zanzibaricus","mass","Body_Mass","g",143,143,4,1,0,FALSE,"Powell","secondary",NA,NA
"Galea flavidens","mass","Body_Mass","g",450,450,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galea musteloides","mass","Body_Mass","g",392.333,375,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Galea spixii","mass","Body_Mass","g",326.2,326.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galemys pyrenaicus","mass","Body_Mass","g",57.5,57.5,10,4,1,TRUE,"Burger; Lewitus; Stephan_collection; Wilman","primary; secondary",NA,NA
"Galenomys garleppi","mass","Body_Mass","g",59.3,59.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galeopterus variegates","mass","Body_Mass","g",1112.2,1112.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galerella flavescens","mass","Body_Mass","g",750,750,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galerella ochracea","mass","Body_Mass","g",690.18,690.18,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galerella pulverulenta","mass","Body_Mass","g",818.5,818.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galerella sanguinea","mass","Body_Mass","g",527.667,533,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Galictis cuja","mass","Body_Mass","g",1095,1095,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galictis vittatus","mass","Body_Mass","g",2264,2264,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galidia elegans","mass","Body_Mass","g",857,857,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Galidictis fasciata","mass","Body_Mass","g",550,550,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Galidictis grandidieri","mass","Body_Mass","g",1400,1400,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gallus domesticus","mass","Body_Mass","g",1570,1570,5,1,0,FALSE,"MacLarnon","secondary",NA,NA
"Gazella arabica","mass","Body_Mass","g",12000,12000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gazella bennettii","mass","Body_Mass","g",18916.67,18916.67,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gazella cuvieri","mass","Body_Mass","g",25000,25000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gazella dorcas","mass","Body_Mass","g",20137.555,20137.555,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Gazella erlangeri","mass","Body_Mass","g",20360.12,20360.12,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gazella gazella","mass","Body_Mass","g",19524.965,19524.965,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gazella leptoceros","mass","Body_Mass","g",22200,22200,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gazella saudiya","mass","Body_Mass","g",16000,16000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gazella spekei","mass","Body_Mass","g",16200,16200,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gazella subgutturosa","mass","Body_Mass","g",22800,22800,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Genetta abyssinica","mass","Body_Mass","g",1649.99,1649.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta angolensis","mass","Body_Mass","g",1874.995,1874.995,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Genetta bourloni","mass","Body_Mass","g",1821.97,1821.97,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta cristata","mass","Body_Mass","g",1863.23,1863.23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta genetta","mass","Body_Mass","g",1607.733,1800,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Genetta johnstoni","mass","Body_Mass","g",2225,2225,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta maculata","mass","Body_Mass","g",2225,2225,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta pardina","mass","Body_Mass","g",1426.985,1426.985,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Genetta piscivora","mass","Body_Mass","g",1648.05,1648.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta poensis","mass","Body_Mass","g",1821.97,1821.97,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta servalina","mass","Body_Mass","g",1174.995,1174.995,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Genetta thierryi","mass","Body_Mass","g",1400.01,1400.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Genetta tigrina","mass","Body_Mass","g",1827.333,1732,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Genetta victoriae","mass","Body_Mass","g",2999.99,2999.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geocapromys brownii","mass","Body_Mass","g",1978,1978,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Geocapromys ingrahami","mass","Body_Mass","g",764.1,775,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Geocapromys thoracatus","mass","Body_Mass","g",1500,1500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geogale aurita","mass","Body_Mass","g",6.633,6.9,6,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Geomys arenarius","mass","Body_Mass","g",206,206,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geomys attwateri","mass","Body_Mass","g",144.06,144.06,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geomys breviceps","mass","Body_Mass","g",137.635,137.635,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Geomys bursarius","mass","Body_Mass","g",199.333,197.25,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
