"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","value_min","value_max"
"Pteropus woodfordi","mass","Body_Mass","g",119.33,119.33,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Pteropus yapensis","mass","Body_Mass","g",361.25,361.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Ptilocercus lowii","mass","Body_Mass","g",49.69,49.69,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Pudu mephistophiles","mass","Body_Mass","g",9599.97,9599.97,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Pudu puda","mass","Body_Mass","g",9749.9,9749.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Puma concolor","mass","Body_Mass","g",50102.347,51600.04,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Puma yagouaroundi","mass","Body_Mass","g",5903.333,6875,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Punomys kofordi","mass","Body_Mass","g",84.8,84.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Punomys lemminus","mass","Body_Mass","g",84.8,84.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Pusa caspica","mass","Body_Mass","g",62538.1,62538.1,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Pusa hispida","mass","Body_Mass","g",62782.867,69085,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Pusa sibirica","mass","Body_Mass","g",89499.995,89499.995,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Putorius furo","mass","Body_Mass","g",900,900,4,1,1,TRUE,"Heffner","primary",NA,NA
"Pygathrix cinerea","mass","Body_Mass","g",10083.3,10083.3,5,2,0,FALSE,"Wilman; Wimberly","secondary",NA,NA
"Pygathrix nemaeus","mass","Body_Mass","g",7500,7500,16,9,2,TRUE,"Burger; Granatosky; Isler; Lewitus; Powell; Stephan; Stephan_collection; Wilman; Wimberly","primary; secondary",NA,NA
"Pygathrix nigripes","mass","Body_Mass","g",9850.28,10333.32,6,3,0,FALSE,"Burger; Powell; Wilman","secondary",NA,NA
"Pygathrix sp.","mass","Body_Mass","g",9720,9720,4,1,0,FALSE,"Isler","secondary",NA,NA
"Pygeretmus platyurus","mass","Body_Mass","g",40.14,40.14,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Pygeretmus pumilio","mass","Body_Mass","g",52,52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Pygeretmus shitkovi","mass","Body_Mass","g",58.3,58.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Pygoderma bilabiatum","mass","Body_Mass","g",18.5,18.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rana esculenta","mass","Body_Mass","g",48,48,4,1,0,FALSE,"MacLarnon","secondary",NA,NA
"Rangifer tarandus","mass","Body_Mass","g",76589.104,72033.333,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Raphicerus campestris","mass","Body_Mass","g",9692.34,10200,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Raphicerus melanotis","mass","Body_Mass","g",10174.955,10174.955,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Raphicerus sharpei","mass","Body_Mass","g",9499.92,9499.92,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus adustus","mass","Body_Mass","g",158,158,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus andamanensis","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus annandalei","mass","Body_Mass","g",216.1,216.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus arfakiensis","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus argentiventer","mass","Body_Mass","g",133.13,133.13,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus arrogans","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus baluensis","mass","Body_Mass","g",108.75,108.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus blangorum","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus bontanus","mass","Body_Mass","g",239,239,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus burrus","mass","Body_Mass","g",152.3,152.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus colletti","mass","Body_Mass","g",113.35,113.35,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Rattus elaphinus","mass","Body_Mass","g",131.35,131.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus enganus","mass","Body_Mass","g",305,305,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus everetti","mass","Body_Mass","g",255.03,255.03,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus exulans","mass","Body_Mass","g",53.805,53.805,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rattus feliceus","mass","Body_Mass","g",306,306,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus fuscipes","mass","Body_Mass","g",110.578,122,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rattus giluwensis","mass","Body_Mass","g",169.88,169.88,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus hainaldi","mass","Body_Mass","g",155.52,155.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus hoffmanni","mass","Body_Mass","g",147,147,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus hoogerwerfi","mass","Body_Mass","g",165,165,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus jobiensis","mass","Body_Mass","g",380,380,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus koopmani","mass","Body_Mass","g",151.4,151.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus korinchi","mass","Body_Mass","g",131,131,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus leucopus","mass","Body_Mass","g",171.73,171.73,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus losea","mass","Body_Mass","g",77,77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus lugens","mass","Body_Mass","g",224,224,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus lutreolus","mass","Body_Mass","g",102.6,106,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rattus macleari","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus marmosurus","mass","Body_Mass","g",217,217,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus mindorensis","mass","Body_Mass","g",136,136,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus mollicomulus","mass","Body_Mass","g",151.76,151.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus montanus","mass","Body_Mass","g",136,136,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus mordax","mass","Body_Mass","g",230,230,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus morotaiensis","mass","Body_Mass","g",141.175,141.175,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rattus nativitatis","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus niobe","mass","Body_Mass","g",43.157,42.3,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rattus nitidus","mass","Body_Mass","g",117.25,117.25,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rattus norvegicus","mass","Body_Mass","g",400,400,25,9,1,TRUE,"Burger; Garwicz; Genoud; Heffner; HerculanoHouzel; Lewitus; MacLarnon; Wilman; Wimberly","primary; secondary",NA,NA
"Rattus novaeguineae","mass","Body_Mass","g",133,133,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus omichlodes","mass","Body_Mass","g",70.02,70.02,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus osgoodi","mass","Body_Mass","g",93,93,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus palmarum","mass","Body_Mass","g",491,491,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus pelurus","mass","Body_Mass","g",170.27,170.27,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus pococki","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus praetor","mass","Body_Mass","g",204.13,204.13,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus pyctoris","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus ranjiniae","mass","Body_Mass","g",120,120,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus rattus","mass","Body_Mass","g",167.998,150,9,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rattus richardsoni","mass","Body_Mass","g",64.29,64.29,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus salocco","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus sanila","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus satarae","mass","Body_Mass","g",149.96,149.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus simalurensis","mass","Body_Mass","g",153.12,153.12,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus sordidus","mass","Body_Mass","g",139.085,139.085,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rattus sp.","mass","Body_Mass","g",217,217,4,1,1,TRUE,"Finlay","primary",NA,NA
"Rattus steini","mass","Body_Mass","g",155,155,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus stoicus","mass","Body_Mass","g",323,323,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus tanezumi","mass","Body_Mass","g",134,134,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus tawitawiensis","mass","Body_Mass","g",180,180,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus timorensis","mass","Body_Mass","g",160.32,160.32,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus tiomanicus","mass","Body_Mass","g",129.96,129.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus tunneyi","mass","Body_Mass","g",100.1,100.1,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rattus vandeuseni","mass","Body_Mass","g",67.24,67.24,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rattus verecundus","mass","Body_Mass","g",78.21,78.21,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rattus villosissimus","mass","Body_Mass","g",175.05,175.05,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Rattus xanthurus","mass","Body_Mass","g",303,303,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Ratufa affinis","mass","Body_Mass","g",1069.375,1069.375,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Ratufa bicolor","mass","Body_Mass","g",1685,1685,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Ratufa indica","mass","Body_Mass","g",1497.5,1497.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Ratufa macroura","mass","Body_Mass","g",1327.08,1327.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Redunca arundinum","mass","Body_Mass","g",48100.135,48100.135,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Redunca fulvorufula","mass","Body_Mass","g",30249.93,30249.93,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Redunca redunca","mass","Body_Mass","g",45775.205,45775.205,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Reithrodon auritus","mass","Body_Mass","g",74.775,74.775,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Reithrodon typicus","mass","Body_Mass","g",70.85,70.85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys brevirostris","mass","Body_Mass","g",12.9,12.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys burti","mass","Body_Mass","g",20,20,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys chrysopsis","mass","Body_Mass","g",19,19,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys creper","mass","Body_Mass","g",22.8,22.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys darienensis","mass","Body_Mass","g",13,13,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys fulvescens","mass","Body_Mass","g",11.4,11.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys gracilis","mass","Body_Mass","g",12.27,12.27,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys hirsutus","mass","Body_Mass","g",20,20,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys humilis","mass","Body_Mass","g",8.4,8.4,4,1,0,FALSE,"Genoud","secondary",NA,NA
"Reithrodontomys humulis","mass","Body_Mass","g",8.31,8.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys megalotis","mass","Body_Mass","g",9.329,9.309,10,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Reithrodontomys mexicanus","mass","Body_Mass","g",16,16,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys microdon","mass","Body_Mass","g",20,20,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys montanus","mass","Body_Mass","g",10.9,10.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys paradoxus","mass","Body_Mass","g",16.22,16.22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys raviventris","mass","Body_Mass","g",11.05,11.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys rodriguezi","mass","Body_Mass","g",19.29,19.29,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys spectabilis","mass","Body_Mass","g",20.2,20.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys sumichrasti","mass","Body_Mass","g",19,19,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys tenuirostris","mass","Body_Mass","g",20,20,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Reithrodontomys zacatecae","mass","Body_Mass","g",14.49,14.49,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhabdomys dilectus","mass","Body_Mass","g",41.12,41.12,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhabdomys pumilio","mass","Body_Mass","g",43.845,41.12,9,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rhagamys orthodon","mass","Body_Mass","g",71.33,71.33,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhagomys longilingua","mass","Body_Mass","g",21.2,21.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhagomys rufescens","mass","Body_Mass","g",21.2,21.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rheithrosciurus macrotis","mass","Body_Mass","g",1225,1225,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rheomys mexicanus","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rheomys raptor","mass","Body_Mass","g",38,38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rheomys thomasi","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rheomys underwoodi","mass","Body_Mass","g",41.85,41.85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhesus macaque","mass","Body_Mass","g",8470,8470,8,1,0,FALSE,"Burish","review",NA,NA
"Rhinoceros sondaicus","mass","Body_Mass","g",1750000,1750000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinoceros unicornis","mass","Body_Mass","g",1926166.5,1926166.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus","mass","Body_Mass","g",16,16,4,1,1,TRUE,"Heffner","primary",NA,NA
"Rhinolophus acuminatus","mass","Body_Mass","g",12.115,12.115,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus adami","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus affinis","mass","Body_Mass","g",13.565,13.565,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus alcyone","mass","Body_Mass","g",18.75,18.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus arcuatus","mass","Body_Mass","g",8.75,8.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus beddomei","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus blasii","mass","Body_Mass","g",9.7,9.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus bocharicus","mass","Body_Mass","g",15.05,15.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus borneensis","mass","Body_Mass","g",7.9,7.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus canuti","mass","Body_Mass","g",10.75,10.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus capensis","mass","Body_Mass","g",12.5,12.8,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rhinolophus celebensis","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus clivosus","mass","Body_Mass","g",17.53,16.83,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rhinolophus coelophyllus","mass","Body_Mass","g",7.4,7.4,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus cognatus","mass","Body_Mass","g",10.49,10.49,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus convexus","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus cornutus","mass","Body_Mass","g",6.9,6.9,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus creaghi","mass","Body_Mass","g",12,12,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus darlingi","mass","Body_Mass","g",9.45,9.45,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus deckenii","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus denti","mass","Body_Mass","g",6.15,6.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus eloquens","mass","Body_Mass","g",19.05,19.05,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus euryale","mass","Body_Mass","g",8.15,8.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus euryotis","mass","Body_Mass","g",14.3,14.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus ferrumequinum","mass","Body_Mass","g",22.52,23,6,3,0,FALSE,"Burger; Ruf; Wilman","secondary",NA,NA
"Rhinolophus formosae","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus fumigatus","mass","Body_Mass","g",12.94,12.94,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus guineensis","mass","Body_Mass","g",9.9,9.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus hildebrandtii","mass","Body_Mass","g",27.545,27.545,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus hilli","mass","Body_Mass","g",13.6,13.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus hillorum","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus hipposideros","mass","Body_Mass","g",5.087,4.71,6,3,0,FALSE,"Burger; Ruf; Wilman","secondary",NA,NA
"Rhinolophus imaizumii","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus inops","mass","Body_Mass","g",13.5,13.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus keyensis","mass","Body_Mass","g",6.26,6.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus landeri","mass","Body_Mass","g",9.255,9.255,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus lepidus","mass","Body_Mass","g",5.65,5.65,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus luctus","mass","Body_Mass","g",33.675,33.675,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus maclaudi","mass","Body_Mass","g",13.08,13.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus macrotis","mass","Body_Mass","g",6.225,6.225,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus madurensis","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus maendeleo","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus malayanus","mass","Body_Mass","g",6.55,6.55,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus marshalli","mass","Body_Mass","g",5.02,5.02,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus megaphyllus","mass","Body_Mass","g",9.93,9.93,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus mehelyi","mass","Body_Mass","g",11.015,11.015,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus mitratus","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus monoceros","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus montanus","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus nereis","mass","Body_Mass","g",9.62,9.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus osgoodi","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus paradoxolophus","mass","Body_Mass","g",8.77,8.77,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus pearsonii","mass","Body_Mass","g",12.725,12.725,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus philippinensis","mass","Body_Mass","g",10.33,10.33,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus pusillus","mass","Body_Mass","g",4.925,4.925,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus rex","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus robinsoni","mass","Body_Mass","g",8.5,8.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus rouxii","mass","Body_Mass","g",12.25,12.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus rufus","mass","Body_Mass","g",30,30,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus ruwenzorii","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus sakejiensis","mass","Body_Mass","g",22,22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus sedulus","mass","Body_Mass","g",8.75,8.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus shameli","mass","Body_Mass","g",9.61,9.61,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus shortridgei","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus siamensis","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus silvestris","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus simulator","mass","Body_Mass","g",8.1,8.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus sinicus","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus stheno","mass","Body_Mass","g",8.2,8.2,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus subbadius","mass","Body_Mass","g",10.49,10.49,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus subrufus","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus swinnyi","mass","Body_Mass","g",7.13,7.13,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus thomasi","mass","Body_Mass","g",8.65,8.65,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus trifoliatus","mass","Body_Mass","g",14.665,14.665,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus virgo","mass","Body_Mass","g",6,6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinolophus yunanensis","mass","Body_Mass","g",21.6,21.6,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinolophus ziama","mass","Body_Mass","g",10.62,10.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinonicteris aurantia","mass","Body_Mass","g",8.563,8.65,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rhinophylla alethina","mass","Body_Mass","g",13.57,13.57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinophylla fischerae","mass","Body_Mass","g",9.6,9.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinophylla pumilio","mass","Body_Mass","g",9.317,9.5,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Rhinopithecus avunculus","mass","Body_Mass","g",8793.095,8793.095,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Rhinopithecus bieti","mass","Body_Mass","g",10050.27,10050.27,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Rhinopithecus brelichi","mass","Body_Mass","g",12267.15,12267.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinopithecus roxellana","mass","Body_Mass","g",12969.787,13456.8,8,5,0,FALSE,"Burger; Isler; Powell; Wilman; Wimberly","secondary",NA,NA
"Rhinopoma hardwickii","mass","Body_Mass","g",13,13,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhinopoma macinnesi","mass","Body_Mass","g",14.94,14.94,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinopoma microphyllum","mass","Body_Mass","g",21.657,27.1,6,3,0,FALSE,"Burger; Ruf; Wilman","secondary",NA,NA
"Rhinopoma muscatellum","mass","Body_Mass","g",9.14,9.14,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhinosciurus laticaudatus","mass","Body_Mass","g",234.125,234.125,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Rhipidomys austrinus","mass","Body_Mass","g",89,89,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhipidomys caucensis","mass","Body_Mass","g",89,89,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Rhipidomys couesi","mass","Body_Mass","g",89,89,4,1,0,FALSE,"Wilman","secondary",NA,NA
