"Species Name","Order","Brain Mass (g)","Body Mass (g)","EQ","Independent contrast derived EQ","PGLS-ML dervived EQ","Reference","Notes","source"
"Rattus fuscipes","Rodentia",1.69,122,0.838058323738165,0.0817077234247937,0.739368317120528,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Orthogeomys cherriei","Rodentia",3.4706,405,0.703161506810367,0.0786991245901009,0.739131274690849,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Peromyscus californicus","Rodentia",0.91,43.5333333333333,0.973401948690892,0.0842974074351648,0.738819363716952,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Neofiber alleni","Rodentia",2.72,270.5,0.744704698698486,0.0795684349174521,0.738003757005328,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Perognathus longimembris","Rodentia",0.33058,8.15,1.23414154488199,0.088146603577133,0.733452579743499,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cynomys gunnisoni","Rodentia",5.16,796.3,0.631332933190724,0.0763729828192518,0.732476511364201,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Oligoryzomys longicaudatus","Rodentia",0.67,26.6,1.03496359757354,0.0846923041888015,0.731031096103975,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Antechinus swainsonii","Dasyuromorphia",1.12924,63.5,0.911441978845225,0.0824338324892737,0.730991031294699,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Uranomys ruddi","Rodentia",0.77,33.6,0.999202696169335,0.0839924210570017,0.730259455674793,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus undulatus","Rodentia",4.84,725.3,0.634908508639977,0.0759850521516169,0.726649176182391,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Arvicanthis niloticus","Rodentia",1.33,84.5,0.867418157844309,0.0810726775190854,0.725316648213082,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Liomys irroratus","Rodentia",1.05672,57.7,0.91608283052304,0.0819459412079032,0.724510142570335,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Nyctomys sumichrasti","Rodentia",1.08,60,0.909358008111948,0.0817108588281052,0.723307612043678,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Phalanger ornatus","Diprotodontia",7.27272,1448,0.56960723031413,0.0738110466492485,0.721150253933367,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Clethrionomys glareolus","Rodentia",0.52,17.9,1.07941128826693,0.0843961314321867,0.719584094751622,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Chaetodipus baileyi","Rodentia",0.7017,29.75,0.997107929174854,0.0826514842730344,0.715894992815065,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus gossypinus","Rodentia",0.68,28.25,1.0042945834771,0.0827533774971687,0.715628901551332,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Glossophaga soricina","Chiroptera",0.39,11.2,1.14857652323256,0.0850897981518633,0.715029275925116,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Murexia rothschildi","Dasyuromorphia",1.0878,62,0.893792749070529,0.0806156494596587,0.714338522425851,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Artibeus lituratus","Chiroptera",1.05,58.7,0.898663801556786,0.0805467674779329,0.712519031108392,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Microtus agrestis","Rodentia",0.735,32.4,0.980015025855124,0.0820357015360444,0.712443393021962,"Count 1947; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Spermophilus columbianus","Rodentia",3.7394,488.2,0.659052416070114,0.0753643896565556,0.711923434644805,"Iwaniuk 2001; Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Orthogeomys hispidus","Rodentia",3.97824,542.1,0.648454808358647,0.0750509739433959,0.711268156510544,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Peromyscus merriami","Rodentia",0.56,20.72,1.04225322039215,0.0828734755714858,0.709813421127885,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Cynomys leucurus","Rodentia",5.69,992.1,0.590872630830397,0.0733086524421661,0.707895296876144,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus megalops","Rodentia",1.12,66.2,0.87633455241805,0.0796390535357359,0.707120225453362,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Orthogeomys heterodus","Rodentia",4.30976,630,0.627996190318477,0.0739500816833046,0.704107202274811,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Peromyscus maniculatus","Rodentia",0.57,21.65,1.0266803139884,0.0820484496147638,0.703704204091941,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Zygogeomys trichopus","Rodentia",3.94716,545,0.640833067179,0.0742143685903329,0.70345587340952,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Peromyscus eremicus","Rodentia",0.54,19.93,1.03460193895009,0.0818981540500188,0.700614967303711,"Mace & Eisenberg 1982",NA,"Boddy_etal_2012_TableS1"
"Peromyscus melanocarpus","Rodentia",1.03,58.8,0.880427729567507,0.0789277260380868,0.69823378578857,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Carollia perspicillata","Chiroptera",0.47,16,1.06080687053597,0.0818780719819257,0.695690220956921,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Isthmomys pirrensis","Rodentia",1.71,138,0.773496378948126,0.0764895076736541,0.694798206791572,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Antechinus minimus","Dasyuromorphia",0.76664,36.3,0.939102736056722,0.0796452451650261,0.69412475065214,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Peromyscus polionotus","Rodentia",0.42,13.3166666666667,1.08708173490633,0.0821533297259679,0.694067970708723,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Microtus townsendii","Rodentia",0.88,45.8,0.906335515586559,0.0789488874400548,0.693032203538462,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Chaetodipus fallax","Rodentia",0.53872,20.3,1.01808262989101,0.080761161784783,0.691282410714277,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Philander opossum","Didelphimorphia",3.96788,570,0.622999732292836,0.0725221973249748,0.688372712530027,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Synaptomys cooperi","Rodentia",0.59,23.8,0.990233408955124,0.0800021043068031,0.688170208599279,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Perognathus parvus","Rodentia",0.48692,17.3,1.03678139071492,0.0807458072991816,0.687733186710425,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Chaetodipus californicus","Rodentia",0.6216,26,0.976681274382125,0.0797135741005848,0.687570171042439,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Spermophilus tereticaudus","Rodentia",1.82,156.6,0.749149872116642,0.0751670052212988,0.685466703329606,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Dinomys branickii","Rodentia",26.95,14000,0.388471558475469,0.0653463655244107,0.684970674393364,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Nycteris arge","Chiroptera",0.36,10.6,1.10467950909303,0.0813212336870397,0.682195753903076,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Caluromys lanatus","Didelphimorphia",3.1,384,0.653525553281149,0.0726972780118577,0.681636738185856,"Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Oryzomys palustris","Rodentia",0.88,47.1,0.887607674132339,0.077566811317595,0.681491052498552,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Apodemus flavicollis","Rodentia",0.7,32.3,0.935502454592167,0.0782817826838457,0.679777141909951,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Pappogeomys gymnurus","Rodentia",4.18544,637,0.604874222656982,0.0713179083436043,0.679277909736794,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Chaetodipus penicillatus","Rodentia",0.46292,16.25,1.03281207530764,0.0798595630534328,0.678865839608998,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Chaetodipus formosus","Rodentia",0.49274,18.1,1.0143820961738,0.0794130904014585,0.677330612916986,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lophuromys flavopunctatus","Rodentia",1.01,60,0.850418137215804,0.0764147846448021,0.676426563114921,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sminthopsis laniger","Dasyuromorphia",0.48692,17.8,1.01497714871792,0.0793070965586016,0.676076191644558,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Geocapromys ingrahami","Rodentia",4.46,717.3,0.589921211153313,0.0705110355891944,0.674069055703378,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Spermophilus townsendii","Rodentia",2.06,199,0.709144597039018,0.0731409147919767,0.671963068894988,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Pectinator spekei","Rodentia",1.93,180,0.716037871975124,0.073004531287821,0.668626886578855,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Lemniscomys striatus","Rodentia",0.85,46.2,0.869777131688109,0.0758401700042672,0.665922625387448,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Perognathus flavus","Rodentia",0.3054,8.4,1.11472735403961,0.0798947536419874,0.66541332194248,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Hydromys chrysogaster","Rodentia",4.33,698,0.584498934849478,0.069644140564006,0.66521904300809,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Antechinus flavipes","Dasyuromorphia",0.66304,30.7,0.920336135614054,0.0765640455884809,0.663814499682328,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sminthopsis griseoventer","Dasyuromorphia",0.50764,19.8,0.977362285626062,0.0773089116058805,0.661221172913348,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Heteromys desmarestianus","Rodentia",1.12534,74.65,0.805036347485258,0.074177365260381,0.66108286287897,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Neotoma albigula","Rodentia",2.17,223.1,0.685947736599356,0.0716846160919576,0.660921716379178,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Perameles bougainville","Peramelemorphia",3.32556,457,0.615714350092626,0.0698758532839485,0.658726443937361,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Lagostomus maximus","Rodentia",12.66,4270.75,0.442475861095803,0.0649314417329267,0.656026293610648,"Count 1947; Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Praomys morio","Rodentia",0.84,46.5,0.855404156481612,0.0746424578403188,0.655537506252832,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myocastor coypus","Rodentia",17.09,7052,0.410878160013973,0.06387434472869,0.65545776215863,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Potamogale velox","Afrosoricida",4.0455,650,0.575904954066616,0.0680602180552255,0.648655674777997,"Stephan 1981; Stolzenburg 1989; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Holochilus sciureus","Rodentia",1.41,112.3,0.743785636815411,0.0718288552684517,0.64830786341268,"Bininda-Emonds 2000",NA,"Boddy_etal_2012_TableS1"
"Dasyurus hallucatus","Dasyuromorphia",3.50168,513,0.594758796941462,0.0684009064464839,0.647136755166267,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Microgale cowani","Afrosoricida",0.42,15.2,0.984931317531601,0.0755745282855847,0.641110910739987,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Petauroides volans","Diprotodontia",4.85884,900,0.542599837143972,0.066569459898348,0.640880596299824,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Isoodon macrourus","Peramelemorphia",4.57912,822,0.54714145608947,0.0664304763461345,0.6377477933352,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Neotoma cinerea","Rodentia",2.65,331.3,0.623695564855765,0.0682111869197351,0.636653370714043,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Microtus oregoni","Rodentia",0.52,22,0.925482043256339,0.0740975913352865,0.635828170471876,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Microtus pinetorum","Rodentia",0.56,24.9,0.908730881681734,0.0737998871453811,0.635709130476522,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Microtus californicus","Rodentia",0.78,43.3,0.837696315011512,0.0725003659666668,0.635319075466577,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Chaetodipus spinatus","Rodentia",0.47656,19.1,0.942494160567094,0.0742429108660356,0.634289609433842,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Mormoops megalophylla","Chiroptera",0.42,15.6,0.966029331371156,0.0743459178618754,0.631196470500408,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Leptonycteris curasoae","Chiroptera",0.55,24.5,0.903351486518536,0.0732265121857417,0.630453513280294,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Liomys pictus","Rodentia",0.7735,43.35,0.830000628196078,0.071843859273305,0.629588645918971,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myomys daltoni","Rodentia",0.68,35,0.855945522815658,0.0722888699013453,0.629300557438049,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cercartetus concinnus","Diprotodontia",0.3108,9.5,1.03493047029094,0.0752327390742074,0.628980059564144,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Isoodon obesulus","Peramelemorphia",4.03004,691,0.548113761930061,0.0652331225379719,0.622891721085886,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Geomys pinetis","Rodentia",2.50712,313.5,0.614884981657447,0.0668218798416985,0.622619365651106,"Hafner 1984",NA,"Boddy_etal_2012_TableS1"
"Marmota monax","Rodentia",10.825,3624.75,0.42758104697282,0.0615733678726617,0.61894363371074,"Mace 1981; Spitzka 1903; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myotis bechsteini","Chiroptera",0.265,7.5,1.05259704008139,0.0744649111154193,0.618015185228757,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Saccostomus campestris","Rodentia",0.82,49.35,0.798791815231612,0.0701809293650803,0.617492359899452,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Nannospalax ehrenbergi","Rodentia",1.88,197,0.652075701924206,0.0671767701624583,0.616975820082364,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sminthopsis crassicaudata","Dasyuromorphia",0.37296,13.3,0.966230862016802,0.0730098286940229,0.616795649702874,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Solenodon paradoxus","Eulipotyphla",4.67,900,0.521511562319885,0.0639822216260023,0.615972615834269,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Liomys salvini","Rodentia",0.77,44.9,0.804872200934709,0.0699508091807397,0.613667256091547,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Chaetodipus hispidus","Rodentia",0.68188,37.1,0.821801612166757,0.0698718873233957,0.609359571323116,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Galea musteloides","Rodentia",2.72,375,0.583651426479949,0.0647477427891892,0.606652754362525,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sorex trowbridgii","Eulipotyphla",0.21,5.3,1.08074060538411,0.0734633417144353,0.6031756533798,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Hipposideros caffer","Chiroptera",0.32,10.7,0.975083153405882,0.0718585208427212,0.602989489348384,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Geomys bursarius","Rodentia",1.82808,197.25,0.633467705793183,0.0652692949683046,0.599480444324415,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Monodelphis brevicaudata","Didelphimorphia",0.9324,64.6,0.74298625480737,0.0673309907054539,0.597382896664304,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sorex arcticus","Eulipotyphla",0.27,8.2,1.00339192879287,0.0717161029549443,0.596850391508495,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Limnogale mergulus","Afrosoricida",1.15,92,0.703921279578769,0.0664380963329108,0.595957341709217,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sorex monticolus","Eulipotyphla",0.23,6.3,1.04047526222133,0.0721461911361078,0.595543565486438,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Atelerix albiventris","Eulipotyphla",2.24,280,0.59769565671015,0.06411516426341,0.59531007128172,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Rattus exulans","Rodentia",0.89,60.3,0.746595322646111,0.0671242183414589,0.594277995366003,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Thomomys talpoides","Rodentia",1.24408,105.65,0.686836922032456,0.0658652146806519,0.593357775562835,"Hafner 1984, Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Microtus montanus","Rodentia",0.69,39.7,0.79061189779463,0.067745700793756,0.592058767887881,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Rhabdomys pumilio","Rodentia",0.69,39.7095238095238,0.790470438520775,0.067735447902766,0.591973565273097,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Arvicola terrestris","Rodentia",1.64,168.3,0.639730520249775,0.0647223428341455,0.591539035404727,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Sminthopsis macroura","Dasyuromorphia",0.4144,17,0.893957401336347,0.0694825799892352,0.591480490377803,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Neotoma micropus","Rodentia",2.66,378.3,0.567058283616901,0.062970387234045,0.590160124688326,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Pteronotus davyi","Chiroptera",0.31,10.6,0.951251799496776,0.070026617897173,0.58744634363876,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Microgale talazaci","Afrosoricida",0.79,50.4,0.757575435391368,0.0667210514225741,0.587433621807216,"Stephan 1981; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sorex cinereus","Eulipotyphla",0.17,3.9,1.09983287635568,0.0721699846716846,0.586948757373515,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Meriones hurrianae","Rodentia",0.97,71.3,0.718090064704722,0.0658175481223679,0.585744267128732,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Beamys hindei","Rodentia",1.11,89.75,0.692103820602377,0.0651369913740106,0.583837968391975,"Mace 1981; Silva & Downing 1995","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Megadontomys thomasi","Rodentia",1.26,111,0.670457998038751,0.0646608194601775,0.583400488181753,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Cryptomys hottentotus","Rodentia",1.17,98.4,0.6811197780445,0.0647851417510937,0.582342964596871,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Macrotis lagotis","Peramelemorphia",6.80652,1859,0.44244029496984,0.0590037057782662,0.580961725499993,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Didelphis marsupialis","Didelphimorphia",6.05,1535,0.453660008210227,0.0591821101153165,0.579269119482506,"Warncke 1908",NA,"Boddy_etal_2012_TableS1"
"Ondatra zibethicus","Rodentia",5.03,1136.45,0.471997186247651,0.05948194809316,0.576803405219836,"Crile & Quiring 1940; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Perameles gunnii","Peramelemorphia",4.662,1002,0.480548163565522,0.0596889852408982,0.576556226458947,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Dasypus novemcinctus","Xenarthra",8.5,2743.5,0.413290473899988,0.0576392009806566,0.574415271148263,"Crile & Quiring 1940",NA,"Boddy_etal_2012_TableS1"
"Microtus ochrogaster","Rodentia",0.71,43.8,0.756015388034278,0.065517549230461,0.574333187917103,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Zapus princeps","Rodentia",0.5,24.5,0.82122862410776,0.0665695565324924,0.57313955752754,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Napaeozapus insignis","Rodentia",0.48,23.2,0.82110590171414,0.0661435922387797,0.568510482423974,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Cricetus cricetus","Rodentia",2.2,297,0.56176974079301,0.0606712328559488,0.564363400495028,"Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Rhinolophus hipposideros","Chiroptera",0.235,7.15,0.967314121812543,0.0680565937272047,0.563993719153352,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Aethomys chrysophilus","Rodentia",1.25,117,0.639521770335269,0.0620517726982036,0.560774847988568,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Myotis daubentoni","Chiroptera",0.23,7,0.961826350921908,0.0675056978926252,0.559060800927499,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Aethomys hindei","Rodentia",1.42,146.3,0.614933354369068,0.061219338606217,0.557098230550375,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Tachyoryctes splendens","Rodentia",1.88,234,0.573501809650397,0.0602631878986894,0.556440029758704,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Microtus arvalis","Rodentia",0.55,30.4,0.76904361206667,0.0639056000327709,0.553896434669435,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Otomys irroratus","Rodentia",1.38,141,0.61429022042568,0.0608963531295936,0.553525520723267,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Erinaceus europaeus","Eulipotyphla",3.66545454545455,720.436363636364,0.483251793675041,0.057790234576235,0.552535890569043,"Mace 1981; Warncke 1908; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Perameles nasuta","Peramelemorphia",5.13856,1273,0.443048648161751,0.0565671330022171,0.550470969224044,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Sorex palustris","Eulipotyphla",0.31,11.9,0.872600853882299,0.0650970068008382,0.548054246751494,"Mace 1981",NA,"Boddy_etal_2012_TableS1"
"Echymipera rufescens","Peramelemorphia",3.86428,798,0.472048262314479,0.0571181616865661,0.547843966131874,"Ashwell 2007; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
"Myotis mystacinus","Chiroptera",0.16,4,1.01576957899091,0.0668481798657286,0.544094102060078,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Myotis myotis","Chiroptera",0.48,25,0.776586727630867,0.0630972672949457,0.543584747758272,"Pirlot & Stephan 1970",NA,"Boddy_etal_2012_TableS1"
"Lagurus lagurus","Rodentia",0.42,20.1,0.799607768039504,0.0633580842212532,0.542152776564754,"Mace 1981","Corrected body mass for Mace 1981 dataset, see Isler & van Schaik 2006","Boddy_etal_2012_TableS1"
"Peromyscus melanotis","Rodentia",0.63,39.6,0.723222474752745,0.0619532859373684,0.541394037221956,"Mace & Eisenberg 1982; Silva & Downing 1995",NA,"Boddy_etal_2012_TableS1"
