CHECK,KEY,Genus,Species,Brain Vol,BV SD,Brain Mass,BM SD,Body,Body SD,Sex,N,Age,Reference,Source,Notes
0,Chlorocebus_aethiops,Chlorocebus,aethiops,,,66.3,5.6,5230,1020,M,10,Adult,47,Bronson 1981,
0,Chlorocebus_aethiops,Chlorocebus,aethiops,,,36.54,,1370,,NA,1,Adult,47,Glendenning 1998,
0,Chlorocebus_aethiops,Chlorocebus,aethiops,,,0,,,,NA,1,NA,47,Haug 1987,IGNORE
0,Chlorocebus_aethiops,Chlorocebus,aethiops,,,72,,3202,,M,1,Not Adult,47,Spitzka 1903,
0,Chlorocebus_aethiops,Chlorocebus,aethiops,,,60,,1908,,NA,1,Adult,47,Warncke 1908,
0,Chlorocebus_aethiops,,,56.76831244714875,,58.811971695246115,,4082,,,1,Adult,48,Isler et al 2008,
0,Chlorocebus_cynosuros,Chlorocebus,cynosuros,,,68.5,,3880,,M,1,NA,47,Spitzka 1903,
0,Chlorocebus_cynosuros,Chlorocebus,cynosuros,,,72,,2920,,NA,1,Adult,47,Warncke 1908,
0,Chlorocebus_pygerythrus,,,62.525689610989495,,64.77661443698511,,4323.5233333333335,,,61,Adult,48,Isler et al 2008,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,59.85,,3062,,F,1,Adult,47,Hrdlicka 1925,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,71.9,,3630,,M,1,Adult,47,Hrdlicka 1925,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,80,,4082,,M,1,Adult,47,Hrdlicka 1925,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,60.1,,1314,,M,1,Juvenile,47,Hrdlicka 1925,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,59,,845,,F,1,Not Adult,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,64,,1679,,F,1,Not Adult,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,54,,2140,,F,1,Not Adult,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,50,,1036,,F,1,Juvenile,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,71,,1480,,NA,1,Juvenile,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,57,,2898,,M,1,NA,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,64,,3159,,M,1,NA,47,Spitzka 1903,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,81.5,,3000,,NA,1,Adult,47,Warncke 1908,
0,Chlorocebus_sabaeus,Chlorocebus,sabaeus,,,74.8,,1440,,NA,1,Adult,47,Warncke 1908,Emaciated
0,Colobus_angolensis,Colobus,angolensis,,,74.4,,9670,,M,1,Adult,47,Sherwood,
0,Colobus_angolensis,,,68.39275040816506,,70.854889422859,,8764,,,4,Adult,48,Isler et al 2008,
0,Colobus_guereza,Colobus,guereza,,,83.9,,10281.25,,F,1,Adult,47,Sherwood,
0,Colobus_guereza,,,74.51186187422203,,77.19428890169404,,8626.689655172413,,,37,Adult,48,Isler et al 2008,
0,Colobus_polykomos,,,73.37885536875287,,76.02049416202797,,7876.2,,,32,Adult,48,Isler et al 2008,
SP.,Colobus_sp.,Colobus,sp.,,,81.2,,7850,,NA,1,NA,47,Armstrong 1985,
SP.,Cynocephalus_sp.,Cynocephalus,sp.,,,103,,1292,,F,1,Juvenile,47,Spitzka 1903,
SP.,Cynocephalus_sp.,Cynocephalus,sp.,,,124,,1718,,F,1,NA,47,Spitzka 1903,
SP.,Cynocephalus_sp.,Cynocephalus,sp.,,,135,,2481,,F,1,NA,47,Spitzka 1903,
SP.,Cynocephlus_sp.,Cynocephlus,sp.,,,130,,3175,,M,1,Juvenile,47,Hrdlicka 1925,
0,Daubentonia_madagascariensis,Daubentonia,madagascariensis,,,45.15,,2800,,NA,1,Adult,47,Stephan 1981,
0,Daubentonia_madagascariensis,,,44.849611759451264,,46.4641977827915,,,,,10,Adult,48,Isler et al 2008,
0,Erythrocebus_patas,Erythrocebus,patas,,,97,,9740,,M,1,Adult,47,Sherwood,
0,Erythrocebus_patas,Erythrocebus,patas,,,94.5,,4800,,F,1,Adult,47,Sherwood,
0,Erythrocebus_patas,Erythrocebus,patas,,,110,,9740,,M,1,Adult,47,Sherwood,
0,Erythrocebus_patas,Erythrocebus,patas,,,91.5,,4800,,F,1,Adult,47,Sherwood,
0,Erythrocebus_patas,Erythrocebus,patas,,,108,,7800,,NA,2,Adult,47,Stephan 1981,
0,Erythrocebus_patas,Erythrocebus,patas,,,95.5,,2825,,NA,1,Juvenile,47,Warncke 1908,
0,Erythrocebus_patas,,,91.84491624999998,,95.15133323499998,,4900,,,8,Adult,48,Isler et al 2008,
0,Eulemur_albifrons,Eulemur,albifrons,,,22.3,,1540,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_coronatus,,,20.650962857142854,,21.39439752,,,,,7,Adult,48,Isler et al 2008,
0,Eulemur_fulvus_fulvus,Eulemur,fulvus,,,9.5,,2000,,NA,1,Adult,47,Glendenning 1998,
0,Eulemur_fulvus_fulvus,Eulemur,fulvus,,,23.3,,1400,,NA,3,NA,47,Stephan 1981,
0,Eulemur_fulvus_fulvus,,,25.769334013963793,,26.69703003846649,,2300,,,8,Adult,48,Isler et al 2008,
0,Eulemur_fulvus_rufus,,,25.39597,,26.310224920000003,,,,,4,Adult,48,Isler et al 2008,
0,Eulemur_macaco_macaco,Eulemur,macaco,,,25.5,,1899,,M,1,Adult,47,Hrdlicka 1925,emaciated
0,Eulemur_macaco_macaco,Eulemur,macaco,,,21.8,,2170,,M,1,Adult,47,Hrdlicka 1925,
0,Eulemur_macaco_macaco,Eulemur,macaco,,,24.5,,1290,,NA,1,Adult,47,Warncke 1908,Emaciated
0,Eulemur_macaco_macaco,Eulemur,macaco,,,24,,2148.5,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_macaco_macaco,Eulemur,macaco,,,22,,1940,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_macaco_macaco,,,24.5145125,,25.39703495,,,,,8,Adult,48,Isler et al 2008,
0,Eulemur_mongoz,Eulemur,mongoz,,,23.2,,1808,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_mongoz,Eulemur,mongoz,,,25.8,,1305,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_mongoz,Eulemur,mongoz,,,23.1,,1565,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_mongoz,,,20.17210857142857,,20.89830448,,,,,14,Adult,48,Isler et al 2008,
0,Eulemur_rubriventer,Eulemur,rubriventer,,,24.9,,1015,,NA,1,Adult,47,Warncke 1908,
0,Eulemur_rubriventer,,,26.232733146141747,,27.17711153940285,,2000,,,8,Adult,48,Isler et al 2008,
SP.,Eulemur_sp.,Eulemur,sp.,25.8,,26.7288,,,,NA,1,NA,47,Haug 1987,
SP.,Eulemur_sp.,Eulemur,sp.,,,26,,1505,,M,1,NA,47,Spitzka 1903,
SP.,Eulemur_sp.,Eulemur,sp.,,,28.3,,1790,,NA,1,NA,47,Warncke 1908,Emaciated
0,Euoticus_elegantulus,,,5.534683,,5.733931588000001,,,,,14,Adult,48,Isler et al 2008,
0,Galago_moholi,,,3.705247654371043,,3.8386365699284006,,148.30408163265307,,,61,Adult,48,Isler et al 2008,
0,Galago_senegalensis,Galago,senegalensis,,,5,,200,,F,1,Adult,47,Crile & Quiring 1940,
0,Galago_senegalensis,Galago,senegalensis,,,3.2,,210,,NA,1,Adult,47,Glendenning 1998,
0,Galago_senegalensis,Galago,senegalensis,,,4.8,,186,,NA,1,Adult,47,Stephan 1981,
0,Galago_senegalensis,Galago,senegalensis,,,7.9,,515,,NA,1,Adult,47,Warncke 1908,
0,Galago_senegalensis,Galago,senegalensis,,,4,,40,,NA,1,Newborn,47,Warncke 1908,
0,Galago_senegalensis,,,3.964935939834064,,4.10767363366809,,194.58549222797927,,,199,Adult,48,Isler et al 2008,
SP.,Galago_sp.,Galago,sp.,,,5.1,,274,,NA,1,NA,47,Armstrong 1985,
0,Galagoides_demidoff,Galago,demidoff,,,3.38,,81,,NA,2,Adult,47,Stephan 1981,
0,Galagoides_zanzibaricus,,,3.5146575,,3.64118517,,,,,6,Adult,48,Isler et al 2008,
0,Gorilla_beringei,,,491.2733,,508.9591388,,,,,6,Adult,48,Isler et al 2008,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,383.5,40.8,397.306,42.2688,85000,23600,M&F,2,Not Adult,47,Rilling 1999,"1 male, 1 female; Age class estimated from body mass"
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,429,,444.444,,,,NA,1,NA,47,Haug 1987,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,345,,90000,,F,1,Adult,47,Hrdlicka 1925,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,350,,90000,,F,1,Adult,47,Hrdlicka 1925,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,357,,90000,,F,1,Adult,47,Hrdlicka 1925,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,405,,90000,,F,1,Adult,47,Hrdlicka 1925,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,407,,90000,,F,1,Adult,47,Hrdlicka 1925,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,411,,90000,,F,1,Adult,47,Hrdlicka 1925,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,490.2,,90000,,F,1,Adult,47,Sherwood,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,574,,188250,,M,1,Adult,47,Sherwood,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,477.1,,188250,,M,1,Adult,47,Sherwood,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,574.2,,188250,,M,1,Adult,47,Sherwood,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,541.2,,,,M,1,Not Adult,47,Sherwood,
0,Gorilla_gorilla_gorilla,Gorilla,gorilla,,,500,,105000,,NA,1,Adult,47,Stephan 1981,
0,Gorilla_gorilla_gorilla,,,501.5,,519.554,,108172,,,56,Adult,48,Isler et al 2008,
0,Hapalemur_griseus,,,14.092899999999998,,14.6002444,,795,,,15,Adult,48,Isler et al 2008,
0,Homo_sapiens,Homo,sapiens,,,1320.15,,62080,,NA,,NA,47,Crile & Quiring 1940,
0,Homo_sapiens,Homo,sapiens,1298.9,52,1345.6604,53.872,67700,4900,M&F,6,NA,47,Rilling 1999,"3 males, 3 females"
0,Homo_sapiens,Homo,sapiens,,,1084,,52000,,F,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1138,,52000,,F,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1270,,52000,,F,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1251,,75000,,M,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1250,,75000,,M,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1460,,75000,,M,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1300,,75000,,M,1,Adult,47,Sherwood,
0,Homo_sapiens,Homo,sapiens,,,1330,,65000,,NA,1,NA,47,Stephan 1981,
0,Hylobates_agilis,Hylobates,agilis,,,96.9,,4309,,M,1,Adult,47,Hrdlicka 1925,"True weight, in field"
0,Hylobates_agilis,Hylobates,agilis,,,77,,4536,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,108.7,,4879,,M,1,Adult,47,Hrdlicka 1925,"True weight, in field"
0,Hylobates_agilis,Hylobates,agilis,,,83,,4989,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,81.5,,5670,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,86.5,,5670,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,93,,5897,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,98.9,,5897,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,89,,6350,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,87.5,,7372,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,76,,5333,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,Hylobates,agilis,,,79.2,,5443,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_agilis,,,94.875,,98.29050000000002,,,,,4,Adult,48,Isler et al 2008,
0,Hylobates_klossii,,,88.84495499999998,,92.04337337999998,,,,,6,Adult,48,Isler et al 2008,
0,Hylobates_lar,Hylobates,lar,83,5.6,85.988,5.8016,5400,500,M&F,4,Adult,47,Rilling 1999,"2 males, 2 females; Body mass estimated from Silva & Downing 1995"
0,Hylobates_lar,Hylobates,lar,,,102,,5700,,NA,1,Adult,47,Stephan 1981,
0,Hylobates_lar,,,101.99319267708684,,105.66494761346198,,5625.021052631579,,,207,Adult,48,Isler et al 2008,
0,Hylobates_moloch,,,103,,106.708,,6577,,,1,Adult,48,Isler et al 2008,
0,Hylobates_muelleri,Hylobates,muelleri,,,101.8,,5700,,M,1,Adult,47,Sherwood,
0,Hylobates_muelleri,Hylobates,mulleri,,,108.5,,5443,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,Hylobates,mulleri,,,95,,6123,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,Hylobates,mulleri,,,97.4,,6228,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,Hylobates,mulleri,,,99.4,,6454,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,Hylobates,mulleri,,,91,,6804,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,Hylobates,mulleri,,,84.4,,4876,,M,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,Hylobates,mulleri,,,85,,6011,,F,1,Adult,47,Hrdlicka 1925,
0,Hylobates_muelleri,,,84.63172343295196,,87.67846547653824,,5647.4,,,11,Adult,48,Isler et al 2008,
0,Hylobates_pileatus,,,84.68518518518519,,87.73385185185184,,,,,9,Adult,48,Isler et al 2008,
SP.,Hylobates_sp.,Hylobates,sp.,,,106.5,,5879,,M,1,Adult,47,Hrdlicka 1925,"Brain left in skull, extracted and weighed in Laboratory"
SP.,Hylobates_sp.,Hylobates,sp.,,,99,,6240,,F,1,Adult,47,Hrdlicka 1925,"Brain left in skull, extracted and weighed in Laboratory"
SP.,Hylobates_sp.,Hylobates,sp.,,,99.5,,6240,,F,1,Adult,47,Hrdlicka 1925,"Brain left in skull, extracted and weighed in Laboratory"
0,Ignacius_graybullianus,Ignacius,graybullianus,,,2.14,,2.21704,,NA,1,NA,47,Silcox 2009,Extinct
0,Indri_indri,Indri,indri,,,38.3,,6250,,NA,2,Adult,47,Stephan 1981,
0,Indri_indri,,,34.806646875000006,,36.05968616250001,,,,,16,Adult,48,Isler et al 2008,
0,Lagothrix_lagotricha,Lagothrix,lagotricha,,,86.2,,5260,,F,1,Adult,47,Crile & Quiring 1940,
0,Lagothrix_lagotricha,Lagothrix,lagotricha,101,,104.636,,,,NA,1,NA,47,Haug 1987,
0,Lagothrix_lagotricha,Lagothrix,lagotricha,,,112,,4850,,NA,1,Not Adult,47,Spitzka 1903,
0,Lagothrix_lagotricha,Lagothrix,lagotricha,,,101,,5200,,NA,3,Not Adult,47,Stephan 1981,
0,Lagothrix_lagotricha,Lagothrix,lagotricha,,,92.5,,2550,,NA,1,Adult,47,Warncke 1908,
0,Lagothrix_lagotricha,,,96.25,,99.715,,,,,2,Adult,48,Isler et al 2008,
0,Lagothrix_lagotricha,,,,,110,,7300,,,2,Adult,47,Hartwig et al 2011,
0,Lemur_catta,Lemur,catta,,,21.8,,1725,,F,1,Not Adult,47,Crile & Quiring 1940,
0,Lemur_catta,Lemur,catta,,,23.35,,1246,,F,1,Adult,47,Hrdlicka 1925,emaciated
0,Lemur_catta,Lemur,catta,,,22.3,,1960,,F,1,Adult,47,Sherwood,
0,Lemur_catta,Lemur,catta,,,21.8,,1960,,F,1,Adult,47,Sherwood,
0,Lemur_catta,Lemur,catta,,,20.8,,2350,,NA,1,Adult,47,Warncke 1908,
0,Lemur_catta,,,22.904684999999997,,23.72925366,,2460,,,10,Adult,48,Isler et al 2008,
SP.,Leontocebus_sp.,Leontocebus,sp.,,,9.67,,191,,M&F,133,Infant,47,Crile & Quiring 1940,
SP.,Leontocebus_sp.,Leontocebus,sp.,,,10.4,,340,,F,4,Juvenile,47,Crile & Quiring 1940,
SP.,Leontocebus_sp.,Leontocebus,sp.,,,11.1,,453,,M,3,Juvenile,47,Crile & Quiring 1940,
SP.,Leontocebus_sp.,Leontocebus,sp.,,,11.04,,475,,M&F,19,Juvenile,47,Crile & Quiring 1940,
0,Leontopithecus_chrysomelas,,,11.835770753893948,,12.261858501034128,,655,,,3,Adult,48,Isler et al 2008,
0,Leontopithecus_rosalia,Leontopithecus,rosalia,,,11.7,,502.5,,M,1,Adult,47,Sherwood,
0,Leontopithecus_rosalia,Leontopithecus,rosalia,,,12.7,,570,,F,1,Adult,47,Sherwood,
0,Leontopithecus_rosalia,Leontopithecus,rosalia,,,15.1,,570,,F,1,Adult,47,Sherwood,
0,Leontopithecus_rosalia,Leontopithecus,rosalia,,,14,,,,NA,1,Adult,47,Warncke 1908,
0,Leontopithecus_rosalia,Leontopithecus,rosalia,,,12.7,,407,,NA,1,Adult,47,Warncke 1908,
0,Leontopithecus_rosalia,,,12.649266179841929,,13.10463976231624,,565,,,14,Adult,48,Isler et al 2008,
0,Leontopithecus_rosalia,,,,,13,,485,,,4,Adult,47,Hartwig et al 2011,
0,Lepilemur_mustelinus,,,9.559909999999999,,9.90406676,,,,,5,Adult,48,Isler et al 2008,
0,Lepilemur_ruficaudatus,Lepilemur,ruficaudatus,7.4,,7.6664,,,,NA,1,NA,47,Haug 1987,
0,Lepilemur_ruficaudatus,Lepilemur,ruficaudatus,,,7.6,,915,,NA,3,NA,47,Stephan 1981,
0,Lepilemur_ruficaudatus,,,8.15,,8.4434,,,,,2,Adult,48,Isler et al 2008,
0,Lophocebus_albigena,Lophocebus,albigena,,,104,,7900,,NA,1,Adult,47,Stephan 1981,
0,Lophocebus_albigena,Lophocebus,albigena,,,89.6,,2350,,NA,1,Adult,47,Warncke 1908,
0,Lophocebus_albigena,,,94.16478902328197,,97.55472142812012,,6757.363636363636,,,21,Adult,48,Isler et al 2008,
0,Lophocebus_aterrimus,,,105.12066333333333,,108.90500721333332,,,,,6,Adult,48,Isler et al 2008,
0,Loris_lydekkerianus,,,6.343687890092794,,6.572060654136135,,136.43349999999998,,,11,Adult,48,Isler et al 2008,
0,Loris_tardigradus,Loris,tardigradus,,,5.9,,322,,F,1,Adult,47,Sherwood,
0,Loris_tardigradus,Loris,tardigradus,,,5.5,,322,,F,1,Adult,47,Sherwood,
0,Loris_tardigradus,Loris,tardigradus,,,6.6,,322,,NA,1,Adult,47,Stephan 1981,
0,Loris_tardigradus,,,5.871076,,6.082434736000001,,,,,5,Adult,48,Isler et al 2008,
0,Macaca_arctoides,Macaca,arctoides,,,101.6,12,7810,4010,M,9,Adult,47,Bronson 1981,
0,Macaca_arctoides,Macaca,arctoides,,,99.8,9.8,7450,3770,F,25,Adult,47,Bronson 1981,
0,Macaca_arctoides,Macaca,arctoides,,,80,,1105,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_arctoides,,,103.41870620979414,,107.14177963334672,,8505,,,2,Adult,48,Isler et al 2008,
0,Macaca_assamensis,Macaca,assamensis,,,90.5,,3655,,NA,1,Adult,47,Warncke 1908,
0,Macaca_assamensis,,,91.75667310416092,,95.05991333591071,,10357.333333333334,,,5,Adult,48,Isler et al 2008,
0,Macaca_fascicularis,Macaca,fascicularis,,,70,11.6,4740,1680,M,7,Adult,47,Bronson 1981,
0,Macaca_fascicularis,Macaca,fascicularis,,,61.9,7.9,3360,1150,F,36,Adult,47,Bronson 1981,
0,Macaca_fascicularis,Macaca,fascicularis,,,50.1,,907,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,59,,1110,,F,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,55,,1134,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,52,,1134,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,52.2,,1280,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,48,,1361,,F,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,84,,1770,,F,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_fascicularis,Macaca,fascicularis,,,69.7,,4310,,M,1,Adult,47,Hrdlicka 1925,
0,Macaca_fascicularis,Macaca,fascicularis,,,54,,1814,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_fascicularis,Macaca,fascicularis,,,59,,918,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,47,,1126,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,52,,1142,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,100,,1203,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,62,,1231,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,53,,1497,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,67,,1567,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,54,,1803,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,62,,2060,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,62,,2070,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,44,,420,,M,1,Juvenile,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,44,,540,,M,1,Juvenile,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,50,,582,,M,1,Juvenile,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,62,,919,,F,1,Juvenile,47,Spitzka 1903,
0,Macaca_fascicularis,Macaca,fascicularis,,,68,,4302,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,56,,4302,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,79,,4035,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,75.7,,2050,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,73.9,,1425,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,66,,1210,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,62.3,,1980,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,Macaca,fascicularis,,,53.7,,2490,,NA,1,Adult,47,Warncke 1908,
0,Macaca_fascicularis,,,64.411060388704,,66.72985856269734,,4458.247826086957,,,97,Adult,48,Isler et al 2008,
0,Macaca_fuscata,Macaca,fuscata,,,81,,942,,F,1,Juvenile,47,Spitzka 1903,
0,Macaca_fuscata,Macaca,fuscata,,,98,,5560,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_fuscata,,,95.16666666666667,,98.59266666666667,,,,,3,Adult,48,Isler et al 2008,
0,Macaca_leonina,Macaca,leonina,,,90,,2050,,NA,1,Adult,47,Warncke 1908,
0,Macaca_maura,Macaca,maura,,,95.1,,9450,,M,1,Adult,47,Sherwood,
0,Macaca_maura,Macaca,maura,,,86.1,,5110,,F,1,Adult,47,Sherwood,
0,Macaca_maura,Macaca,maura,,,89.2,,5110,,F,1,Adult,47,Sherwood,
0,Macaca_maura,Macaca,maura,,,105.5,,9450,,M,1,Adult,47,Sherwood,
0,Macaca_maura,Macaca,maura,,,96.5,,5110,,F,1,Adult,47,Sherwood,
0,Macaca_maura,Macaca,maura,,,83.3,,,,F,1,Not Adult,47,Sherwood,
0,Macaca_maura,Macaca,maura,,,191,,4860,,NA,1,Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,90.7,12.1,5210,2950,M,93,Adult,47,Bronson 1981,
0,Macaca_mulatta,Macaca,mulatta,,,85.2,8.6,4880,2350,F,132,Adult,47,Bronson 1981,
0,Macaca_mulatta,Macaca,mulatta,,,93.1,,3627,,F,7,Adult,47,Crile & Quiring 1940,
0,Macaca_mulatta,Macaca,mulatta,,,91.7,,3292,,M,4,Not Adult,47,Crile & Quiring 1940,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1390,,F,1,Juvenile,47,Crile & Quiring 1940,
0,Macaca_mulatta,Macaca,mulatta,,,53.7,,3300,,NA,1,Adult,47,Glendenning 1998,
0,Macaca_mulatta,Macaca,mulatta,88,,91.168,,,,NA,1,NA,47,Haug 1987,
0,Macaca_mulatta,Macaca,mulatta,,,83,,1208,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_mulatta,Macaca,mulatta,,,65.5,,1510,,F,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_mulatta,Macaca,mulatta,,,80.5,,1588,,F,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_mulatta,Macaca,mulatta,,,83.8,,2268,,F,1,Not Adult,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,,,78,,2040,,F,1,Adult,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,,,100,,2041,,M,1,Adult,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,,,90,,2722,,M,1,Adult,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,,,80,,2795,,F,1,Adult,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1180,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,,,73,,1390,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_mulatta,Macaca,mulatta,79.1,3.4,81.9476,3.5224,10400,900,M&F,4,Adult,47,Rilling 1999,"2males, 2 females; Age class estimated from body mass"
0,Macaca_mulatta,Macaca,mulatta,,,77,,744,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,70,,877,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,73,,895,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,75,,897,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,78,,912,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,75.5,,960,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,76,,974,,F,1,Not Adult,47,Spitzka 1903,
