pass,value,marker,note,n_files,files
B_number,Propithecus_verreauxi5,5,trailing number; base 'Propithecus verreauxi' seen in 241 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Propithecus_verreauxi6,6,trailing number; base 'Propithecus verreauxi' seen in 241 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Propithecus_verreauxi7,7,trailing number; base 'Propithecus verreauxi' seen in 241 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
C_symbol,Pteropus_giganteus*,*,symbol/superscript marker,5,Lewitus_etal_2014/Lewitus_etal_2014_TableS1.csv; Lewitus_etal_2014/Lewitus_etal_2014_TableS1_snapshot.xlsx; Lewitus_etal_2014/pbio.1002000.s013.xlsx; __Public/comparative-data/10.1371%2Fjournal.pbio.1002000_TableS1.tsv; ____EvoM1_TraitTable/glia_gyrification.xlsx
B_number,Pygathrix_nemaeus19,19,trailing number; base 'Pygathrix nemaeus' seen in 188 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Pygathrix_nemaeus43,43,trailing number; base 'Pygathrix nemaeus' seen in 188 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Rhinopithecus_roxellana110,110,trailing number; base 'Rhinopithecus roxellana' seen in 57 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Rhynchocyon cirnei12,12,trailing number; base 'Rhynchocyon cirnei' seen in 81 files,1,Baron_etal_1983/Baron_etal_1983_Table1_snapshot.xlsx
C_symbol,Rhynchocyon cirnei⁶,⁶,symbol/superscript marker,1,Stephan_etal_1982/Stephan_etal_1982_Table1_snapshot.xlsx
B_number,Saguinus midas10,10,trailing number; base 'Saguinus midas' seen in 196 files,1,Baron_etal_1983/Baron_etal_1983_Table1_snapshot.xlsx
C_symbol,Saguinus midas¹¹,¹¹,symbol/superscript marker,1,Stephan_etal_1982/Stephan_etal_1982_Table1_snapshot.xlsx
B_number,Saguinus_imperator4,4,trailing number; base 'Saguinus imperator' seen in 50 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saguinus_midas5,5,trailing number; base 'Saguinus midas' seen in 196 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saguinus_oedipus3,3,trailing number; base 'Saguinus oedipus' seen in 261 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saguinus_oedipus6,6,trailing number; base 'Saguinus oedipus' seen in 261 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saguinus_oedipus7,7,trailing number; base 'Saguinus oedipus' seen in 261 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saguinus_oedipus8,8,trailing number; base 'Saguinus oedipus' seen in 261 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
C_symbol,Saimiri sciureus (2408) ‡,‡,symbol/superscript marker,1,MacLeod_etal_2003/MacLeod_etal_2003_Table2_snapshot.csv
B_number,Saimiri_boliviensis20,20,trailing number; base 'Saimiri boliviensis' seen in 56 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_oerstedii23,23,trailing number; base 'Saimiri oerstedii' seen in 48 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_oerstedii25,25,trailing number; base 'Saimiri oerstedii' seen in 48 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus19,19,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus22,22,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus25,25,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus30,30,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus32,32,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus35,35,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus42,42,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus44,44,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus48,48,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus50,50,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Saimiri_sciureus65,65,trailing number; base 'Saimiri sciureus' seen in 449 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Semnopithecus_entellus19,19,trailing number; base 'Semnopithecus entellus' seen in 138 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Semnopithecus_entellus33,33,trailing number; base 'Semnopithecus entellus' seen in 138 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
E_ocr,"Slow loris
( Nycriceb11s coi1ca11g)",,possible OCR corruption,1,Heffner_Masterton_1983/Heffner-1983-The role of the corticospinal tra.xlsx
B_number,Social_learning_2002,2002,trailing number; base 'Social learning' seen in 9 files,4,Reader_etal_2011/Reader_etal_2011_Data.csv; Reader_etal_2011/reference_tables/Reader_etal_2011_definitions.csv; __Public/comparative-data/10.1098%2Frstb.2010.0342_Data.tsv; _keys/variable_catalog.csv
C_symbol,Stephan_etal_1981_Table*,*,symbol/superscript marker,1,__merging_volumes/volumes_select_value_flags.csv
C_symbol,Syconycteris a. australis §),§,symbol/superscript marker,7,Baron_etal_1996/Baron_etal_1996_Table10.csv; Baron_etal_1996/Baron_etal_1996_Table10_snapshot.csv; Baron_etal_1996/Baron_etal_1996_Table32.csv; Baron_etal_1996/Baron_etal_1996_Table32_snapshot.csv; Baron_etal_1996/Baron_etal_1996_taxonomy_crosswalk.csv
B_number,Symphalangus_syndactylus3,3,trailing number; base 'Symphalangus syndactylus' seen in 154 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Symphalangus_syndactylus4,4,trailing number; base 'Symphalangus syndactylus' seen in 154 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Symphalangus_syndactylus5,5,trailing number; base 'Symphalangus syndactylus' seen in 154 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Tachyglossus aculeatus 1,1,trailing number; base 'Tachyglossus aculeatus' seen in 112 files,4,Ashwell__2020/Ashwell__2020_SupplementaryTable.csv; Ashwell__2020/Ashwell__2020_SupplementaryTable_snapshot.xlsx; __Public/comparative-data/10.1016%2Fj.zool.2020.125753_SupplementaryTable.tsv; _checks/scan_species_name_markers.py
B_number,Tachyglossus aculeatus 2,2,trailing number; base 'Tachyglossus aculeatus' seen in 112 files,3,Ashwell__2020/Ashwell__2020_SupplementaryTable.csv; Ashwell__2020/Ashwell__2020_SupplementaryTable_snapshot.xlsx; __Public/comparative-data/10.1016%2Fj.zool.2020.125753_SupplementaryTable.tsv
B_number,Tachyglossus aculeatus 3,3,trailing number; base 'Tachyglossus aculeatus' seen in 112 files,3,Ashwell__2020/Ashwell__2020_SupplementaryTable.csv; Ashwell__2020/Ashwell__2020_SupplementaryTable_snapshot.xlsx; __Public/comparative-data/10.1016%2Fj.zool.2020.125753_SupplementaryTable.tsv
B_number,Tarsius_bancanus2,2,trailing number; base 'Tarsius bancanus' seen in 68 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Tarsius_syrichta2,2,trailing number; base 'Tarsius syrichta' seen in 136 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Theropithecus_gelada113,113,trailing number; base 'Theropithecus gelada' seen in 73 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Theropithecus_gelada165,165,trailing number; base 'Theropithecus gelada' seen in 73 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Theropithecus_gelada320,320,trailing number; base 'Theropithecus gelada' seen in 73 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Tool_use_2002,2002,trailing number; base 'Tool use' seen in 15 files,4,Reader_etal_2011/Reader_etal_2011_Data.csv; Reader_etal_2011/reference_tables/Reader_etal_2011_definitions.csv; __Public/comparative-data/10.1098%2Frstb.2010.0342_Data.tsv; _keys/variable_catalog.csv
B_number,Trachypithecus_cristatus28,28,trailing number; base 'Trachypithecus cristatus' seen in 54 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Trachypithecus_johnii17,17,trailing number; base 'Trachypithecus johnii' seen in 51 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Trachypithecus_johnii32,32,trailing number; base 'Trachypithecus johnii' seen in 51 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
