pass,value,marker,note,n_files,files
B_number,Papio_cynocephalus56,56,trailing number; base 'Papio cynocephalus' seen in 156 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_cynocephalus80,80,trailing number; base 'Papio cynocephalus' seen in 156 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_hamadryas14,14,trailing number; base 'Papio hamadryas' seen in 146 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_hamadryas51,51,trailing number; base 'Papio hamadryas' seen in 146 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_hamadryas68,68,trailing number; base 'Papio hamadryas' seen in 146 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_papio120,120,trailing number; base 'Papio papio' seen in 72 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_papio240,240,trailing number; base 'Papio papio' seen in 72 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_papio50,50,trailing number; base 'Papio papio' seen in 72 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus24,24,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus35,35,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus41,41,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus45,45,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus48,48,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus79,79,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Papio_ursinus8,8,trailing number; base 'Papio ursinus' seen in 74 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Perodicticus_potto1,1,trailing number; base 'Perodicticus potto' seen in 284 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius10,10,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius16,16,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius17,17,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius18,18,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius19,19,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius20,20,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius24,24,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius26,26,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius29,29,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius31,31,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius32,32,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius34,34,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius35,35,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius37,37,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius40,40,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius48,48,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius50,50,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius64,64,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius8,8,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius82,82,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Piliocolobus_badius9,9,trailing number; base 'Piliocolobus badius' seen in 166 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
C_symbol,Pipistrellus papuanus §),§,symbol/superscript marker,7,Baron_etal_1996/Baron_etal_1996_Table10.csv; Baron_etal_1996/Baron_etal_1996_Table10_snapshot.csv; Baron_etal_1996/Baron_etal_1996_Table32.csv; Baron_etal_1996/Baron_etal_1996_Table32_snapshot.csv; Baron_etal_1996/Baron_etal_1996_taxonomy_crosswalk.csv
B_number,Pithecia monachus1180,1180,trailing number; base 'Pithecia monachus' seen in 168 files,3,Smaers_etal_2011/000323671_sm_suppltables.xlsx; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1_snapshot.csv; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2_snapshot.csv
A_letter,Pongo pygmaeusa,a,glued letter; base 'Pongo pygmaeus' in 285 files vs 2,2,Barger_etal_2014/Barger-2014-Evidence for evoluti.xlsx; Barger_etal_2014/Barger_etal_2014_Table1_snapshot.xlsx
A_letter,Pongo pygmaeusb,b,glued letter; base 'Pongo pygmaeus' in 285 files vs 2,2,Barger_etal_2014/Barger-2014-Evidence for evoluti.xlsx; Barger_etal_2014/Barger_etal_2014_Table1_snapshot.xlsx
C_symbol,"Pongo pygmaeus∗,a",∗,symbol/superscript marker,2,Barger_etal_2014/Barger-2014-Evidence for evoluti.xlsx; Barger_etal_2014/Barger_etal_2014_Table1_snapshot.xlsx
B_number,Pongo_abelii2,2,trailing number; base 'Pongo abelii' seen in 75 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Pongo_pygmaeus1,1,trailing number; base 'Pongo pygmaeus' seen in 285 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Pongo_pygmaeus2,2,trailing number; base 'Pongo pygmaeus' seen in 285 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
C_symbol,Potamogale velox*),*,symbol/superscript marker,1,_checks/scan_species_name_markers.py
B_number,Presbytis_comata7,7,trailing number; base 'Presbytis comata' seen in 45 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Presbytis_melalophos14,14,trailing number; base 'Presbytis melalophos' seen in 60 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Presbytis_melalophos15,15,trailing number; base 'Presbytis melalophos' seen in 60 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Presbytis_potenziani4,4,trailing number; base 'Presbytis potenziani' seen in 41 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
C_symbol,Procavia_capensis*,*,symbol/superscript marker,5,Lewitus_etal_2014/Lewitus_etal_2014_TableS1.csv; Lewitus_etal_2014/Lewitus_etal_2014_TableS1_snapshot.xlsx; Lewitus_etal_2014/pbio.1002000.s013.xlsx; __Public/comparative-data/10.1371%2Fjournal.pbio.1002000_TableS1.tsv; ____EvoM1_TraitTable/glia_gyrification.xlsx
B_number,Procolobus badius 213,213,trailing number; base 'Procolobus badius' seen in 50 files,3,Smaers_etal_2011/000323671_sm_suppltables.xlsx; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable1_snapshot.csv; Smaers_etal_2011/Smaers_etal_2011_SupplementaryTable2_snapshot.csv
B_number,Procolobus_verus8,8,trailing number; base 'Procolobus verus' seen in 53 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
B_number,Propithecus_diadema6,6,trailing number; base 'Propithecus diadema' seen in 59 files,4,DeCasien_Higham_2019/41559_2019_969_MOESM3_ESM.xlsx; ____Brain_structure_volumes/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien Higham 2019/41559_2019_969_MOESM3_ESM.xlsx; ____Sensory_audiovisual/_incoming_Bath_archive_20260814/EXAMPLE ORGANIZATION/DeCasien etal 2017/41559_2017_BFs415590170112_MOESM250_ESM.xls
