repo,path,line,found,canonical,kind,severity,action,context,in_scope
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,91,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table7,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,MGBp,perikaryal_volume,um3,,,124,2145.3,1760,158.1,150.1,12679.2,1749.3,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,92,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table7,Armstrong_1979,primary,Pan t.,Pan troglodytes,MGBp,perikaryal_volume,um3,,,47,2063.2,1117.4,163,207.4,5752.3,1880.5,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,93,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table7,Armstrong_1979,primary,Homo s.-c,Homo sapiens,MGBp,perikaryal_volume,um3,,,150,2770.7,2087.2,170.4,97.5,10990.1,2569.3,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,94,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,LGBp,perikaryal_volume,um3,,,102,1296.3,698.8,69.2,97.5,4747.3,1168.7,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,95,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,LGBp,perikaryal_volume,um3,,,150,1405.9,625.4,51.1,238.4,3503.4,1368.9,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,96,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,LGBp,perikaryal_volume,um3,,,140,1792.2,845.3,71.4,275.8,7654.2,1682.2,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,97,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Pan t.,Pan troglodytes,LGBp,perikaryal_volume,um3,,,19,1649,620.6,142.4,650.7,2776.9,1603.5,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,98,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Homo s.-c,Homo sapiens,LGBp,perikaryal_volume,um3,,,155,2261.7,1244,99.9,117.8,7679.9,2068.6,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,99,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,LGBm,perikaryal_volume,um3,,,35,4225.7,1655.7,279.9,424.6,7994.9,4036.2,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,100,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,LGBm,perikaryal_volume,um3,,,95,2634.3,1312.6,134.7,238.4,6815.2,2607.9,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,101,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,LGBm,perikaryal_volume,um3,,,50,4275.1,2912.7,411.9,506.7,18484.5,3993.4,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,102,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table8,Armstrong_1979,primary,Homo s.-c,Homo sapiens,LGBm,perikaryal_volume,um3,,,72,6256.2,3276.9,386.2,179.1,13848.3,6338.3,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,103,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table9,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,VB,perikaryal_volume,um3,,,131,4141.8,3264.4,285.2,323.2,22939.8,3510.2,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,104,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table9,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,VB,perikaryal_volume,um3,,,155,3696.2,2956.1,237.4,179.1,13848.3,2898.1,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,105,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table9,Armstrong_1979,primary,H. lar-t,Hylobates lar,VB,perikaryal_volume,um3,,,45,4424.3,4160.2,620.2,49.1,17043.5,3286.4,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,106,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table9,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,VB,perikaryal_volume,um3,,,306,5912.6,5937.1,339.4,53.1,38871.9,3889.4,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,107,Armstrong_1979,Armstrong__1979,frozen_snapshot,P2,frozen file: value is coupled to a script filter - decide before touching,"Table9,Armstrong_1979,primary,Homo s.-c,Homo sapiens,VB,perikaryal_volume,um3,,,238,4305.9,4396.7,285,139.6,26293.7,3075.1,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.R,52,Armstrong_1979,Armstrong__1979,code_label,P2,hardcoded provenance label written into outputs - fix then rebuild,"primary_codes <- unique(snap$specimen_code[snap$source_group == ""Armstrong_1979""])",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.R,84,Armstrong_1979,Armstrong__1979,code_label,P2,hardcoded provenance label written into outputs - fix then rebuild,"filter(table == ""Table1"", source_group == ""Armstrong_1979"", structure == ""LGB"") %>%",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9.R,107,Armstrong_1979,Armstrong__1979,code_label,P2,hardcoded provenance label written into outputs - fix then rebuild,"snap %>% filter(table == ""Table1"", source_group == ""Armstrong_1979"") %>%",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,2,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,3,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,4,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,5,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,6,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,7,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table7,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,MGBp,perikaryal_volume,um3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,8,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,9,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,10,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,11,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,12,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBp,perikaryal_volume,um3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,13,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,14,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,15,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,16,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table8,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBm,perikaryal_volume,um3",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,17,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,18,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,19,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,20,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,21,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table9,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,perikaryal_volume,um3,N",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,2,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,3,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,4,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,5,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,6,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,7,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table2,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,MGBp,neuronal_density,neur",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,8,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,9,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,10,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,11,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,12,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBp,neuronal_density,neur",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,13,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,14,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,15,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,16,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,17,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table3,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBm,neuronal_density,neur",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,18,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,19,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,20,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,21,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,22,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,23,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table4,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,neuronal_density,neuron",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,24,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,25,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,26,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,27,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,28,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,29,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,30,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,31,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,32,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,33,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,34,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,35,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,36,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,37,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,38,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,39,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,40,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,41,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,2,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,3,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,4,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
PUB,Armstrong__1979/Armstrong__1979_Tables1-9_volumes.csv,5,Armstrong_1979,Armstrong__1979,data_value,P2,data cell holding a publication name,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College",yes
