Species,measure_class,Measure,Team,role,Value
Papio hamadryas,handedness,Handedness_strength_mean,Caspar,primary,0.408
Papio hamadryas,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,3
Papio hamadryas,behavioural_flexibility,Innovation_report_count,Reader,primary,6
Papio hamadryas,research_effort,Journal_search_article_count,Reader,primary,23
Papio hamadryas,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Papio hamadryas,manipulation,Tool_Manufacture,Baker,primary,0
Papio hamadryas,manipulation,Tool_use,Baker,secondary,1
Papio hamadryas,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,4
Papio hamadryas,behavioural_flexibility,Tool_use_report_count,Reader,primary,12
Papio hamadryas,manipulation,True_Tool_Use,Baker,primary,1
Papio hamadryas,research_effort,Zoological_record_article_count,Reader,primary,78
Papio hamadryas,hand_morphology,log10_dp1_mm,Baker,primary,0.970795021767227
Papio hamadryas,hand_morphology,log10_dp2_mm,Baker,primary,1.02472016796507
Papio hamadryas,hand_morphology,log10_ip2_mm,Baker,primary,1.15691507247749
Papio hamadryas,hand_morphology,log10_ip3_mm,Baker,primary,1.24769531669636
Papio hamadryas,hand_morphology,log10_ip4_mm,Baker,primary,1.23805622765196
Papio hamadryas,hand_morphology,log10_mc1_mm,Baker,primary,1.50198511251838
Papio hamadryas,hand_morphology,log10_mc2_mm,Baker,primary,1.66838591669
Papio hamadryas,hand_morphology,log10_mc3_mm,Baker,primary,1.67486114073781
Papio hamadryas,hand_morphology,log10_mc4_mm,Baker,primary,1.66866541545449
Papio hamadryas,hand_morphology,log10_mc5_mm,Baker,primary,1.69162605324364
Papio hamadryas,hand_morphology,log10_pp1_mm,Baker,primary,1.17842415346851
Papio hamadryas,hand_morphology,log10_pp2_mm,Baker,primary,1.3654300918791
Papio hamadryas,hand_morphology,log10_pp3_mm,Baker,primary,1.43067814610777
Papio hamadryas,hand_morphology,log10_pp4_mm,Baker,primary,1.43107230693574
Papio hamadryas,hand_morphology,peak_workspace,Baker,primary,-1.52287874528034
Papio hamadryas,hand_morphology,real_size,Baker,primary,1.19312459835446
Papio hamadryas,hand_morphology,relative_size,Baker,primary,-1
Papio papio,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Papio papio,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,5
Papio papio,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,4
Papio papio,behavioural_flexibility,Innovation_report_count,Reader,primary,8
Papio papio,research_effort,Journal_search_article_count,Reader,primary,10
Papio papio,behavioural_flexibility,Social_learning_report_count,Reader,primary,3
Papio papio,manipulation,Tool_Manufacture,Baker,primary,0
Papio papio,manipulation,Tool_use,Baker,secondary,1
Papio papio,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,1
Papio papio,behavioural_flexibility,Tool_use_report_count,Reader,primary,4
Papio papio,manipulation,True_Tool_Use,Baker,primary,1
Papio papio,research_effort,Zoological_record_article_count,Reader,primary,8
Papio papio,hand_morphology,log10_ip3_mm,Baker,primary,1.23146959043068
Papio papio,hand_morphology,log10_mc1_mm,Baker,primary,1.46089784275655
Papio papio,hand_morphology,log10_mc2_mm,Baker,primary,1.67833624673218
Papio papio,hand_morphology,log10_mc3_mm,Baker,primary,1.67348169707335
Papio papio,hand_morphology,log10_mc4_mm,Baker,primary,1.66332393362821
Papio papio,hand_morphology,log10_mc5_mm,Baker,primary,1.67778939106886
Papio papio,hand_morphology,log10_pp3_mm,Baker,primary,1.43136376415899
Papio ursinus,gait,Duty_Factor,Wimberly,primary,64.76190475999999
Papio ursinus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,2
Papio ursinus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,7
Papio ursinus,gait,Foot_Posture,Wimberly,primary,plantigrade
Papio ursinus,gait,Gait,Wimberly,primary,DSDC
Papio ursinus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Papio ursinus,behavioural_flexibility,Innovation_report_count,Reader,primary,4
Papio ursinus,research_effort,Journal_search_article_count,Reader,primary,13
Papio ursinus,gait,Phase,Wimberly,primary,56.90476
Papio ursinus,behavioural_flexibility,Social_learning_report_count,Reader,primary,5
Papio ursinus,manipulation,Tool_Manufacture,Baker,primary,1
Papio ursinus,manipulation,Tool_use,Baker,secondary,1
Papio ursinus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,2
Papio ursinus,behavioural_flexibility,Tool_use_report_count,Reader,primary,4
Papio ursinus,manipulation,True_Tool_Use,Baker,primary,1
Papio ursinus,research_effort,Zoological_record_article_count,Reader,primary,22
Papio ursinus,hand_morphology,log10_mc2_mm,Baker,primary,1.69019608002851
Papio ursinus,hand_morphology,log10_mc3_mm,Baker,primary,1.69438580287843
Papio ursinus,hand_morphology,log10_mc4_mm,Baker,primary,1.67440181284528
Paradoxurus hermaphroditus,gait,Duty_Factor,Wimberly,primary,74.45999999999999
Paradoxurus hermaphroditus,gait,Foot_Posture,Wimberly,primary,digitigrade
Paradoxurus hermaphroditus,gait,Gait,Wimberly,primary,LSLC
Paradoxurus hermaphroditus,gait,Phase,Wimberly,primary,24.12
Paraechinus,dexterity,Dexterity,Heffner,primary,2
Paragalago zanzibaricus,manipulation,Tool_use,Baker,secondary,0
Paragalago zanzibaricus,hand_morphology,log10_ip3_mm,Baker,primary,0.7944880466591701
Paragalago zanzibaricus,hand_morphology,log10_mc3_mm,Baker,primary,0.951337518795918
Paragalago zanzibaricus,hand_morphology,log10_pp3_mm,Baker,primary,0.93801909747621
Paralouatta varonai,manipulation,Tool_use,Baker,secondary,0
Paralouatta varonai,hand_morphology,log10_mc1_mm,Baker,primary,1.41664050733828
Paralouatta varonai,hand_morphology,log10_mc2_mm,Baker,primary,1.53019969820308
Paranthropus boisei,manipulation,Tool_use,Baker,secondary,0
Paranthropus boisei,hand_morphology,log10_mc1_mm,Baker,primary,1.66275783168157
Paranthropus boisei,hand_morphology,log10_mc3_mm,Baker,primary,1.80685802951882
Paranthropus boisei,hand_morphology,log10_mc4_mm,Baker,primary,1.73319726510657
Paranthropus boisei,hand_morphology,log10_pp3_mm,Baker,primary,1.65321251377534
Paranthropus boisei,hand_morphology,log10_pp4_mm,Baker,primary,1.61066016308988
Paranthropus boisei,hand_morphology,log10_pp5_mm,Baker,primary,1.52504480703685
Pecari tajacu,gait,Duty_Factor,Wimberly,primary,65.17137097
Pecari tajacu,gait,Foot_Posture,Wimberly,primary,unguligrade
Pecari tajacu,gait,Gait,Wimberly,primary,LSLC
Pecari tajacu,gait,Phase,Wimberly,primary,23.79032
Perodicticus potto,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Perodicticus potto,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Perodicticus potto,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Perodicticus potto,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Perodicticus potto,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Perodicticus potto,locomotion,Intermembral_index,Granatosky,primary,88
Perodicticus potto,research_effort,Journal_search_article_count,Reader,primary,1
Perodicticus potto,locomotion,Locomotor_diversity_index,Granatosky,primary,1.40937422547883
Perodicticus potto,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Perodicticus potto,manipulation,Tool_use,Baker,secondary,0
Perodicticus potto,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Perodicticus potto,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Perodicticus potto,vocalization,VocalRepertoire,Schniter,primary,5
Perodicticus potto,research_effort,Zoological_record_article_count,Reader,primary,10
Perodicticus potto,hand_morphology,log10_ip4_mm,Baker,primary,1.01003480339762
Perodicticus potto,hand_morphology,log10_mc3_mm,Baker,primary,1.16435285578444
Perodicticus potto,hand_morphology,log10_mc5_mm,Baker,primary,1.11360915107303
Perodicticus potto,hand_morphology,log10_pp3_mm,Baker,primary,1.19033169817029
Petaurista leucogenys,locomotion,Locomotor_diversity_index,Granatosky,primary,1.63042790406195
Petaurus breviceps,gait,Duty_Factor,Wimberly,primary,61.5
Petaurus breviceps,gait,Foot_Posture,Wimberly,primary,plantigrade
Petaurus breviceps,gait,Gait,Wimberly,primary,LSDC
Petaurus breviceps,gait,Phase,Wimberly,primary,45
Phaner furcifer,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Phaner furcifer,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Phaner furcifer,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Phaner furcifer,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Phaner furcifer,research_effort,Journal_search_article_count,Reader,primary,1
Phaner furcifer,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Phaner furcifer,manipulation,Tool_use,Baker,secondary,0
Phaner furcifer,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Phaner furcifer,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Phaner furcifer,research_effort,Zoological_record_article_count,Reader,primary,1
Phaner furcifer,hand_morphology,log10_ip3_mm,Baker,primary,0.82020145948564
Phaner furcifer,hand_morphology,log10_mc3_mm,Baker,primary,1.04532297878666
Phaner furcifer,hand_morphology,log10_pp3_mm,Baker,primary,1.02118929906994
Phascolarctos cinereus,gait,Duty_Factor,Wimberly,primary,69.69869844
Phascolarctos cinereus,gait,Foot_Posture,Wimberly,primary,plantigrade
Phascolarctos cinereus,gait,Gait,Wimberly,primary,LSDC
Phascolarctos cinereus,gait,Phase,Wimberly,primary,45.50568
Philander opossum,gait,Duty_Factor,Wimberly,primary,62.83527778
Philander opossum,gait,Foot_Posture,Wimberly,primary,plantigrade
Philander opossum,gait,Gait,Wimberly,primary,DSDC
Philander opossum,gait,Phase,Wimberly,primary,54.058
Phocoena phocoena,dexterity,Dexterity,Heffner,primary,1
Pierolapithecus catalaunicus,manipulation,Tool_use,Baker,secondary,0
Pierolapithecus catalaunicus,hand_morphology,log10_dp1_mm,Baker,primary,1.27415784926368
Piliocolobus badius,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Piliocolobus badius,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Piliocolobus badius,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Piliocolobus badius,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Piliocolobus badius,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Piliocolobus badius,locomotion,Intermembral_index,Granatosky,primary,79
Piliocolobus badius,research_effort,Journal_search_article_count,Reader,primary,11
Piliocolobus badius,locomotion,Locomotor_diversity_index,Granatosky,primary,1.27618355697741
Piliocolobus badius,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Piliocolobus badius,manipulation,Tool_Manufacture,Baker,primary,1
Piliocolobus badius,manipulation,Tool_use,Baker,secondary,1
Piliocolobus badius,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Piliocolobus badius,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Piliocolobus badius,manipulation,True_Tool_Use,Baker,primary,1
Piliocolobus badius,vocalization,VocalRepertoire,Schniter,primary,17
Piliocolobus badius,research_effort,Zoological_record_article_count,Reader,primary,52
Piliocolobus badius,hand_morphology,log10_ip2_mm,Baker,primary,1.15587269963883
Piliocolobus badius,hand_morphology,log10_ip3_mm,Baker,primary,1.30828907792733
Piliocolobus badius,hand_morphology,log10_ip4_mm,Baker,primary,1.29884322785227
Piliocolobus badius,hand_morphology,log10_mc1_mm,Baker,primary,1.20668250066112
Piliocolobus badius,hand_morphology,log10_mc2_mm,Baker,primary,1.5686709780099
Piliocolobus badius,hand_morphology,log10_mc3_mm,Baker,primary,1.57795112772976
Piliocolobus badius,hand_morphology,log10_mc4_mm,Baker,primary,1.54903907058317
Piliocolobus badius,hand_morphology,log10_mc5_mm,Baker,primary,1.51668838134178
Piliocolobus badius,hand_morphology,log10_pp2_mm,Baker,primary,1.37813625748592
Piliocolobus badius,hand_morphology,log10_pp3_mm,Baker,primary,1.46687742136581
Piliocolobus badius,hand_morphology,log10_pp4_mm,Baker,primary,1.46751289246993
Piliocolobus kirkii,manipulation,Tool_use,Baker,secondary,0
Piliocolobus kirkii,hand_morphology,log10_mc1_mm,Baker,primary,1.23552844690755
Piliocolobus kirkii,hand_morphology,log10_mc2_mm,Baker,primary,1.55750720190566
Piliocolobus kirkii,hand_morphology,log10_mc3_mm,Baker,primary,1.57170883180869
Piliocolobus kirkii,hand_morphology,log10_mc4_mm,Baker,primary,1.57518784492766
Piliocolobus kirkii,hand_morphology,log10_mc5_mm,Baker,primary,1.54282542695918
Piliocolobus rufomitratus,manipulation,Tool_use,Baker,secondary,0
Piliocolobus rufomitratus,hand_morphology,log10_mc1_mm,Baker,primary,1.25647720624168
Piliocolobus rufomitratus,hand_morphology,log10_mc2_mm,Baker,primary,1.60852603357719
Piliocolobus rufomitratus,hand_morphology,log10_mc3_mm,Baker,primary,1.60042832573213
Piliocolobus rufomitratus,hand_morphology,log10_mc4_mm,Baker,primary,1.59356295225897
Piliocolobus rufomitratus,hand_morphology,log10_mc5_mm,Baker,primary,1.58035466110659
Pithecia aequatorialis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Pithecia aequatorialis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Pithecia aequatorialis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Pithecia aequatorialis,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Pithecia aequatorialis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Pithecia aequatorialis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Pithecia aequatorialis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Pithecia aequatorialis,research_effort,Zoological_record_article_count,Reader,primary,0
Pithecia albicans,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Pithecia albicans,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Pithecia albicans,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Pithecia albicans,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Pithecia albicans,research_effort,Journal_search_article_count,Reader,primary,1
Pithecia albicans,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Pithecia albicans,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Pithecia albicans,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Pithecia albicans,research_effort,Zoological_record_article_count,Reader,primary,1
Pithecia irrorata,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Pithecia irrorata,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Pithecia irrorata,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Pithecia irrorata,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Pithecia irrorata,research_effort,Journal_search_article_count,Reader,primary,1
Pithecia irrorata,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Pithecia irrorata,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Pithecia irrorata,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Pithecia irrorata,research_effort,Zoological_record_article_count,Reader,primary,7
Pithecia monachus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Pithecia monachus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Pithecia monachus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Pithecia monachus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Pithecia monachus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Pithecia monachus,manipulation,Tool_use,Baker,secondary,0
Pithecia monachus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Pithecia monachus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Pithecia monachus,research_effort,Zoological_record_article_count,Reader,primary,1
Pithecia monachus,hand_morphology,log10_ip2_mm,Baker,primary,0.968030214185169
Pithecia monachus,hand_morphology,log10_ip3_mm,Baker,primary,1.17261439739597
Pithecia monachus,hand_morphology,log10_ip4_mm,Baker,primary,1.12128274650396
Pithecia monachus,hand_morphology,log10_mc1_mm,Baker,primary,1.20065631876379
Pithecia monachus,hand_morphology,log10_mc2_mm,Baker,primary,1.25629897203047
Pithecia monachus,hand_morphology,log10_mc3_mm,Baker,primary,1.32143738546455
Pithecia monachus,hand_morphology,log10_mc4_mm,Baker,primary,1.32896745687304
Pithecia monachus,hand_morphology,log10_mc5_mm,Baker,primary,1.27626729251348
Pithecia monachus,hand_morphology,log10_pp1_mm,Baker,primary,1.04047694103668
Pithecia monachus,hand_morphology,log10_pp2_mm,Baker,primary,1.19961150071981
Pithecia monachus,hand_morphology,log10_pp3_mm,Baker,primary,1.30932389515277
Pithecia monachus,hand_morphology,log10_pp4_mm,Baker,primary,1.27802646773925
Pithecia pithecia,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pithecia pithecia,gait,Duty_Factor,Wimberly,primary,65.78083963
Pithecia pithecia,manipulation,Extractive_foraging,Heldstab,primary,0
Pithecia pithecia,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Pithecia pithecia,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Pithecia pithecia,gait,Foot_Posture,Wimberly,primary,plantigrade
Pithecia pithecia,gait,Gait,Wimberly,primary,LSDC
Pithecia pithecia,handedness,Handedness_index_mean,Caspar,primary,-0.385
Pithecia pithecia,handedness,Handedness_strength_mean,Caspar,primary,0.9340000000000001
Pithecia pithecia,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Pithecia pithecia,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Pithecia pithecia,locomotion,Intermembral_index,Granatosky,primary,75
Pithecia pithecia,research_effort,Journal_search_article_count,Reader,primary,10
Pithecia pithecia,locomotion,Locomotor_diversity_index,Granatosky,primary,0.746032664714785
Pithecia pithecia,manipulation,Manipulation_complexity,Heldstab,primary,1.86
Pithecia pithecia,gait,Phase,Wimberly,primary,28.91843349
Pithecia pithecia,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Pithecia pithecia,manipulation,Tool_use,Baker,secondary,0
Pithecia pithecia,manipulation,Tool_use,Heldstab,primary,0
Pithecia pithecia,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Pithecia pithecia,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Pithecia pithecia,research_effort,Zoological_record_article_count,Reader,primary,28
Pithecia pithecia,hand_morphology,log10_ip2_mm,Baker,primary,1.04381436819536
Pithecia pithecia,hand_morphology,log10_ip3_mm,Baker,primary,1.22877960089223
Pithecia pithecia,hand_morphology,log10_ip4_mm,Baker,primary,1.21383885322214
Pithecia pithecia,hand_morphology,log10_mc1_mm,Baker,primary,1.18845669594487
Pithecia pithecia,hand_morphology,log10_mc2_mm,Baker,primary,1.25536144951748
Pithecia pithecia,hand_morphology,log10_mc3_mm,Baker,primary,1.34379441611951
Pithecia pithecia,hand_morphology,log10_mc4_mm,Baker,primary,1.35098686542142
Pithecia pithecia,hand_morphology,log10_mc5_mm,Baker,primary,1.28916420108846
Pithecia pithecia,hand_morphology,log10_pp1_mm,Baker,primary,1.06376331586058
Pithecia pithecia,hand_morphology,log10_pp2_mm,Baker,primary,1.22399877744317
Pithecia pithecia,hand_morphology,log10_pp3_mm,Baker,primary,1.3234921774003
Pithecia pithecia,hand_morphology,log10_pp4_mm,Baker,primary,1.32670998209922
Plecturocebus donacophilus,manipulation,Tool_use,Baker,secondary,0
Plecturocebus donacophilus,hand_morphology,log10_ip3_mm,Baker,primary,1.02530586526477
Plecturocebus donacophilus,hand_morphology,log10_mc1_mm,Baker,primary,1.02530586526477
Plecturocebus donacophilus,hand_morphology,log10_mc5_mm,Baker,primary,1.09342168516224
Plecturocebus donacophilus,hand_morphology,log10_pp3_mm,Baker,primary,1.19451434188247
Plecturocebus moloch,manipulation,Tool_use,Baker,secondary,0
Plecturocebus moloch,hand_morphology,log10_ip3_mm,Baker,primary,1.02118929906994
Plecturocebus moloch,hand_morphology,log10_mc3_mm,Baker,primary,1.20411998265592
Plecturocebus moloch,hand_morphology,log10_pp3_mm,Baker,primary,1.19312459835446
Plesiadapis cookei,manipulation,Tool_use,Baker,secondary,0
Plesiadapis cookei,hand_morphology,log10_mc1_mm,Baker,primary,1.05690485133647
Plesiadapis insignis,manipulation,Tool_use,Baker,secondary,0
Plesiadapis insignis,hand_morphology,log10_ip3_mm,Baker,primary,0.89209460269048
Plesiadapis insignis,hand_morphology,log10_mc3_mm,Baker,primary,1.06818586174616
Plesiadapis insignis,hand_morphology,log10_pp3_mm,Baker,primary,0.934498451243568
Plesiadapis tricuspidens,manipulation,Tool_use,Baker,secondary,0
Plesiadapis tricuspidens,hand_morphology,log10_mc3_mm,Baker,primary,1.32428245529769
Plesiadapis tricuspidens,hand_morphology,log10_mc4_mm,Baker,primary,1.39269695325967
Plesiadapis tricuspidens,hand_morphology,log10_mc5_mm,Baker,primary,1.15986784709257
Pongo pygmaeus,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pongo pygmaeus,dexterity,Dexterity,Heffner,primary,6
Pongo pygmaeus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,5
Pongo pygmaeus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,22
Pongo pygmaeus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Pongo pygmaeus,behavioural_flexibility,Innovation_report_count,Reader,primary,53
Pongo pygmaeus,locomotion,Intermembral_index,Granatosky,primary,139
Pongo pygmaeus,research_effort,Journal_search_article_count,Reader,primary,47
Pongo pygmaeus,locomotion,Locomotor_diversity_index,Granatosky,primary,1.38150120846112
Pongo pygmaeus,behavioural_flexibility,Social_learning_report_count,Reader,primary,86
Pongo pygmaeus,manipulation,Tool_Manufacture,Baker,primary,1
Pongo pygmaeus,manipulation,Tool_use,Baker,secondary,1
Pongo pygmaeus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,60
Pongo pygmaeus,behavioural_flexibility,Tool_use_report_count,Reader,primary,114
Pongo pygmaeus,manipulation,True_Tool_Use,Baker,primary,1
Pongo pygmaeus,vocalization,VocalRepertoire,ManyPrimates,secondary,23
Pongo pygmaeus,vocalization,VocalRepertoire,Schniter,primary,10
Pongo pygmaeus,research_effort,Zoological_record_article_count,Reader,primary,321
Pongo pygmaeus,hand_morphology,log10_dp1_mm,Baker,primary,1.182129214053
Pongo pygmaeus,hand_morphology,log10_dp2_mm,Baker,primary,1.21537315278342
Pongo pygmaeus,hand_morphology,log10_ip2_mm,Baker,primary,1.51454775266029
Pongo pygmaeus,hand_morphology,log10_ip3_mm,Baker,primary,1.67498776643501
Pongo pygmaeus,hand_morphology,log10_ip4_mm,Baker,primary,1.65377191068474
Pongo pygmaeus,hand_morphology,log10_mc1_mm,Baker,primary,1.66086547800387
Pongo pygmaeus,hand_morphology,log10_mc2_mm,Baker,primary,1.98766626492627
Pongo pygmaeus,hand_morphology,log10_mc3_mm,Baker,primary,1.97977593272969
Pongo pygmaeus,hand_morphology,log10_mc4_mm,Baker,primary,1.96731391828708
Pongo pygmaeus,hand_morphology,log10_mc5_mm,Baker,primary,1.93145787068901
Pongo pygmaeus,hand_morphology,log10_pp1_mm,Baker,primary,1.38731862468566
Pongo pygmaeus,hand_morphology,log10_pp2_mm,Baker,primary,1.76484835719341
Pongo pygmaeus,hand_morphology,log10_pp3_mm,Baker,primary,1.86209229269649
Pongo pygmaeus,hand_morphology,log10_pp4_mm,Baker,primary,1.84011864613901
Pongo pygmaeus,hand_morphology,peak_workspace,Baker,primary,-1.65757731917779
Pongo pygmaeus,hand_morphology,real_size,Baker,primary,1.57403126772772
Pongo pygmaeus,hand_morphology,relative_size,Baker,primary,-0.853871964321762
Pongo sp.,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Pongo sp.,manipulation,Extractive_foraging,Heldstab,primary,1
Pongo sp.,handedness,Handedness_index_mean,Caspar,primary,-0.225
Pongo sp.,handedness,Handedness_strength_mean,Caspar,primary,0.487
Pongo sp.,locomotion,Intermembral_index,Granatosky,primary,139
Pongo sp.,locomotion,Locomotor_diversity_index,Granatosky,primary,2.03067787197455
Pongo sp.,manipulation,Manipulation_complexity,Heldstab,primary,3.89
Pongo sp.,manipulation,Tool_Manufacture,Baker,primary,1
Pongo sp.,manipulation,Tool_use,Baker,secondary,1
Pongo sp.,manipulation,Tool_use,Heldstab,primary,1
Pongo sp.,manipulation,True_Tool_Use,Baker,primary,1
Pongo sp.,vocalization,VocalRepertoire,ManyPrimates,secondary,17
Pongo sp.,hand_morphology,log10_dp1_mm,Baker,primary,1.21817431823764
Pongo sp.,hand_morphology,log10_ip3_mm,Baker,primary,1.67904158435619
Pongo sp.,hand_morphology,log10_ip4_mm,Baker,primary,1.68057344885365
Pongo sp.,hand_morphology,log10_mc1_mm,Baker,primary,1.66903780088516
Pongo sp.,hand_morphology,log10_mc4_mm,Baker,primary,1.97969250863071
Pongo sp.,hand_morphology,log10_mc5_mm,Baker,primary,1.92766543928285
Pongo sp.,hand_morphology,log10_pp1_mm,Baker,primary,1.45429211630417
Pongo sp.,hand_morphology,log10_pp3_mm,Baker,primary,1.86042785130777
Pongo sp.,hand_morphology,log10_pp4_mm,Baker,primary,1.86376882402947
Potorous apicalis,dexterity,Dexterity,Heffner,primary,2
Potorous tridactylus,dexterity,Dexterity,Iwaniuk,secondary,2
Potos flavus,dexterity,Dexterity,Heffner,primary,3
Potos flavus,dexterity,Dexterity,Iwaniuk,secondary,3
Potos flavus,gait,Duty_Factor,Wimberly,primary,51.15862271
Potos flavus,gait,Foot_Posture,Wimberly,primary,plantigrade
Potos flavus,gait,Gait,Wimberly,primary,DSDC
Potos flavus,gait,Phase,Wimberly,primary,58.32665589
Presbytis comata,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis comata,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis comata,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis comata,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis comata,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis comata,manipulation,Tool_use,Baker,secondary,0
Presbytis comata,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis comata,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis comata,research_effort,Zoological_record_article_count,Reader,primary,11
Presbytis comata,hand_morphology,log10_mc1_mm,Baker,primary,1.32325210017169
Presbytis comata,hand_morphology,log10_mc2_mm,Baker,primary,1.5705429398819
Presbytis comata,hand_morphology,log10_mc3_mm,Baker,primary,1.5854607295085
Presbytis comata,hand_morphology,log10_mc4_mm,Baker,primary,1.60097289568675
Presbytis comata,hand_morphology,log10_mc5_mm,Baker,primary,1.5792117802315
Presbytis frontata,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Presbytis frontata,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Presbytis frontata,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Presbytis frontata,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Presbytis frontata,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Presbytis frontata,manipulation,Tool_use,Baker,secondary,0
Presbytis frontata,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Presbytis frontata,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Presbytis frontata,research_effort,Zoological_record_article_count,Reader,primary,1
