Genus;Species;Location;Subject;Sex;Age;#insertions;Notes on insertions;#bouts;HI;AbsHI;z-score;Category;References;General notes;Clade
Sapajus;flavius;Zoo Dois Irmaos, Recife;Alfa;m;adult;NA;# insertions ? # bouts;36;-1;1;-6;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;ZooRio, Rio de Janeiro;Pitizento;m;juvenile;NA;# insertions ? # bouts;56;0.035714286;0.035714286;0.267261242;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoobotanico de Salvador;Magricelo;m;juvenile;NA;# insertions ? # bouts;44;-0.590909091;0.590909091;-3.91964748;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoo Dois Irmaos, Recife;Lorinho;m;juvenile;NA;# insertions ? # bouts;41;-1;1;-6.403124237;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Sao Paulo;Peludinho;m;adult;38;NA;32;0.053;0.05;0.324442842;ambipreferent;this study;;Platyrrhini
Sapajus;flavius;Sao Paulo;Gisele;f;adult;83;NA;19;-1;1;-9.110433579;left;this study;;Platyrrhini
Sapajus;flavius;Sao Paulo;Gordinho;m;adult;45;NA;8;-1;1;-6.708203932;left;this study;;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Rabo amarelo;f;adult;NA;# insertions ? # bouts;50;0.68;0.68;4.808326112;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Mae louca;f;adult;NA;# insertions ? # bouts;109;0.853211009;0.853211009;8.907784453;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Centro de Primatologia do Rio de Janeiro;Simpatica;f;adult;NA;# insertions ? # bouts;49;-1;1;-7;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Centro de Primatologia do Rio de Janeiro;Mamae;f;adult;NA;# insertions ? # bouts;86;1;1;9.273618495;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Zoobotanico de Salvador;Mamae;f;adult;NA;# insertions ? # bouts;53;0.773584906;0.773584906;5.631783122;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Centro Nacional de Primatas, Belem;Guapi;f;adult;NA;# insertions ? # bouts;34;0.117647059;0.117647059;0.685994341;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Pigmentado;f;juvenile;NA;# insertions ? # bouts;38;-1;1;-6.164414003;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Cabeca torta;m;adult;NA;# insertions ? # bouts;33;0.575757576;0.575757576;3.307475463;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Alfa;m;adult;NA;# insertions ? # bouts;33;-0.939393939;0.939393939;-5.396407335;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Alfa;m;adult;NA;# insertions ? # bouts;35;0.885714286;0.885714286;5.239956379;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Ceguinho;m;adult;NA;# insertions ? # bouts;37;-0.405405405;0.405405405;-2.46598481;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Costela Branca;m;adult;NA;# insertions ? # bouts;42;0.80952381;0.80952381;5.246313899;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;ZooRio, Rio de Janeiro;Beta;m;adult;NA;# insertions ? # bouts;43;-0.534883721;0.534883721;-3.507467118;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Centro de Primatologia do Rio de Janeiro;Barba_castanha;m;adult;NA;# insertions ? # bouts;75;-0.36;0.36;-3.117691454;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Zoobotanico de Salvador;Escurinho;m;adult;NA;# insertions ? # bouts;36;0.888888889;0.888888889;5.333333333;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Zoobotanico de Salvador;Sósia;m;adult;NA;# insertions ? # bouts;44;0.863636364;0.863636364;5.728715547;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Zoobotanico de Salvador;Carlinhos;m;adult;NA;# insertions ? # bouts;48;-1;1;-6.92820323;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Zoobotanico de Salvador;Preto;NA;juvenile;NA;# insertions ? # bouts;44;0.045454545;0.045454545;0.301511345;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;xanthosternos;Apeldoorn;Xena;f;adult;41;NA;17;0.854;0.85;5.466081666;right;this study;;Platyrrhini
Sapajus;xanthosternos;Apeldoorn;Xomas;m;adult;100;NA;79;0.18;0.18;1.8;ambipreferent;this study;;Platyrrhini
Sapajus;xanthosternos;Apeldoorn;Xantha;f;adult;60;NA;30;-0.667;0.67;-5.163977795;left;this study;;Platyrrhini
Sapajus;xanthosternos;Apeldoorn;Xuxa;f;adult;32;NA;23;0.5;0.5;2.828427125;right;this study;;Platyrrhini
Sapajus;xanthosternos;Apeldoorn;David;m;adult;31;NA;13;-0.677;0.68;-3.771711343;left;this study;;Platyrrhini
Sapajus;xanthosternos;Magdeburg;Kobold;m;adult;31;NA;14;1;1;5.567764363;right;this study;;Platyrrhini
Sapajus;xanthosternos;Magdeburg;Alberto;m;adult;39;NA;27;-0.641;0.64;-4.003203845;left;this study;;Platyrrhini
Sapajus;xanthosternos;Münster;Cassy;f;adult;42;NA;13;-1;1;-6.480740698;left;this study;;Platyrrhini
Sapajus;xanthosternos;Münster;Cuco;m;adult;59;NA;29;0.051;0.05;0.390566733;ambipreferent;this study;;Platyrrhini
Sapajus;xanthosternos;Münster;Paolo;m;adult;49;NA;30;0.878;0.88;6.142857143;right;this study;;Platyrrhini
Sapajus;xanthosternos;Münster;Ricardo;m;juvenile;54;NA;25;-0.519;0.52;-3.810317378;left;this study;;Platyrrhini
Sapajus;xanthosternos;Münster;Spencer;m;juvenile;50;NA;28;-0.32;0.32;-2.2627417;left;this study;;Platyrrhini
Sapajus;xanthosternos;Münster;Freeda;f;adult;36;NA;15;0.278;0.28;1.666666667;ambipreferent;this study;;Platyrrhini
Sapajus;xanthosternos;Overloon;Toto;m;adult;43;NA;7;1;1;6.557438524;right;this study;;Platyrrhini
Sapajus;xanthosternos;Overloon;Pequeno;m;adult;37;NA;10;0.784;0.78;4.767570632;right;this study;;Platyrrhini
Sapajus;xanthosternos;Overloon;Caico;m;adult;30;NA;14;-0.933;0.93;-5.112077203;left;this study;;Platyrrhini
Semnopithecus;entellus;Apeldoorn;Conti;f;adult;53;NA;13;0.17;0.17;1.236245076;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Apeldoorn;Shanti;m;adult;41;NA;9;-0.756;0.76;-4.841386619;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Apeldoorn;Sarabori;f;adult;71;NA;20;0.437;0.44;3.67902314;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Apeldoorn;Kumar;m;juvenile;38;NA;19;-0.632;0.63;-3.893314107;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Apeldoorn;Maroeti;m;adult;54;NA;11;0.63;0.63;4.626813959;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Apeldoorn;Manju;f;adult;56;NA;16;-0.714;0.71;-5.345224838;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;Hector;m;adult;57;NA;23;-0.544;0.54;-4.106050307;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;female_1;f;adult;38;NA;8;-0.737;0.74;-4.542199792;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;female_2;f;adult;59;NA;24;0.254;0.25;1.952833665;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;male_1;m;adult;76;NA;31;0.237;0.24;2.064741605;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;female_3;f;adult;86;NA;43;-0.372;0.37;-3.450648743;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;male_2;m;juvenile;88;NA;18;-1;1;-9.38083152;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Heidelberg;female_4;f;juvenile;64;NA;31;0.125;0.13;1;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Gelsenkirchen;Dahra;f;adult;73;NA;23;-0.178;0.18;-1.521534914;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Gelsenkirchen;Benita;f;adult;34;NA;7;-0.824;0.82;-4.801960384;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Gelsenkirchen;Naresh;m;adult;34;NA;10;0.471;0.47;2.743977362;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Gelsenkirchen;Aloki;f;adult;38;NA;18;-0.474;0.47;-2.91998558;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Gelsenkirchen;Malina;f;adult;54;NA;17;0.148;0.15;1.088662108;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Berlin (Zoo);Delhi;m;adult;119;NA;12;-0.882;0.88;-9.625334219;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Berlin (Zoo);Sally;f;adult;48;NA;18;-0.75;0.75;-5.196152423;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Berlin (Zoo);Lomela;f;adult;103;NA;37;-0.728;0.73;-7.389969586;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Berlin (Zoo);Elena;f;adult;55;NA;20;0.455;0.45;3.370999312;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Berlin (Zoo);Corinna;f;juvenile;30;NA;26;0.2;0.2;1.095445115;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;female 1;f;adult;69;NA;9;1;1;8.306623863;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;female 2;f;adult;43;NA;8;-0.674;0.67;-4.42245854;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;Anjali;f;juvenile;32;NA;7;0.063;0.06;0.353553391;ambipreferent;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;Isha;f;adult;104;NA;16;0.712;0.71;7.256297;right;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;Lisa;f;adult;102;NA;12;-0.922;0.92;-9.307386904;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;Niala;f;juvenile;93;NA;20;-0.978;0.98;-9.436260422;left;this study;;Cercopithecoidea
Semnopithecus;entellus;Hanover;Kochi;m;adult;72;NA;8;0.75;0.75;6.363961031;right;this study;;Cercopithecoidea
Symphalangus;syndactylus;Chiba;Heart;f;adult;66;NA;11;0.08;0.084745763;0.65;ambipreferent;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Japan Monkey Center, Inuyama;Ichigo;f;adult;249;NA;65;-0.41;0.40562249;-6.4;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Sasebo;Kuro;f;adult;255;NA;75;0.02;0.02189781;0.26;ambipreferent;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Kitakyushu;Kuromi;f;adult;182;NA;67;0.76;0.7625;9.64;right;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Kitakyushu;Matsu;f;adult;238;NA;62;0.23;0.232323232;2.31;right;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;?;Matsu Nag;f;adult;105;NA;19;-1;1;-3.87;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Osaka;Nana;f;adult;331;NA;128;-0.45;0.450151057;-8.19;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Osaka;Ichi;f;juvenile;134;NA;53;0.06;0.057692308;0.59;ambipreferent;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Japan Monkey Center, Inuyama;Kiwi;f;juvenile;67;NA;19;-0.04;0.044776119;-0.37;ambipreferent;Morino et al. 2017;"Sitting condition, classified as ""subadult"" by Morino et al. 2017";Hominoidea
Symphalangus;syndactylus;Chiba;Brave;m;adult;92;NA;39;-0.07;0.073170732;-0.66;ambipreferent;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Kitakyushu;Chan;m;adult;119;NA;26;-0.86;0.858585859;-8.54;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Sasebo;Curly;m;adult;224;NA;48;-0.26;0.257731959;-3.59;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Japan Monkey Center, Inuyama;Jack;m;adult;98;NA;19;-0.28;0.283950617;-2.56;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;?;Keiji;m;adult;52;NA;6;-1;1;-7.21;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Osaka;Lemon;m;adult;299;NA;56;-0.5;0.498181818;-8.26;left;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Duisburg;Jupp;m;adult;33;NA;18;0.939;0.939;5.396;right;Caspar et al. 2018;;Hominoidea
Symphalangus;syndactylus;Sasebo;Wataru;m;juvenile;112;NA;43;-0.03;0.027027027;-0.23;ambipreferent;Morino et al. 2017;Sitting condition;Hominoidea
Symphalangus;syndactylus;Arnhem;Anak;m;juvenile;32;NA;11;-0.188;0.19;-1.060660172;ambipreferent;this study;;Hominoidea
Symphalangus;syndactylus;Doué la Fontaine;Otto;m;adult;42;NA;7;1;1;6.480740698;right;this study;;Hominoidea
Symphalangus;syndactylus;Doué la Fontaine;Django;m;juvenile;52;NA;24;0.077;0.08;0.554700196;ambipreferent;this study;;Hominoidea
Symphalangus;syndactylus;Doué la Fontaine;Pygmy;f;adult;84;NA;10;0.452;0.45;4.146139914;right;this study;;Hominoidea
Symphalangus;syndactylus;Hodenhagen;Erna;f;adult;40;NA;6;-1;1;-6.32455532;left;this study;;Hominoidea
Symphalangus;syndactylus;Hodenhagen;Josie;f;juvenile;62;NA;9;1;1;7.874007874;right;this study;;Hominoidea
Symphalangus;syndactylus;Bekesbourne;Tiku;m;adult;104;NA;10;0.923;0.92;9.413574487;right;this study;;Hominoidea
Symphalangus;syndactylus;Bekesbourne;Kali;f;adult;58;NA;9;-0.241;0.24;-1.83829006;ambipreferent;this study;;Hominoidea
Symphalangus;syndactylus;Osnabrück;Josef;m;adult;52;NA;12;0.577;0.58;4.160251472;right;this study;;Hominoidea
Symphalangus;syndactylus;Osnabrück;Nici;f;adult;32;NA;13;-1;1;-5.656854249;left;this study;;Hominoidea
Symphalangus;syndactylus;Dortmund;Gillette;f;juvenile;40;NA;9;0.6;0.6;3.794733192;right;this study;;Hominoidea
Symphalangus;syndactylus;Munich;Youki;f;adult;31;NA;11;-0.161;0.16;-0.89802651;ambipreferent;this study;;Hominoidea
Symphalangus;syndactylus;Berlin (Zoo);Jogi;m;juvenile;42;NA;21;-0.524;0.52;-3.394673699;left;this study;;Hominoidea
Symphalangus;syndactylus;Berlin (Zoo);Julio;m;adult;35;NA;27;-0.2;0.2;-1.183215957;ambipreferent;this study;;Hominoidea
Theropithecus;gelada;Rheine;female_1;f;adult;48;NA;40;0.25;0.25;1.732050808;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_2;f;adult;44;NA;37;0.227;0.23;1.507556723;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_3;f;adult;76;NA;58;-0.132;0.13;-1.147078669;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;male_1;m;juvenile;50;NA;43;-0.32;0.32;-2.2627417;left;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_4;f;adult;39;NA;25;-0.436;0.44;-2.722178615;left;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_5;f;adult;40;NA;29;0.15;0.15;0.948683298;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_6;f;adult;93;NA;44;0.161;0.16;1.555427542;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_7;f;adult;46;NA;34;0.261;0.26;1.769303474;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;male_2;m;adult;31;NA;22;0.871;0.87;4.849343155;right;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_8;m;adult;47;NA;32;0.149;0.15;1.02105494;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_9;m;adult;57;NA;18;-0.439;0.44;-3.311330893;left;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_10;m;adult;99;NA;64;0.212;0.21;2.110579412;right;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_11;f;juvenile;41;NA;29;-0.171;0.17;-1.093216333;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_12;f;adult;63;NA;48;-0.111;0.11;-0.881917104;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_13;f;juvenile;37;NA;22;0.027;0.03;0.164398987;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_14;f;adult;45;NA;26;0.111;0.11;0.745355992;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;male_3;m;juvenile;30;NA;14;0.6;0.6;3.286335345;right;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;male_4;m;adult;34;NA;20;-0.471;0.47;-2.743977362;left;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;male_5;m;adult;38;NA;24;-0.053;0.05;-0.324442842;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_15;f;adult;48;NA;37;0.125;0.13;0.866025404;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;male_6;m;adult;37;NA;23;0.243;0.24;1.479590886;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_16;f;juvenile;34;NA;24;-0.353;0.35;-2.057983022;left;this study;;Cercopithecoidea
Theropithecus;gelada;Rheine;female_17;f;adult;34;NA;10;0.882;0.88;5.144957554;right;this study;;Cercopithecoidea
Theropithecus;gelada;Bekesbourne;Lee;m;adult;71;NA;29;0.155;0.15;1.305459824;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Bekesbourne;Amber;f;juvenile;82;NA;45;-0.293;0.29;-2.650356626;left;this study;;Cercopithecoidea
Theropithecus;gelada;Bekesbourne;Akobo;m;juvenile;146;NA;36;0.507;0.51;6.124283576;right;this study;;Cercopithecoidea
Theropithecus;gelada;Magdeburg;male_7;m;adult;60;NA;20;0.233;0.23;1.807392228;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Magdeburg;Hichile;m;adult;37;NA;24;-0.243;0.24;-1.479590886;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Magdeburg;Yooku;m;adult;30;NA;26;-0.067;0.07;-0.365148372;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Magdeburg;Elimu;m;adult;50;NA;33;0.44;0.44;3.111269837;right;this study;;Cercopithecoidea
Theropithecus;gelada;Magdeburg;male_8;m;adult;32;NA;15;-0.25;0.25;-1.414213562;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Stuttgart;Sina;f;adult;30;NA;24;0.067;0.07;0.365148372;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Berlin (Tierpark);female_18;f;adult;37;NA;34;-0.189;0.19;-1.150792911;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Berlin (Tierpark);female_19;f;adult;80;NA;62;-0.1;0.1;-0.894427191;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Berlin (Tierpark);female_20;f;adult;33;NA;28;0.152;0.15;0.87038828;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Berlin (Tierpark);female_21;f;adult;51;NA;33;-0.098;0.1;-0.700140042;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Berlin (Tierpark);male_9;m;adult;30;NA;23;0.067;0.07;0.365148372;ambipreferent;this study;;Cercopithecoidea
Theropithecus;gelada;Berlin (Tierpark);female_22;f;adult;36;NA;26;-0.167;0.17;-1;ambipreferent;this study;;Cercopithecoidea
Trachypithecus;auratus;Tabanan;Lulu;f;adult;70;NA;17;0.914;0.91;7.6494631;right;this study;;Cercopithecoidea
Trachypithecus;auratus;Tabanan;Cuttail;f;adult;95;NA;17;-1;1;-9.746794345;left;this study;;Cercopithecoidea
Trachypithecus;auratus;Stuttgart;Nibori;f;juvenile;73;NA;16;-1;1;-8.544003745;left;this study;;Cercopithecoidea
Trachypithecus;auratus;Stuttgart;Amoli;f;adult;38;NA;25;-1;1;-6.164414003;left;this study;;Cercopithecoidea
Trachypithecus;auratus;Stuttgart;Malana;f;juvenile;49;NA;18;1;1;7;right;this study;;Cercopithecoidea
Trachypithecus;auratus;Stuttgart;Akito;m;juvenile;41;NA;11;1;1;6.403124237;right;this study;;Cercopithecoidea
Trachypithecus;auratus;Stuttgart;Jaree;f;juvenile;67;NA;23;-1;1;-8.185352772;left;this study;;Cercopithecoidea
Trachypithecus;auratus;Stuttgart;Thumbi;m;infant;52;NA;26;-0.962;0.96;-6.933752453;left;this study;;Cercopithecoidea
Trachypithecus;hatinhensis;Endangered Primate Rescue Center, Cuc Phuong National Park;Uli;f;adult;462;NA;150;-0.94;0.94;-40.38;left;Cubí & Llorente, 2021;;Cercopithecoidea
Trachypithecus;hatinhensis;Endangered Primate Rescue Center, Cuc Phuong National Park;Katie;f;adult;148;NA;34;-0.92;0.92;-22.36;left;Cubí & Llorente, 2021;;Cercopithecoidea
Trachypithecus;hatinhensis;Endangered Primate Rescue Center, Cuc Phuong National Park;Cuc;f;adult;955;NA;216;-0.75;0.75;-46.53;left;Cubí & Llorente, 2021;;Cercopithecoidea
Trachypithecus;hatinhensis;Endangered Primate Rescue Center, Cuc Phuong National Park;Hanh;f;adult;454;NA;71;-0.9;0.9;-38.49;left;Cubí & Llorente, 2021;;Cercopithecoidea
