Genus;Species;Location;Subject;Sex;Age;#insertions;Notes on insertions;#bouts;HI;AbsHI;z-score;Category;References;General notes;Clade
Gorilla;gorilla;see Hopkins et al., 2011;lulu;f;adult;NA;# insertions > 30;NA;0.85;0.85;4.43;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;mumbah;f;adult;NA;# insertions > 30;NA;0.69;0.69;4.621207153;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;pongi;f;adult;NA;# insertions > 30;NA;0;0;0;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Femelle;f;adult;NA;# insertions > 30;NA;-0.826086957;0.826086957;-5.602794334;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Ngajji;f;adult;NA;# insertions > 30;NA;-0.58490566;0.58490566;-4.258177482;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Bahati;f;juvenile;NA;# insertions > 30;NA;-0.041666667;0.041666667;-0.288675135;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Bengati;f;juvenile;NA;# insertions > 30;NA;1;1;3.605551275;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kashata;f;juvenile;NA;# insertions > 30;NA;0.56;0.56;6.85857128;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Madini;f;juvenile;NA;# insertions > 30;NA;-0.365853659;0.365853659;-3.312945782;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Makari;f;juvenile;NA;# insertions > 30;NA;-0.078651685;0.078651685;-0.741998516;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;MiaMoja;f;juvenile;NA;# insertions > 30;NA;-0.004444444;0.004444444;-0.066666667;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Mumbali;f;juvenile;NA;# insertions > 30;NA;-0.873417722;0.873417722;-7.763106516;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Olympia;f;juvenile;NA;# insertions > 30;NA;0.383333333;0.383333333;4.199206274;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Rollie;f;juvenile;NA;# insertions > 30;NA;-1;1;-9.797958971;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Sukari;f;juvenile;NA;# insertions > 30;NA;0.632653061;0.632653061;4.428571429;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Tabibu;f;juvenile;NA;# insertions > 30;NA;-0.247524752;0.247524752;-2.487592976;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kigali;f;juvenile;NA;# insertions > 30;NA;-0.658536585;0.658536585;-4.216691571;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;johari;f;juvenile;NA;# insertions > 30;NA;0.34;0.34;3.4;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;shalia;f;juvenile;NA;# insertions > 30;NA;0.75;0.75;7.4;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Lily;f;juvenile;NA;# insertions > 30;NA;1;1;2.645751311;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Susie;f;juvenile;NA;# insertions > 30;NA;0.709677419;0.709677419;5.588005588;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Sydney;f;juvenile;NA;# insertions > 30;NA;0.046875;0.046875;0.530330086;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;dotty;f;juvenile;NA;# insertions > 30;NA;0.21;0.21;1.3;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;kambera;f;juvenile;NA;# insertions > 30;NA;0.71;0.71;3.78;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Carlos;m;adult;NA;# insertions > 30;NA;0.982300885;0.982300885;10.44200164;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Frank;m;adult;NA;# insertions > 30;NA;0.333333333;0.333333333;2.886751346;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Ivan;m;adult;NA;# insertions > 30;NA;-1;1;-5.744562647;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Ozzie;m;adult;NA;# insertions > 30;NA;-0.466666667;0.466666667;-3.614784456;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Baraka;m;adult;NA;# insertions > 30;NA;0.676470588;0.676470588;5.578319376;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;charles;m;adult;NA;# insertions > 30;NA;0.53;0.53;5.2;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Jojo;m;adult;NA;# insertions > 30;NA;-0.230769231;0.230769231;-1.664100589;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kwan;m;adult;NA;# insertions > 30;NA;0.234042553;0.234042553;1.604514906;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Lash;m;adult;NA;# insertions > 30;NA;1;1;8.246;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;OJ;m;adult;NA;# insertions > 30;NA;0.884615385;0.884615385;6.379052257;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Quito;m;adult;NA;# insertions > 30;NA;0.84;0.84;9.44;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Rumple;m;adult;NA;# insertions > 30;NA;0;0;0;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Timmy;m;adult;NA;# insertions > 30;NA;0.289719626;0.289719626;2.996883116;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;macombo;m;adult;NA;# insertions > 30;NA;0.31;0.31;1.67;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;nkosi;m;adult;NA;# insertions > 30;NA;0.45;0.45;2.61;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Cassius;m;adult;NA;# insertions > 30;NA;0.753846154;0.753846154;6.077701995;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Maji;m;adult;NA;# insertions > 30;NA;0.52238806;0.52238806;4.275930552;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Hodari;m;adult;NA;# insertions > 30;NA;1;1;6.56;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Charlie;m;juvenile;NA;# insertions > 30;NA;0.044025157;0.044025157;0.55513611;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Jasiri;m;juvenile;NA;# insertions > 30;NA;0.703703704;0.703703704;5.171145013;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Jelani;m;juvenile;NA;# insertions > 30;NA;-0.446428571;0.446428571;-4.724555913;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kekla;m;juvenile;NA;# insertions > 30;NA;0.8;0.8;7.589466384;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kidogo;m;juvenile;NA;# insertions > 30;NA;-0.294117647;0.294117647;-2.711630723;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kudzoo;m;juvenile;NA;# insertions > 30;NA;-0.986754967;0.986754967;-12.12544804;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Stadi;m;juvenile;NA;# insertions > 30;NA;0.242718447;0.242718447;2.463323195;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Taz;m;juvenile;NA;# insertions > 30;NA;-0.53030303;0.53030303;-6.092717958;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kojo;m;juvenile;NA;# insertions > 30;NA;0.766666667;0.766666667;5.938574464;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kwame;m;juvenile;NA;# insertions > 30;NA;0.617977528;0.617977528;5.82998834;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;subria;m;juvenile;NA;# insertions > 30;NA;-0.85;0.85;-8.6;left;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Amare;m;juvenile;NA;# insertions > 30;NA;0.906976744;0.906976744;5.947444243;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Azizi;m;juvenile;NA;# insertions > 30;NA;0.6;0.6;4.242640687;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;Kwizera;m;juvenile;NA;# insertions > 30;NA;0.2;0.2;2.323790008;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;mo'ana;m;juvenile;NA;# insertions > 30;NA;0.16;0.16;0.69;ambipreferent;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;nia;m;juvenile;NA;# insertions > 30;NA;0.53;0.53;2.18;right;Hopkins et al., 2011;;Hominoidea
Gorilla;gorilla;see Hopkins et al., 2011;umande;m;juvenile;NA;# insertions > 30;NA;-0.43;0.43;-1.6;ambipreferent;Hopkins et al., 2011;;Hominoidea
Homo;sapiens;Aix-Marseille University;1;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;2;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;3;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;4;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;5;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;6;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;7;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;8;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;9;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;10;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;11;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;12;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;13;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;14;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;15;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;16;NA;adult;30;NA;30;0.73;0.73;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;17;NA;adult;30;NA;30;0.93;0.93;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;18;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;19;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;20;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;21;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;22;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;23;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;24;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;25;NA;adult;30;NA;30;0.67;0.67;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;26;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;27;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;28;NA;adult;30;NA;30;0.67;0.67;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;29;NA;adult;30;NA;30;-0.07;0.07;NA;ambipreferent;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;30;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;31;NA;adult;30;NA;30;-0.6;0.6;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;32;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;33;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;34;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;35;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;36;NA;adult;30;NA;30;0.93;0.93;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;37;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;38;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;39;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;40;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;41;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;42;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;43;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;44;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;45;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;46;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;47;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;48;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;49;NA;adult;30;NA;30;0.87;0.87;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;50;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;51;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;52;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;53;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;54;NA;adult;30;NA;30;0.4;0.4;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;55;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;56;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;57;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;58;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;59;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;60;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;61;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;62;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;63;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;64;NA;adult;30;NA;30;-0.13;0.13;NA;ambipreferent;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;65;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;66;NA;adult;30;NA;30;0.87;0.87;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;67;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;68;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;69;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;70;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;71;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;72;NA;adult;30;NA;30;0.72;0.72;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;73;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;74;NA;adult;30;NA;30;0.07;0.07;NA;ambipreferent;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;75;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;76;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;77;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;78;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;79;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;80;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;81;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;82;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;83;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;84;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;85;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;86;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;87;NA;adult;30;NA;30;-0.67;0.67;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;88;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;89;NA;adult;30;NA;30;0.73;0.73;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;90;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;91;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;92;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;93;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;94;NA;adult;30;NA;30;-0.13;0.13;NA;ambipreferent;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;95;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;96;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;97;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;98;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;99;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;100;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;101;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;102;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;103;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;104;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;105;NA;adult;30;NA;30;0.93;0.93;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;106;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;107;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;108;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;109;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;110;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;111;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;112;NA;adult;30;NA;30;0.67;0.67;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;113;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;114;NA;adult;30;NA;30;-1;1;NA;left;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;115;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;116;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;117;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;118;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;119;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;120;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
Homo;sapiens;Aix-Marseille University;121;NA;adult;30;NA;30;1;1;NA;right;Cochet & Vauclair, 2012;;Hominoidea
