"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","basis","value_min","value_max"
"Ardops nichollsi","mass","Brain_Mass_mass_or_volume","g",0.61,0.61,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.61,0.61
"Ardops nichollsi","mass","Brain_Mass_measured","g",0.55,0.55,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.51,0.606
"Artibeus cinereus","mass","Brain_Mass_mass_or_volume","g",0.4685,0.4685,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.4685,0.4685
"Artibeus cinereus","mass","Brain_Mass_measured","g",0.467,0.467,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.46,0.47
"Artibeus concolor","mass","Brain_Mass_mass_or_volume","g",0.633,0.633,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.633,0.633
"Artibeus concolor","mass","Brain_Mass_measured","g",0.633,0.633,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.621,0.645
"Artibeus glaucus","mass","Brain_Mass_mass_or_volume","g",0.476,0.476,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.476,0.476
"Artibeus jamaicensis","mass","Brain_Mass_mass_or_volume","g",0.9551,0.9551,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.93,0.9803
"Artibeus jamaicensis","mass","Brain_Mass_measured","g",1.0467,1.0467,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1,1.09
"Artibeus lituratus","mass","Brain_Mass_mass_or_volume","g",1.1105,1.1105,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.05,1.171
"Artibeus lituratus","mass","Brain_Mass_measured","g",1.27,1.27,4,1,0,FALSE,"Zilles","secondary","mass_fresh",1.18,1.35
"Artibeus phaeotis","mass","Brain_Mass_mass_or_volume","g",0.448,0.448,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.448,0.448
"Artibeus toltecus","mass","Brain_Mass_mass_or_volume","g",0.544,0.544,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.544,0.544
"Arvicanthis niloticus","mass","Brain_Mass_mass_or_volume","g",1.33,1.33,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.33,1.33
"Arvicola amphibius","mass","Brain_Mass_mass_or_volume","g",1.64,1.64,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.64,1.64
"Arvicola terrestris","mass","Brain_Mass_mass_or_volume","g",1.64,1.64,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",1.64,1.64
"Asellia tridens","mass","Brain_Mass_mass_or_volume","g",0.24,0.24,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.24,0.24
"Aselliscus stoliczkanus","mass","Brain_Mass_mass_or_volume","g",0.15,0.15,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.15,0.15
"Aselliscus stoliczkanus","mass","Brain_Mass_measured","g",0.1503,0.1503,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.139,0.157
"Aselliscus tricuspidatus","mass","Brain_Mass_mass_or_volume","g",0.134,0.134,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.134,0.134
"Aselliscus tricuspidatus","mass","Brain_Mass_measured","g",0.1347,0.1347,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.133,0.136
"Atelerix albiventris","mass","Brain_Mass_mass_or_volume","g",2.24,2.24,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.24,2.24
"Atelerix albiventris","mass","Brain_Mass_measured","g",2.2865,2.2865,2,2,2,TRUE,"Changizi; Nudo","primary","mass_compilation_unspecified; mass_unspecified",1.3,3.273
"Atelerix algirus","mass","Brain_Mass_mass_or_volume","g",3.2,3.2,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.2,3.2
"Atelerix algirus","mass","Brain_Mass_measured","g",3.4333,3.4333,11,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",2.629,3.55
"Ateles belzebuth","mass","Brain_Mass_mass_or_volume","g",105.1,105.1,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",97.5,112.7
"Ateles chamek","mass","Brain_Mass_mass_or_volume","g",99,99,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",99,99
"Ateles fusciceps","mass","Brain_Mass_mass_or_volume","g",106.8833,113.6,6,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",58,118.4
"Ateles geoffroyi","mass","Brain_Mass_mass_or_volume","g",102.6925,104.96,20,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",64,118.5
"Ateles geoffroyi","mass","Brain_Mass_measured","g",80.866,80.866,5,2,2,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",1.064,108
"Ateles hybridus","mass","Brain_Mass_mass_or_volume","g",103.0541,103.0541,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",103.0541,103.0541
"Ateles marginatus","mass","Brain_Mass_mass_or_volume","g",97,97,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",97,97
"Ateles paniscus","mass","Brain_Mass_mass_or_volume","g",109.0076,108.96,8,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",101.2,120
"Ateles paniscus","mass","Brain_Mass_measured","g",108.5,108.5,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",108.5,108.5
"Ateles sp.","mass","Brain_Mass_mass_or_volume","g",110,110,1,1,0,FALSE,"DeCasien","secondary","mass_or_volume_mixed",110,110
"Ateles spec.","mass","Brain_Mass_measured","g",0.87,0.87,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.87,0.87
"Atelocynus microtis","mass","Brain_Mass_mass_or_volume","g",62.18,62.18,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",62.18,62.18
"Atherurus africanus","mass","Brain_Mass_mass_or_volume","g",21.8875,21.8875,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",21.885,21.89
"Atherurus macrourus","mass","Brain_Mass_mass_or_volume","g",31.57,31.57,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",31.57,31.57
"Atilax paludinosus","mass","Brain_Mass_mass_or_volume","g",28.5,28.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",28.5,28.5
"Avahi laniger","mass","Brain_Mass_mass_or_volume","g",10.49,10.49,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",10.49,10.49
"Avahi laniger","mass","Brain_Mass_measured","g",10.0683,10.0683,8,3,2,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",9.53,11.45
"Avahi occidentalis","mass","Brain_Mass_mass_or_volume","g",8.81,8.81,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",7.95,9.67
"Avahi occidentalis","mass","Brain_Mass_measured","g",9.67,9.67,7,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",9.34,10.07
"Axis axis","mass","Brain_Mass_mass_or_volume","g",219,219,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",219,219
"Axis axis","mass","Brain_Mass_measured","g",219,219,1,1,0,FALSE,"Garwicz","secondary","mass_compilation_unspecified",219,219
"Axis porcinus","mass","Brain_Mass_mass_or_volume","g",142,142,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",142,142
"Babyrousa babyrussa","mass","Brain_Mass_mass_or_volume","g",127,127,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",127,127
"Balaena mysticetus","mass","Brain_Mass_mass_or_volume","g",2738,2738,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2738,2738
"Balaenoptera acutorostrata","mass","Brain_Mass_excl_olfactory_bulb","g",2683.9,2683.9,1,1,0,FALSE,"AvelinodeSouza","secondary","mass_excl_olfactory_bulb",2683.9,2683.9
"Balaenoptera acutorostrata","mass","Brain_Mass_mass_or_volume","g",2850,2850,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2850,2850
"Balaenoptera borealis","mass","Brain_Mass_mass_or_volume","g",4900,4900,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4900,4900
"Balaenoptera borealis","mass","Brain_Mass_measured","g",4900,4900,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",4900,4900
"Balaenoptera musculus","mass","Brain_Mass_mass_or_volume","g",3636,3636,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",3636,3636
"Balaenoptera musculus","mass","Brain_Mass_measured","g",3636,3636,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",3636,3636
"Balaenoptera physalus","mass","Brain_Mass_mass_or_volume","g",5100,5100,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",5100,5100
"Balaenoptera physalus","mass","Brain_Mass_measured","g",7111.43,7111.43,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",7111.43,7111.43
"Balionycteris maculata","mass","Brain_Mass_mass_or_volume","g",0.5107,0.5107,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.5107,0.5107
"Balionycteris maculata","mass","Brain_Mass_measured","g",0.51,0.51,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.48,0.54
"Barbastella barbastellus","mass","Brain_Mass_mass_or_volume","g",0.184,0.184,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.184,0.184
"Bassaricyon alleni","mass","Brain_Mass_mass_or_volume","g",19.37,19.37,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",19.37,19.37
"Bassaricyon gabbii","mass","Brain_Mass_mass_or_volume","g",19.3,19.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",19.3,19.3
"Bassariscus astutus","mass","Brain_Mass_mass_or_volume","g",16,16,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",16,16
"Bassariscus sumichrasti","mass","Brain_Mass_mass_or_volume","g",41.9,41.9,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",41.9,41.9
"Bathyergus suillus","mass","Brain_Mass_mass_or_volume","g",3.75,3.75,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.75,3.75
"Bathyergus suillus","mass","Brain_size_sum_of_structures","g",3.78,3.78,1,1,0,FALSE,"Kverkova","secondary","sum_of_structure_volumes",3.78,3.78
"Bdeogale crassicauda","mass","Brain_Mass_mass_or_volume","g",16.95,16.95,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",16.95,16.95
"Beamys hindei","mass","Brain_Mass_mass_or_volume","g",1.11,1.11,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.11,1.11
"Berylmys bowersi","mass","Brain_Mass_mass_or_volume","g",4.63,4.63,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.63,4.63
"Bettongia gaimardi","mass","Brain_Mass_mass_or_volume","g",11.9106,11.9106,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",11.7,12.1212
"Bettongia lesueur","mass","Brain_Mass_mass_or_volume","g",10.5,10.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",10.5,10.5
"Bettongia penicillata","mass","Brain_Mass_mass_or_volume","g",9.7321,9.7321,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",9.56,9.9042
"Bettongia penicillata","mass","Brain_Mass_measured","g",9.6,9.6,1,1,1,TRUE,"Karl","primary","mass_specimen",9.6,9.6
"Bettongia tropica","mass","Brain_Mass_mass_or_volume","g",8.92,8.92,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.92,8.92
"Bison bison","mass","Brain_Mass_mass_or_volume","g",458,458,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",458,458
"Blackheaded parrot (Adapornis personata)","mass","Brain_Mass_measured","g",1.92,1.92,1,1,0,FALSE,"Krompecher","secondary","mass_unspecified",1.92,1.92
"Blarina brevicauda","mass","Brain_Mass_excl_olfactory_bulb","g",0.347,0.347,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",0.347,0.347
"Blarina brevicauda","mass","Brain_Mass_mass_or_volume","g",0.34,0.34,3,3,1,TRUE,"Boddy; Burger; HerculanoHouzel","primary; secondary","mass_or_volume_mixed",0.2888,0.34
"Blarina brevicauda","mass","Brain_Mass_measured","g",0.39,0.39,5,2,1,TRUE,"Finlay; Zilles","primary; secondary","mass_compilation_unspecified; mass_fresh",0.385,0.407
"Bos grunniens","mass","Brain_Mass_mass_or_volume","g",334,334,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",334,334
"Bos taurus","mass","Brain_Mass_mass_or_volume","g",486,486,2,2,1,TRUE,"Burger; HerculanoHouzel","primary; secondary","mass_or_volume_mixed",452.8,486
"Bos taurus","mass","Brain_Mass_measured","g",540,540,3,3,1,TRUE,"Brodmann; Garwicz; Lewitus","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",456,540
"Bos taurus indicus","mass","Brain_Mass_measured","g",462,462,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",462,462
"Boselaphus tragocamelus","mass","Brain_Mass_mass_or_volume","g",271.75,271.75,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",271.75,271.75
"Brachyphylla cavernarum","mass","Brain_Mass_mass_or_volume","g",1.278,1.278,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.278,1.278
"Brachyphylla cavernarum","mass","Brain_Mass_measured","g",1.1795,1.1795,4,1,0,FALSE,"Zilles","secondary","mass_fresh",1.105,1.287
"Brachyteles arachnoides","mass","Brain_Mass_mass_or_volume","g",119.4,119.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",119.4,119.4
"Bradypus tridactylus","mass","Brain_Mass_mass_or_volume","g",24.9,24.9,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",24.9,24.9
"Bradypus variegatus","mass","Brain_Mass_mass_or_volume","g",16.0317,16.0317,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",16.03,16.0333
"Broken Hill/Kabwe","mass","Brain_Mass_from_volume_or_ecv","g",1205.39,1205.39,1,1,1,TRUE,"Weaver","primary","mass_from_volume_or_ecv",1205.39,1205.39
"Bunopithecus hoolock","mass","Brain_Mass_mass_or_volume","g",110.6804,110.6804,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",110.6804,110.6804
"Burramys parvus","mass","Brain_Mass_mass_or_volume","g",1,1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1,1
"C. apella","mass","Brain_Mass_from_volume_or_ecv","g",66.5,66.5,1,1,1,TRUE,"Weaver","primary","mass_from_volume_or_ecv",66.5,66.5
"C. atys","mass","Brain_Mass_from_volume_or_ecv","g",99.7,99.7,1,1,1,TRUE,"Weaver","primary","mass_from_volume_or_ecv",99.7,99.7
"Cabassous unicinctus","mass","Brain_Mass_mass_or_volume","g",23.68,23.68,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",23.68,23.68
"Cacajao calvus","mass","Brain_Mass_mass_or_volume","g",74.3,74.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",74.3,74.3
"Cacajao melanocephalus","mass","Brain_Mass_mass_or_volume","g",64.9,64.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",64.9,64.9
"Cacatua galerita","mass","Brain_Mass_measured","g",10.1307,10.1307,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",10.1307,10.1307
"Cacatua goffini","mass","Brain_Mass_measured","g",8.2749,8.2749,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",8.2749,8.2749
"Caenolestes fuliginosus","mass","Brain_Mass_mass_or_volume","g",0.68,0.68,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.68,0.68
"Caenolestes obscurus","mass","Brain_Mass_measured","g",0.979,0.979,1,1,1,TRUE,"Pirlot","primary","mass_unspecified",0.979,0.979
"Callicebus caligatus","mass","Brain_Mass_mass_or_volume","g",17.25,17.25,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",17.25,17.25
"Callicebus cupreus","mass","Brain_Mass_mass_or_volume","g",17.1,17.1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",17.1,17.1
"Callicebus discolor","mass","Brain_Mass_mass_or_volume","g",17.5288,17.5288,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",17.5288,17.5288
"Callicebus lugens","mass","Brain_Mass_mass_or_volume","g",18.9725,18.9725,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",18.9725,18.9725
"Callicebus medemi","mass","Brain_Mass_mass_or_volume","g",19.4359,19.4359,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",19.4359,19.4359
"Callicebus moloch","mass","Brain_Mass_mass_or_volume","g",19,19,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",19,19
"Callicebus moloch","mass","Brain_Mass_measured","g",17.25,17.25,8,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",13.13,19
"Callicebus regulus","mass","Brain_Mass_mass_or_volume","g",23,23,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",23,23
"Callicebus torquatus","mass","Brain_Mass_mass_or_volume","g",19.1,19.1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",19.1,19.1
"Callimico goeldii","mass","Brain_Mass_mass_or_volume","g",11.2,11.2,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",11,11.4
"Callimico goeldii","mass","Brain_Mass_measured","g",11,11,4,2,1,TRUE,"Lewitus; Stephan_collection","primary; secondary","mass_fresh; mass_unspecified",10.95,11
"Callithrix argentata","mass","Brain_Mass_mass_or_volume","g",8,8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8,8
"Callithrix aurita","mass","Brain_Mass_mass_or_volume","g",7.2,7.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",7.2,7.2
"Callithrix geoffroyi","mass","Brain_Mass_mass_or_volume","g",19.9,19.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",19.9,19.9
"Callithrix humeralifera","mass","Brain_Mass_mass_or_volume","g",8.2,8.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.2,8.2
"Callithrix jacchus","mass","Brain_Mass_excl_olfactory_bulb","g",7.78,7.78,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",7.78,7.78
"Callithrix jacchus","mass","Brain_Mass_mass_or_volume","g",7.7611,7.7318,20,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",6.7,9.7384
"Callithrix jacchus","mass","Brain_Mass_measured","g",7.1899,7.6898,19,6,4,TRUE,"Changizi; Finlay; Lewitus; Nudo; Stephan_collection; Zilles","primary; secondary","mass_compilation_unspecified; mass_fresh; mass_unspecified",2.34,8.1
"Callithrix penicillata","mass","Brain_Mass_mass_or_volume","g",7.65,7.65,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",7.3,8
"Callithrix pygmaea","mass","Brain_Mass_mass_or_volume","g",4.6433,4.64,4,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",4.5,4.8
"Callithrix pygmaea","mass","Brain_Mass_measured","g",4.2471,4.2471,8,3,2,TRUE,"Jacobs; Stephan_collection; Zilles","info; primary; secondary","mass_fresh; mass_specimen; mass_unspecified",3.812,4.5
"Callithrix sp.","mass","Brain_Mass_mass_or_volume","g",7.78,7.78,1,1,1,TRUE,"HerculanoHouzel","primary","mass_or_volume_mixed",7.78,7.78
"Callithrix sp.","mass","Brain_Mass_measured","g",7.5,7.5,1,1,1,TRUE,"Brodmann","primary","mass_unspecified",7.5,7.5
"Callorhinus ursinus","mass","Brain_Mass_mass_or_volume","g",334.8317,334.8317,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",334.83,334.8333
"Callorhinus ursinus","mass","Brain_Mass_measured","g",328.6,328.6,2,1,0,FALSE,"Jacobs","info","mass_specimen",328.6,328.6
"Callosciurus caniceps","mass","Brain_Mass_mass_or_volume","g",6.02,6.02,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.02,6.02
"Callosciurus nigrovittatus","mass","Brain_Mass_mass_or_volume","g",4.44,4.44,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.44,4.44
"Callosciurus notatus","mass","Brain_Mass_mass_or_volume","g",4.91,4.91,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.91,4.91
"Callosciurus prevostii","mass","Brain_Mass_mass_or_volume","g",6.52,6.52,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.52,6.52
"Caluromys derbianus","mass","Brain_Mass_mass_or_volume","g",3.4612,3.4612,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.4,3.5224
"Caluromys lanatus","mass","Brain_Mass_mass_or_volume","g",3.1,3.1,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.1,3.1
"Caluromys lanatus","mass","Brain_Mass_measured","g",4.6967,4.6967,3,1,1,TRUE,"Pirlot","primary","mass_unspecified",4.54,4.9
"Caluromys philander","mass","Brain_Mass_mass_or_volume","g",3.563,3.563,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.5,3.626
"Camelus bactrianus","mass","Brain_Mass_mass_or_volume","g",575,575,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",575,575
"Camelus dromedarius","mass","Brain_Mass_mass_or_volume","g",762,762,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",762,762
"Camelus dromedarius","mass","Brain_Mass_measured","g",762,762,1,1,0,FALSE,"Garwicz","secondary","mass_compilation_unspecified",762,762
"Canis adustus","mass","Brain_Mass_mass_or_volume","g",50.8,50.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",50.8,50.8
"Canis aureus","mass","Brain_Mass_mass_or_volume","g",72.2,72.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",72.2,72.2
"Canis latrans","mass","Brain_Mass_mass_or_volume","g",84.5,84.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",84.5,84.5
"Canis latrans","mass","Brain_Mass_measured","g",86.235,86.235,1,1,0,FALSE,"Lewitus","secondary","mass_unspecified",86.235,86.235
"Canis lupus","mass","Brain_Mass_mass_or_volume","g",130,130,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",130,130
"Canis lupus","mass","Brain_Mass_measured","g",111.5267,111.5267,15,1,1,TRUE,"Schleifenbaum","primary","mass_fresh_or_fixed_mixed",13,162.4
"Canis lupus familiaris","mass","Brain_Mass_measured","g",52.9258,52.9258,20,3,2,TRUE,"Brodmann; Garwicz; Schleifenbaum","primary; secondary","mass_compilation_unspecified; mass_fresh_or_fixed_mixed; mass_unspecified",7.97,90.25
"Canis mesomelas","mass","Brain_Mass_mass_or_volume","g",54.8,54.8,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",54.8,54.8
