"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","basis","value_min","value_max"
"Caracal caracal","mass","Brain_Mass_measured","g",55.3,55.3,2,1,0,FALSE,"Jacobs","info","mass_specimen",55.3,55.3
"Cardioderma cor","mass","Brain_Mass_mass_or_volume","g",0.6725,0.6725,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.6725,0.6725
"Cardioderma cor","mass","Brain_Mass_measured","g",0.6768,0.6768,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.657,0.695
"Carollia castanea","mass","Brain_Mass_mass_or_volume","g",0.4485,0.4485,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.4485,0.4485
"Carollia castanea","mass","Brain_Mass_measured","g",0.4436,0.4436,5,1,0,FALSE,"Zilles","secondary","mass_fresh",0.416,0.467
"Carollia perspicillata","mass","Brain_Mass_mass_or_volume","g",0.4893,0.4893,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.47,0.5087
"Carollia perspicillata","mass","Brain_Mass_measured","g",0.52,0.52,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.51,0.54
"Casinycteris argynnis","mass","Brain_Mass_mass_or_volume","g",0.8924,0.8924,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.8648,0.92
"Casinycteris argynnis","mass","Brain_Mass_measured","g",0.8438,0.8438,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.736,0.95
"Castor canadensis","mass","Brain_Mass_mass_or_volume","g",52.21,52.21,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",52.21,52.21
"Castor canadensis","mass","Brain_Mass_measured","g",41.1683,41.1683,2,1,0,FALSE,"Lewitus","secondary","mass_fresh; mass_unspecified",41.1667,41.17
"Castor fiber","mass","Brain_Mass_mass_or_volume","g",44.978,44.978,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",44.978,44.978
"Cat (Felis domestica)","mass","Brain_Mass_measured","g",32,32,1,1,0,FALSE,"Krompecher","secondary","mass_unspecified",32,32
"Catopuma temminckii","mass","Brain_Mass_mass_or_volume","g",68.03,68.03,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",68.03,68.03
"Cavia aperea","mass","Brain_Mass_mass_or_volume","g",4.0375,4.0375,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.035,4.04
"Cavia cobaya f.d.","mass","Brain_Mass_measured","g",3.78,3.78,1,1,0,FALSE,"Zilles","secondary","mass_fresh",3.78,3.78
"Cavia porcellus","mass","Brain_Mass_excl_olfactory_bulb","g",3.656,3.656,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",3.656,3.656
"Cavia porcellus","mass","Brain_Mass_mass_or_volume","g",3.656,3.656,3,3,1,TRUE,"Boddy; Burger; HerculanoHouzel","primary; secondary","mass_or_volume_mixed",3.656,4.8333
"Cavia porcellus","mass","Brain_Mass_measured","g",4,4,1,1,0,FALSE,"Garwicz","secondary","mass_compilation_unspecified",4,4
"Cebus albifrons","mass","Brain_Mass_mass_or_volume","g",62.2696,62.95,8,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",51.5,71
"Cebus albifrons","mass","Brain_Mass_measured","g",75.0333,75.0333,9,3,2,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",71,80
"Cebus capucinus","mass","Brain_Mass_mass_or_volume","g",68.3515,70.135,33,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",47,79
"Cebus libidinosus","mass","Brain_Mass_mass_or_volume","g",64.6854,64.6854,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",64.6854,64.6854
"Cebus nigritus","mass","Brain_Mass_mass_or_volume","g",59.858,59.858,3,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",48.8,67.066
"Cebus olivaceus","mass","Brain_Mass_mass_or_volume","g",70.2778,72.5,5,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",56,72.5
"Cebus xanthosternos","mass","Brain_Mass_mass_or_volume","g",66.0874,66.0874,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",66.0874,66.0874
"Cephalophus dorsalis","mass","Brain_Mass_mass_or_volume","g",92.897,92.897,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",92.897,92.897
"Cephalophus leucogaster","mass","Brain_Mass_mass_or_volume","g",93,93,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",93,93
"Cephalophus natalensis","mass","Brain_Mass_mass_or_volume","g",84.1,84.1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",84.1,84.1
"Cephalophus nigrifrons","mass","Brain_Mass_mass_or_volume","g",85,85,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",85,85
"Cephalophus silvicultor","mass","Brain_Mass_mass_or_volume","g",170,170,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",170,170
"Cephalophus zebra","mass","Brain_Mass_mass_or_volume","g",83,83,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",83,83
"Cephalorhynchus commersonii","mass","Brain_Mass_mass_or_volume","g",725,725,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",725,725
"Cephalorhynchus heavisidii","mass","Brain_Mass_mass_or_volume","g",763,763,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",763,763
"Ceratotherium simum","mass","Brain_Mass_mass_or_volume","g",643,643,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",643,643
"Cercartetus caudatus","mass","Brain_Mass_mass_or_volume","g",0.71,0.71,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.71,0.71
"Cercartetus concinnus","mass","Brain_Mass_mass_or_volume","g",0.3054,0.3054,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.3,0.3108
"Cercartetus lepidus","mass","Brain_Mass_mass_or_volume","g",0.3665,0.3665,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.36,0.373
"Cercartetus nanus","mass","Brain_Mass_mass_or_volume","g",0.43,0.43,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.43,0.43
"Cercocebus agilis","mass","Brain_Mass_mass_or_volume","g",95.3,95.3,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",95.3,95.3
"Cercocebus agilis","mass","Brain_Mass_measured","g",95.3,95.3,1,1,1,TRUE,"Zilles","primary","mass_unspecified",95.3,95.3
"Cercocebus atys","mass","Brain_Mass_mass_or_volume","g",94.424,94.424,15,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",85,130.5
"Cercocebus galeritus","mass","Brain_Mass_mass_or_volume","g",99.0704,99.0704,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",99.0704,99.0704
"Cercocebus torquatus","mass","Brain_Mass_mass_or_volume","g",105.9883,105.9883,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",105.9883,105.9883
"Cercopithecus albogularis","mass","Brain_Mass_mass_or_volume","g",66.0499,66.0499,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",62,70.0998
"Cercopithecus ascanius","mass","Brain_Mass_mass_or_volume","g",60.95,60.95,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",54.9,67
"Cercopithecus ascanius","mass","Brain_Mass_measured","g",66,66,11,3,1,TRUE,"Jacobs; Stephan_collection; Zilles","info; primary; secondary","mass_fresh; mass_specimen; mass_unspecified",56.6,67
"Cercopithecus campbelli","mass","Brain_Mass_mass_or_volume","g",54.4,54.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",54.4,54.4
"Cercopithecus cephus","mass","Brain_Mass_mass_or_volume","g",72.9167,76,4,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",57.5,76
"Cercopithecus diana","mass","Brain_Mass_mass_or_volume","g",55.2,55.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",55.2,55.2
"Cercopithecus doggetti","mass","Brain_Mass_mass_or_volume","g",65.3565,65.3565,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",65.3565,65.3565
"Cercopithecus erythrotis","mass","Brain_Mass_mass_or_volume","g",65.4,65.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",65.4,65.4
"Cercopithecus hamlyni","mass","Brain_Mass_mass_or_volume","g",65.9,65.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",65.9,65.9
"Cercopithecus lhoesti","mass","Brain_Mass_mass_or_volume","g",74.2,74.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",74.2,74.2
"Cercopithecus lowei","mass","Brain_Mass_mass_or_volume","g",51.2,51.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",51.2,51.2
"Cercopithecus mitis","mass","Brain_Mass_mass_or_volume","g",74.4333,75,4,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",71.6,75
"Cercopithecus mitis","mass","Brain_Mass_measured","g",74.4,74.4,8,3,2,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",67,76
"Cercopithecus mona","mass","Brain_Mass_mass_or_volume","g",64.7778,67,5,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",53,67
"Cercopithecus neglectus","mass","Brain_Mass_mass_or_volume","g",60.9,60.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",60.9,60.9
"Cercopithecus nictitans","mass","Brain_Mass_mass_or_volume","g",68.5875,68.5875,3,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",57.1,75
"Cercopithecus petaurista","mass","Brain_Mass_mass_or_volume","g",55.0766,55.0766,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",55.0766,55.0766
"Cercopithecus pogonias","mass","Brain_Mass_mass_or_volume","g",59.5648,59.5648,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",59.5648,59.5648
"Cercopithecus sp.","mass","Brain_Mass_mass_or_volume","g",54.394,54.394,9,1,0,FALSE,"DeCasien","secondary","mass_or_volume_mixed",37.296,66.6
"Cercopithecus sp.","mass","Brain_Mass_measured","g",106,106,1,1,1,TRUE,"Brodmann","primary","mass_unspecified",106,106
"Cercopithecus wolfi","mass","Brain_Mass_mass_or_volume","g",61.45,61.45,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",61.45,61.45
"Cerdocyon thous","mass","Brain_Mass_mass_or_volume","g",49.5,49.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",49.5,49.5
"Cerkof monkey (Macacus sinicus)","mass","Brain_Mass_measured","g",67.5,67.5,1,1,0,FALSE,"Krompecher","secondary","mass_unspecified",67.5,67.5
"Ceropithecus sp.","mass","Brain_Mass_mass_or_volume","g",52.4,52.4,2,1,0,FALSE,"DeCasien","secondary","mass_or_volume_mixed",51,53.8
"Cervus canadensis","mass","Brain_Mass_measured","g",435,435,1,1,0,FALSE,"Garwicz","secondary","mass_compilation_unspecified",435,435
"Cervus elaphus","mass","Brain_Mass_mass_or_volume","g",409.3,409.3,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",409.3,409.3
"Cervus nippon","mass","Brain_Mass_mass_or_volume","g",200,200,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",200,200
"Chaerephon jobensis","mass","Brain_Mass_mass_or_volume","g",0.36,0.36,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.36,0.36
"Chaerephon plicatus","mass","Brain_Mass_mass_or_volume","g",0.385,0.385,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.385,0.385
"Chaerephon pumila","mass","Brain_Mass_mass_or_volume","g",0.29,0.29,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.29,0.29
"Chaeropus ecaudatus","mass","Brain_Mass_mass_or_volume","g",2.4,2.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.4,2.4
"Chaetodipus baileyi","mass","Brain_Mass_mass_or_volume","g",0.7009,0.7009,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.7,0.7017
"Chaetodipus californicus","mass","Brain_Mass_mass_or_volume","g",0.6208,0.6208,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.62,0.6216
"Chaetodipus fallax","mass","Brain_Mass_mass_or_volume","g",0.5394,0.5394,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.5387,0.54
"Chaetodipus formosus","mass","Brain_Mass_mass_or_volume","g",0.4914,0.4914,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.49,0.4927
"Chaetodipus hispidus","mass","Brain_Mass_mass_or_volume","g",0.6809,0.6809,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.68,0.6819
"Chaetodipus penicillatus","mass","Brain_Mass_mass_or_volume","g",0.4615,0.4615,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.46,0.4629
"Chaetodipus spinatus","mass","Brain_Mass_mass_or_volume","g",0.4783,0.4783,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.4766,0.48
"Chaetophractus villosus","mass","Brain_Mass_mass_or_volume","g",16.4,16.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",16.4,16.4
"Chalinolobus gouldi","mass","Brain_Mass_measured","g",0.2455,0.2455,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.239,0.252
"Chalinolobus gouldii","mass","Brain_Mass_mass_or_volume","g",0.24,0.24,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.24,0.24
"Chalinolobus morio","mass","Brain_Mass_mass_or_volume","g",0.1845,0.1845,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.1845,0.1845
"Chalinolobus morio","mass","Brain_Mass_measured","g",0.1825,0.1825,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.18,0.185
"Cheirogaleus adipicaudatus","mass","Brain_Mass_mass_or_volume","g",3.0374,3.0374,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",3.0374,3.0374
"Cheirogaleus major","mass","Brain_Mass_mass_or_volume","g",6.8,6.8,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",6.8,6.8
"Cheirogaleus major","mass","Brain_Mass_measured","g",6.8,6.8,12,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",6.4,8.21
"Cheirogaleus medius","mass","Brain_Mass_mass_or_volume","g",3.3433,3.3433,5,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",3.14,3.6
"Cheirogaleus medius","mass","Brain_Mass_measured","g",3.14,3.14,8,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",2.98,3.23
"Cheirogaleus sibreei","mass","Brain_Mass_mass_or_volume","g",4.4,4.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.4,4.4
"Cheirogaleus sp.","mass","Brain_Mass_measured","g",5.3,5.3,1,1,1,TRUE,"Brodmann","primary","mass_unspecified",5.3,5.3
"Cheiromeles torquatus","mass","Brain_Mass_mass_or_volume","g",1.366,1.366,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.366,1.366
"Cheiromeles torquatus","mass","Brain_Mass_measured","g",1.385,1.385,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1.355,1.43
"Chimp I","mass","Brain_Mass_from_volume_or_ecv","g",345.95,345.95,1,1,1,TRUE,"Weaver","primary","mass_from_volume_or_ecv",345.95,345.95
"Chinchilla lanigera","mass","Brain_Mass_mass_or_volume","g",6.8,6.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",6.8,6.8
"Chiroderma salvini","mass","Brain_Mass_mass_or_volume","g",0.787,0.787,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.787,0.787
"Chiroderma salvini","mass","Brain_Mass_measured","g",0.8138,0.8138,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.74,0.931
"Chiroderma trinitatum","mass","Brain_Mass_mass_or_volume","g",0.537,0.537,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.537,0.537
"Chiroderma trinitatum","mass","Brain_Mass_measured","g",0.537,0.537,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.515,0.559
"Chiroderma villosum","mass","Brain_Mass_mass_or_volume","g",0.706,0.706,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.706,0.706
"Chiroderma villosum","mass","Brain_Mass_measured","g",0.7057,0.7057,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.703,0.708
"Chiroderma villosum ssp.","mass","Brain_Mass_measured","g",0.835,0.835,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.835,0.835
"Chironax melanocephalus","mass","Brain_Mass_mass_or_volume","g",0.612,0.612,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.612,0.612
"Chironax melanocephalus","mass","Brain_Mass_measured","g",0.612,0.612,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.605,0.625
"Chironectes minimus","mass","Brain_Mass_mass_or_volume","g",5.54,5.54,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.54,5.54
"Chiropodomys gliroides","mass","Brain_Mass_mass_or_volume","g",0.7,0.7,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.7,0.7
"Chiropotes chiropotes","mass","Brain_Mass_mass_or_volume","g",57.043,57.043,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",57.043,57.043
"Chiropotes israelita","mass","Brain_Mass_mass_or_volume","g",55.1348,55.1348,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",55.1348,55.1348
"Chiropotes satanas","mass","Brain_Mass_mass_or_volume","g",44.5152,44.5152,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",40.7,48.3303
"Chlorocebus aethiops","mass","Brain_Mass_mass_or_volume","g",59.4733,64.13,8,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",0,72
"Chlorocebus aethiops","mass","Brain_Mass_measured","g",36.54,36.54,1,1,1,TRUE,"Nudo","primary","mass_unspecified",36.54,36.54
"Chlorocebus cynosuros","mass","Brain_Mass_mass_or_volume","g",71.125,71.125,3,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",68.5,72
"Chlorocebus pygerythrus","mass","Brain_Mass_mass_or_volume","g",62.5774,62.5774,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",62.5774,62.5774
"Chlorocebus pygerythrus","mass","Brain_Mass_measured","g",71.8,71.8,2,1,0,FALSE,"Jacobs","info","mass_specimen",71.8,71.8
"Chlorocebus sabaeus","mass","Brain_Mass_mass_or_volume","g",65.0393,65.0393,14,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",50,81.5
"Chlorotalpa leucorhina","mass","Brain_Mass_measured","g",0.52,0.52,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.52,0.52
"Choeroniscus godmani","mass","Brain_Mass_mass_or_volume","g",0.34,0.34,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.34,0.34
"Choeroniscus godmani","mass","Brain_Mass_measured","g",0.34,0.34,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.34,0.34
"Choeroniscus minor","mass","Brain_Mass_mass_or_volume","g",0.389,0.389,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.389,0.389
"Choeroniscus minor","mass","Brain_Mass_measured","g",0.389,0.389,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.389,0.389
"Choloepus didactylus","mass","Brain_Mass_mass_or_volume","g",28.2,28.2,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",28.2,28.2
"Choloepus didactylus","mass","Brain_Mass_measured","g",36,36,3,2,1,TRUE,"Karl; Lewitus","primary; secondary","mass_fresh; mass_specimen; mass_unspecified",7.7,36
"Choloepus hoffmanni","mass","Brain_Mass_mass_or_volume","g",24.5375,24.5375,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",24.535,24.54
"Chrotopterus auritus","mass","Brain_Mass_mass_or_volume","g",1.74,1.74,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.74,1.74
"Chrysochloris asiatica","mass","Brain_Mass_mass_or_volume","g",0.7,0.7,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.7,0.7
"Chrysochloris asiatica","mass","Brain_Mass_measured","g",0.7,0.7,2,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",0.7,0.7
"Chrysochloris stuhlmanni","mass","Brain_Mass_mass_or_volume","g",1.0575,1.0575,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.055,1.06
"Chrysochloris stuhlmanni","mass","Brain_Mass_measured","g",0.74,0.74,9,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",0.68,0.82
"Chrysocyon brachyurus","mass","Brain_Mass_mass_or_volume","g",120.3,120.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",120.3,120.3
"Civettictis civetta","mass","Brain_Mass_mass_or_volume","g",37,37,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",37,37
"Clethrionomys gapperi","mass","Brain_Mass_mass_or_volume","g",0.56,0.56,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.56,0.56
"Clethrionomys glareolus","mass","Brain_Mass_mass_or_volume","g",0.52,0.52,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.52,0.52
"Clethrionomys glareolus","mass","Brain_Mass_measured","g",0.54,0.54,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.54,0.54
"Clethrionomys rufocanus","mass","Brain_Mass_mass_or_volume","g",0.61,0.61,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.61,0.61
"Clethrionomys rutilus","mass","Brain_Mass_mass_or_volume","g",0.56,0.56,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.56,0.56
"Clyomys laticeps","mass","Brain_Mass_mass_or_volume","g",3.52,3.52,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",3.52,3.52
"Cock (Gallus domest.)","mass","Brain_Mass_measured","g",7.59,7.59,2,1,0,FALSE,"Krompecher","secondary","mass_unspecified",3.68,11.5
"Coendou prehensilis","mass","Brain_Mass_mass_or_volume","g",16.73,16.73,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",16.73,16.73
"Coendou rothschildi","mass","Brain_Mass_mass_or_volume","g",20.85,20.85,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",20.85,20.85
"Coleura afra","mass","Brain_Mass_mass_or_volume","g",0.2585,0.2585,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.2585,0.2585
"Coleura afra","mass","Brain_Mass_measured","g",0.259,0.259,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.258,0.261
"Colobus angolensis","mass","Brain_Mass_mass_or_volume","g",74.4,74.4,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",74.4,74.4
"Colobus angolensis","mass","Brain_Mass_measured","g",74.4,74.4,2,1,1,TRUE,"Zilles","primary; secondary","mass_unspecified",74.4,74.4
"Colobus guereza","mass","Brain_Mass_mass_or_volume","g",83.9,83.9,3,3,0,FALSE,"Boddy; Burger; DeCasien","secondary","mass_or_volume_mixed",83.9,83.9
"Colobus polykomos","mass","Brain_Mass_mass_or_volume","g",70.2,70.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",70.2,70.2
"Colobus satanas","mass","Brain_Mass_mass_or_volume","g",74.9,74.9,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",74.9,74.9
"Colobus sp.","mass","Brain_Mass_mass_or_volume","g",81.2,81.2,1,1,0,FALSE,"DeCasien","secondary","mass_or_volume_mixed",81.2,81.2
"Colobus vellerosus","mass","Brain_Mass_mass_or_volume","g",73.0708,73.0708,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",73.0708,73.0708
"Colomys goslingi","mass","Brain_Mass_measured","g",1.351,1.351,1,1,0,FALSE,"Zilles","secondary","mass_fresh",1.351,1.351
"Columba livia","mass","Brain_Mass_measured","g",2.0951,2.0951,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",2.0951,2.0951
"Condylura cristata","mass","Brain_Mass_excl_olfactory_bulb","g",0.802,0.802,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",0.802,0.802
"Condylura cristata","mass","Brain_Mass_mass_or_volume","g",0.802,0.802,3,3,1,TRUE,"Boddy; Burger; HerculanoHouzel","primary; secondary","mass_or_volume_mixed",0.802,1.37
"Condylura cristata","mass","Brain_Mass_measured","g",1.077,1.077,1,1,1,TRUE,"Changizi","primary","mass_compilation_unspecified",1.077,1.077
"Conepatus chinga","mass","Brain_Mass_mass_or_volume","g",18.7,18.7,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",18.7,18.7
"Conepatus humboldtii","mass","Brain_Mass_mass_or_volume","g",12.6,12.6,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",12.6,12.6
"Conepatus leuconotus","mass","Brain_Mass_mass_or_volume","g",14.4,14.4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",14.4,14.4
"Connochaetes taurinus","mass","Brain_Mass_mass_or_volume","g",443,443,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",443,443
"Cormura brevirostris","mass","Brain_Mass_mass_or_volume","g",0.219,0.219,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.219,0.219
"Cormura brevirostris","mass","Brain_Mass_measured","g",0.2193,0.2193,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.211,0.226
"Corvus corax","mass","Brain_Mass_measured","g",14.1351,14.1351,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",14.1351,14.1351
"Corvus frugilegus","mass","Brain_Mass_measured","g",8.3571,8.3571,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",8.3571,8.3571
"Corvus mondeula","mass","Brain_Mass_measured","g",6.0233,6.0233,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",6.0233,6.0233
"Craseonycteris thonglongyai","mass","Brain_Mass_mass_or_volume","g",0.087,0.087,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.087,0.087
"Craseonycteris thonglongyai","mass","Brain_Mass_measured","g",0.0855,0.0855,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.082,0.089
"Cratogeomys fumosus","mass","Brain_Mass_mass_or_volume","g",4.19,4.19,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.19,4.19
"Cremnomys cutchicus","mass","Brain_Mass_mass_or_volume","g",1.67,1.67,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.67,1.67
"Cricetomys gambianus","mass","Brain_Mass_mass_or_volume","g",6.57,6.57,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",6.57,6.57
