"Record_ID","species_sci","Species","Order","Posture","Body_mass_kg","Body_mass_g","Body_mass_ln","Body_mass_class","Top_speed_class","Locomotor_habit","Shoulder_TD_deg","Shoulder_MS_deg","Shoulder_TO_deg","Elbow_TD_deg","Elbow_MS_deg","Elbow_TO_deg","Wrist_TD_deg","Wrist_MS_deg","Wrist_TO_deg","TAE_FL_deg","Sum_RoM_FL_deg","FL_Angular_Excursion_Efficiency_pct","Hip_TD_deg","Hip_MS_deg","Hip_TO_deg","Knee_TD_deg","Knee_MS_deg","Knee_TO_deg","Ankle_TD_deg","Ankle_MS_deg","Ankle_TO_deg","TAE_HL_deg","Sum_RoM_HL_deg","HL_Angular_Excursion_Efficiency_pct","Shoulder_Angular_Excursion_deg","Elbow_Angular_Excursion_deg","Wrist_Angular_Excursion_deg","Hip_Angular_Excursion_deg","Knee_Angular_Excursion_deg","Ankle_Angular_Excursion_deg","Relation_SumRoM_FL_HL","Relation_TAE_FL_HL","Shoulder_Relative_Angular_Excursion_pct","Elbow_Relative_Angular_Excursion_pct","Wrist_Relative_Angular_Excursion_pct","Hip_Relative_Angular_Excursion_pct","Knee_Relative_Angular_Excursion_pct","Ankle_Relative_Angular_Excursion_pct","Stride_length_m","Stride_length_norm"
64,"Felis silvestris catus","Felis silvestris catus","Carnivora","Digitigrade",3.7,3700,1.30833281965018,"Medium","Medium","Scansorial",NA,NA,NA,129,127,127,184,176,176,NA,10,NA,NA,NA,NA,130,115,110,118,114,155,NA,61,NA,NA,2,8,NA,20,41,0.163934426229508,NA,NA,20,80,NA,32.7868852459016,67.2131147540984,0.5445,0.352044293852437
65,"Leptailurus serval","Leptailurus serval","Carnivora","Digitigrade",8.5,8500,2.14006616349627,"Medium","Fast","Cursorial",NA,NA,NA,132,137,137,183,169,169,NA,19,NA,NA,NA,NA,134,118,113,124,117,155,NA,59,NA,NA,5,14,NA,21,38,0.322033898305085,NA,NA,26.3157894736842,73.6842105263158,NA,35.593220338983,64.4067796610169,0.7869,0.385578879327827
66,"Leopardus pardalis","Leopardus pardalis","Carnivora","Digitigrade",9.4,9400,2.24070968927596,"Medium","Fast","Arboreal",NA,NA,NA,109,111,111,181,173,173,NA,10,NA,NA,NA,NA,132,116,111,134,123,155,NA,53,NA,NA,2,8,NA,21,32,0.188679245283019,NA,NA,20,80,NA,39.622641509434,60.377358490566,0.6683,0.316661678836049
67,"Lynx canadensis","Lynx canadensis","Carnivora","Digitigrade",11,11000,2.39789527279837,"Medium","Fast","Cursorial",NA,NA,NA,129,110,110,177,161,161,NA,35,NA,NA,NA,NA,127,107,102,119,119,155,NA,61,NA,NA,19,16,NA,25,36,0.573770491803279,NA,NA,54.2857142857143,45.7142857142857,NA,40.983606557377,59.016393442623,0.7686,0.345596618989177
68,"Panthera pardus","Panthera pardus","Carnivora","Digitigrade",39,39000,3.66356164612965,"Large","Medium","Scansorial",NA,NA,NA,108,108,108,175,156,156,NA,19,NA,NA,NA,NA,121,99,94,113,106,155,NA,76,NA,NA,0,19,NA,27,49,0.25,NA,NA,NA,100,NA,35.5263157894737,64.4736842105263,1.2084,0.356332838664272
69,"Acinonyx jubatus","Acinonyx jubatus","Carnivora","Digitigrade",48,48000,3.87120101090789,"Large","Fast","Cursorial",NA,NA,NA,142,139,139,180,170,170,NA,13,NA,NA,NA,NA,133,124,119,134,125,155,NA,44,NA,NA,3,10,NA,14,30,0.295454545454545,NA,NA,23.0769230769231,76.9230769230769,NA,31.8181818181818,68.1818181818182,1.1644,0.320397007384409
70,"Puma concolor","Puma concolor","Carnivora","Digitigrade",60,60000,4.0943445622221,"Large","Medium","Scansorial",NA,NA,NA,129,130,130,179,163,163,NA,17,NA,NA,NA,NA,137,132,127,132,121,155,NA,44,NA,NA,1,16,NA,10,34,0.386363636363636,NA,NA,5.88235294117647,94.1176470588235,NA,22.7272727272727,77.2727272727273,0.819,0.20920247504344
71,"Panthera leo","Panthera leo","Carnivora","Digitigrade",167,167000,5.11799381241676,"Very large","Fast","Cursorial",NA,NA,NA,134,135,135,181,165,165,NA,17,NA,NA,NA,NA,134,124,119,131,119,155,NA,51,NA,NA,1,16,NA,15,36,0.333333333333333,NA,NA,5.88235294117647,94.1176470588235,NA,29.4117647058824,70.5882352941177,1.0578,0.192087043558033
72,"Panthera tigris","Panthera tigris","Carnivora","Digitigrade",169,169000,5.12989871492307,"Very large","Fast","Cursorial",NA,NA,NA,134,140,140,184,169,169,NA,21,NA,NA,NA,NA,135,125,120,133,125,155,NA,45,NA,NA,6,15,NA,15,30,0.466666666666667,NA,NA,28.5714285714286,71.4285714285714,NA,33.3333333333333,66.6666666666667,1.0449,0.188993047323032
73,"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris","Rodentia","Digitigrade",50,50000,3.91202300542815,"Large","Slow","Terrestrial",120,66,64,140,102,168,165,149,193,73.7,166,44.3975903614458,59,55,93,162,113,123,137,124,126,53.2,100,53.2,56,66,44,38,49,13,1.66,1.38533834586466,33.7349397590361,39.7590361445783,26.5060240963855,38,49,13,0.89,0.241583167876947
74,"Dasypus novemcinctus","Dasypus novemcinctus","Cingulata","Digitigrade",6,6000,1.79175946922805,"Medium","Medium","Terrestrial",103,59,51,130,109,156,166,130,144,54.5,135,40.3703703703704,34,49,78,139,77,107,118,73,104,60,151,39.7350993377483,52,47,36,44,62,45,0.894039735099338,0.908333333333333,38.5185185185185,34.8148148148148,26.6666666666667,29.1390728476821,41.0596026490066,29.8013245033113,0.39,0.214625271178151
75,"Dolichotis patagonum","Dolichotis patagonum","Rodentia","Digitigrade",8,8000,2.07944154167984,"Medium","Medium","Cursorial",89,64,66,114,123,163,172,183,193,48.3,95,50.8421052631579,53,56,88,141,108,109,130,116,108,37.8,90,42,25,49,21,35,33,22,1.05555555555556,1.27777777777778,26.3157894736842,51.5789473684211,22.1052631578947,38.8888888888889,36.6666666666667,24.4444444444444,0.49,0.245
76,"Orycteropus afer","Orycteropus afer","Tubulidentata","Digitigrade",40,40000,3.68887945411394,"Large","Medium","Terrestrial",100,67,56,132,125,139,156,185,205,47,107,43.9252336448598,23,23,39,76,74,83,91,111,127,45.1,61,73.9344262295082,44,14,49,16,9,36,1.75409836065574,1.04212860310421,41.1214953271028,13.0841121495327,45.7943925233645,26.2295081967213,14.7540983606557,59.016393442623,0.69,0.201757223936688
77,"Canis lupus","Canis lupus","Carnivora","Digitigrade",40,40000,3.68887945411394,"Large","Fast","Cursorial",105,67,67,159,137,164,203,224,208,38.5,86,44.7674418604651,43,68,75,134,146,119,130,120,126,50.4,69,73.0434782608696,38,27,21,32,27,10,1.2463768115942,0.763888888888889,44.1860465116279,31.3953488372093,24.4186046511628,46.3768115942029,39.1304347826087,14.4927536231884,0.79,0.230997401318816
78,"Felis silvestris catus","Felis silvestris catus","Carnivora","Digitigrade",5,5000,1.6094379124341,"Medium","Medium","Scansorial",93,51,38,114,118,137,179,211,183,76.9,110,69.9090909090909,66,76,95,129,106,114,94,99,116,56,74,75.6756756756757,55,23,32,29,23,22,1.48648648648649,1.37321428571429,50,20.9090909090909,29.0909090909091,39.1891891891892,31.0810810810811,29.7297297297297,0.41,0.239769454533455
79,"Felis silvestris catus","Felis silvestris catus","Carnivora","Digitigrade",5,5000,1.6094379124341,"Medium","Medium","Scansorial",107,56,37,146,126,142,217,226,194,81.2,122,66.5573770491803,48,77,90,126,127,108,124,109,117,45.6,76,60,70,20,32,42,19,15,1.60526315789474,1.78070175438596,57.3770491803279,16.3934426229508,26.2295081967213,55.2631578947368,25,19.7368421052632,0.44,0.257313560962732
80,"Canis lupus familiaris","Canis lupus familiaris","Carnivora","Digitigrade",20,20000,2.99573227355399,"Medium","Fast","Cursorial",102,76,57,166,150,171,216,190,200,49.8,92,54.1304347826087,56,59,89,137,99,126,127,119,135,44.1,87,50.6896551724138,45,21,26,33,38,16,1.05747126436782,1.12925170068027,48.9130434782609,22.8260869565217,28.2608695652174,37.9310344827586,43.6781609195402,18.3908045977011,0.65,0.239462047411625
81,"Canis lupus familiaris","Canis lupus familiaris","Carnivora","Digitigrade",20,20000,2.99573227355399,"Medium","Fast","Cursorial",81,64,60,141,151,169,201,227,204,38.4,75,51.2,77,77,95,150,118,132,140,110,136,37.7,80,47.125,21,28,26,18,32,30,0.9375,1.01856763925729,28,37.3333333333333,34.6666666666667,22.5,40,37.5,1.06,0.390507338855881
82,"Canis lupus familiaris","Canis lupus familiaris","Carnivora","Digitigrade",20,20000,2.99573227355399,"Medium","Fast","Cursorial",86,62,48,148,148,159,154,211,185,47.3,106,44.622641509434,72,70,111,134,102,141,118,113,137,36.6,104,35.1923076923077,38,11,57,41,39,24,1.01923076923077,1.29234972677596,35.8490566037736,10.377358490566,53.7735849056604,39.4230769230769,37.5,23.0769230769231,1.02,0.37577121286132
83,"Panthera onca","Panthera onca","Carnivora","Digitigrade",76,76000,4.33073334028633,"Large","Fast","Scansorial",85,65,48,145,140,151,225,241,167,52.1,122,42.7049180327869,57,74,97,136,122,123,105,98,121,48.8,77,63.3766233766234,37,11,74,40,14,23,1.58441558441558,1.06762295081967,30.327868852459,9.01639344262295,60.655737704918,51.9480519480519,18.1818181818182,29.8701298701299,0.45,0.106236719034454
84,"Panthera onca","Panthera onca","Carnivora","Digitigrade",100,1e+05,4.60517018598809,"Very large","Fast","Scansorial",91,62,51,127,143,151,222,223,186,55,101,54.4554455445545,43,58,81,115,104,107,105,101,116,47.9,64,74.84375,40,24,37,38,11,15,1.578125,1.1482254697286,39.6039603960396,23.7623762376238,36.6336633663366,59.375,17.1875,23.4375,0.91,0.196053556792902
85,"Panthera onca","Panthera onca","Carnivora","Digitigrade",100,1e+05,4.60517018598809,"Very large","Fast","Scansorial",109,71,57,156,150,153,144,123,140,53.2,79,67.3417721518987,55,57,92,133,111,130,108,108,130,51,81,62.962962962963,52,6,21,37,22,22,0.975308641975309,1.04313725490196,65.8227848101266,7.59493670886076,26.5822784810127,45.679012345679,27.1604938271605,27.1604938271605,1.15,0.247759989353667
86,"Acinonyx jubatus","Acinonyx jubatus","Carnivora","Digitigrade",53,53000,3.97029191355212,"Large","Fast","Cursorial",95,83,50,153,165,155,195,202,173,53.5,86,62.2093023255814,47,75,98,125,129,131,117,112,123,41.4,68,60.8823529411765,45,12,29,51,6,11,1.26470588235294,1.29227053140097,52.3255813953488,13.953488372093,33.7209302325581,75,8.82352941176471,16.1764705882353,0.98,0.260896019132394
87,"Panthera leo × tigris","Panthera leo × tigris","Carnivora","Digitigrade",400,4e+05,5.99146454710798,"Very large","Fast","Cursorial",69,67,44,112,140,147,210,227,211,48.2,77,62.5974025974026,59,70,82,147,121,111,124,130,138,44.1,73,60.4109589041096,25,35,17,23,36,14,1.05479452054795,1.09297052154195,32.4675324675325,45.4545454545455,22.0779220779221,31.5068493150685,49.3150684931507,19.1780821917808,1.8,0.244297585493542
88,"Panthera leo","Panthera leo","Carnivora","Digitigrade",130,130000,4.86753445045558,"Very large","Fast","Cursorial",100,79,66,147,143,147,184,204,214,44.9,68,66.0294117647059,54,76,100,139,133,130,116,112,106,38.6,65,59.3846153846154,34,4,30,46,9,10,1.04615384615385,1.16321243523316,50,5.88235294117647,44.1176470588235,70.7692307692308,13.8461538461538,15.3846153846154,1.3,0.256622994387314
89,"Vulpes lagopus","Vulpes lagopus","Carnivora","Digitigrade",3.5,3500,1.25276296849537,"Medium","Medium","Cursorial",83,47,39,112,106,137,212,222,189,66.4,108,61.4814814814815,44,55,72,100,73,92,97,84,111,36.5,82,44.5121951219512,44,31,33,28,27,27,1.31707317073171,1.81917808219178,40.7407407407407,28.7037037037037,30.5555555555556,34.1463414634146,32.9268292682927,32.9268292682927,0.52,0.342489553124342
90,"Puma concolor","Puma concolor","Carnivora","Digitigrade",60,60000,4.0943445622221,"Large","Medium","Scansorial",107,79,55,154,149,153,204,184,201,62.5,77,81.1688311688312,52,82,94,125,121,123,109,110,134,53.6,71,75.4929577464789,52,5,20,42,4,25,1.08450704225352,1.1660447761194,67.5324675324675,6.49350649350649,25.974025974026,59.1549295774648,5.63380281690141,35.2112676056338,1.5,0.383154716196776
91,"Panthera leo","Panthera leo","Carnivora","Digitigrade",130,130000,4.86753445045558,"Very large","Fast","Cursorial",88,61,56,117,126,151,207,208,198,49.7,76,65.3947368421053,60,88,87,121,125,123,99,108,124,50.1,57,87.8947368421053,32,34,10,28,4,25,1.33333333333333,0.992015968063872,42.1052631578947,44.7368421052632,13.1578947368421,49.1228070175439,7.01754385964912,43.859649122807,1.5,0.296103455062286
92,"Panthera tigris","Panthera tigris","Carnivora","Digitigrade",169,169000,5.12989871492307,"Very large","Fast","Cursorial",96,72,56,136,146,164,205,232,202,56,98,57.1428571428571,46,57,84,116,112,121,97,105,134,41.9,84,49.8809523809524,40,28,30,38,9,37,1.16666666666667,1.33651551312649,40.8163265306122,28.5714285714286,30.6122448979592,45.2380952380952,10.7142857142857,44.047619047619,2.1,0.37983098801643
93,"Canis lupus familiaris","Canis lupus familiaris","Carnivora","Digitigrade",31,31000,3.43398720448515,"Large","Medium","Cursorial",104,50,52,172,151,156,231,227,144,67.6,162,41.7283950617284,64,90,95,131,125,117,106,126,175,68.5,114,60.0877192982456,54,21,87,31,14,69,1.42105263157895,0.986861313868613,33.3333333333333,12.962962962963,53.7037037037037,27.1929824561404,12.280701754386,60.5263157894737,0.9234,0.293947185068787
94,"Canis lupus familiaris","Canis lupus familiaris","Carnivora","Digitigrade",35,35000,3.55534806148941,"Large","Fast","Cursorial",116,94,37,139,152,140,186,224,214,64.4,130,49.5384615384615,17,92,119,141,117,143,140,99,166,85.4,195,43.7948717948718,79,13,38,102,26,67,0.666666666666667,0.754098360655738,60.7692307692308,10,29.2307692307692,52.3076923076923,13.3333333333333,34.3589743589744,1.896,0.57962750375754
95,"Procyon lotor","Procyon lotor","Carnivora","Digitigrade",7,7000,1.94591014905531,"Medium","Slow","Scansorial",115,27,24,148,80,117,205,227,182,87.6,204,42.9411764705882,38,51,56,83,72,59,71,109,128,53.1,99,53.6363636363636,91,68,45,18,24,57,2.06060606060606,1.64971751412429,44.6078431372549,33.3333333333333,22.0588235294118,18.1818181818182,24.2424242424242,57.5757575757576,0.1279,0.0668607429017054
96,"Panthera tigris","Panthera tigris","Carnivora","Digitigrade",161,161000,5.08140436498446,"Very large","Fast","Cursorial",61,48,38,112,107,136,212,225,202,52.7,75,70.2666666666667,50,62,73,123,98,102,113,99,121,38.2,70,54.5714285714286,23,29,23,23,25,22,1.07142857142857,1.37958115183246,30.6666666666667,38.6666666666667,30.6666666666667,32.8571428571429,35.7142857142857,31.4285714285714,0.7977,0.146632745662672
97,"Panthera pardus","Panthera pardus","Carnivora","Digitigrade",39,39000,3.66356164612965,"Large","Medium","Scansorial",64,21,22,99,87,96,181,220,125,64.1,150,42.7333333333333,54,66,147,103,71,154,68,96,154,66,262,25.1908396946565,43,12,95,93,83,86,0.572519083969466,0.971212121212121,28.6666666666667,8,63.3333333333333,35.4961832061069,31.6793893129771,32.824427480916,1.515,0.446743007759328
98,"Felis silvestris catus","Felis silvestris catus","Carnivora","Digitigrade",5,5000,1.6094379124341,"Medium","Medium","Scansorial",103,38,35,133,103,104,211,229,113,67.5,214,31.5420560747664,42,47,98,144,79,103,100,65,64,69,157,43.9490445859873,68,30,116,56,65,36,1.36305732484076,0.978260869565217,31.7757009345794,14.018691588785,54.2056074766355,35.6687898089172,41.4012738853503,22.9299363057325,0.3304,0.193219092141106
99,"Panthera leo","Panthera leo","Carnivora","Digitigrade",167,167000,5.11799381241676,"Very large","Fast","Cursorial",93,70,41,134,148,151,200,237,260,58.2,129,45.1162790697674,44,67,90,115,101,102,109,90,118,53,88,60.2272727272727,52,17,60,46,14,28,1.46590909090909,1.09811320754717,40.3100775193798,13.1782945736434,46.5116279069767,52.2727272727273,15.9090909090909,31.8181818181818,1.6258,0.29523077653304
100,"Panthera leo","Panthera leo","Carnivora","Digitigrade",130,130000,4.86753445045558,"Very large","Fast","Cursorial",88,56,44,142,127,154,203,195,241,44.1,117,37.6923076923077,53,59,81,117,112,115,108,109,140,42.2,65,64.9230769230769,44,27,46,28,5,32,1.8,1.04502369668246,37.6068376068376,23.0769230769231,39.3162393162393,43.0769230769231,7.69230769230769,49.2307692307692,1.2162,0.240080681364501
101,"Elephas maximus","Elephas maximus","Proboscidea","Sub-unguligrade",2072,2072000,7.63626960337937,"Very large","Slow","Terrestrial",90,60,50,145,150,160,200,205,210,NA,65,NA,110,100,75,155,140,130,120,110,135,NA,85,NA,40,15,10,35,25,25,0.764705882352941,NA,61.5384615384615,23.0769230769231,15.3846153846154,41.1764705882353,29.4117647058824,29.4117647058824,2.64,0.207081201684627
102,"Elephas maximus","Elephas maximus","Proboscidea","Sub-unguligrade",3684,3684000,8.2117543973752,"Very large","Slow","Terrestrial",90,70,50,160,165,168,180,185,190,NA,58,NA,108,95,85,160,150,130,120,110,105,NA,68,NA,40,8,10,23,30,15,0.852941176470588,NA,68.9655172413793,13.7931034482759,17.2413793103448,33.8235294117647,44.1176470588235,22.0588235294118,2.64,0.170934891126029
103,"Loxodonta africana","Loxodonta africana","Proboscidea","Sub-unguligrade",930,930000,6.8351845861473,"Very large","Slow","Terrestrial",89,69,50,149,154,151,185,188,167,NA,65,NA,114,94,82,158,150,134,124,115,128,NA,69,NA,39,5,21,32,24,13,0.942028985507246,NA,60,7.69230769230769,32.3076923076923,46.3768115942029,34.7826086956522,18.8405797101449,2.59,0.265341663728333
104,"Elephas maximus","Elephas maximus","Proboscidea","Sub-unguligrade",1740,1740000,7.46164039220858,"Very large","Slow","Terrestrial",91,71,53,150,157,149,182,187,168,NA,65,NA,112,95,90,158,149,131,126,117,132,NA,64,NA,38,8,19,22,27,15,1.015625,NA,58.4615384615385,12.3076923076923,29.2307692307692,34.375,42.1875,23.4375,2.64,0.219493085761358
105,"Loxodonta africana","Loxodonta africana","Proboscidea","Sub-unguligrade",3438,3438000,8.1426451859428,"Very large","Slow","Terrestrial",89,71,49,150,156,147,178,186,164,NA,71,NA,109,93,85,160,152,134,126,116,129,NA,63,NA,40,9,22,24,26,13,1.12698412698413,NA,56.3380281690141,12.6760563380282,30.9859154929577,38.0952380952381,41.2698412698413,20.6349206349206,2.59,0.171605475098391
106,"Camelus dromedarius","Camelus dromedarius","Artiodactyla","Sub-unguligrade",684,684000,6.52795791762255,"Very large","Fast","Cursorial",109,82,79,165,178,154,177,180,153,49.5,81,61.1111111111111,77,102,103,155,166,161,143,142,154,42.7,49,87.1428571428571,30,24,27,26,11,12,1.6530612244898,1.15925058548009,37.037037037037,29.6296296296296,33.3333333333333,53.0612244897959,22.4489795918367,24.4897959183673,0.9139,0.103724172020398
107,"Camelus dromedarius","Camelus dromedarius","Artiodactyla","Sub-unguligrade",584,584000,6.36990098282823,"Very large","Fast","Cursorial",107,85,79,163,179,165,178,171,178,45.9,51,90,81,112,111,156,149,136,148,118,128,46.5,81,57.4074074074074,28,16,7,31,20,30,0.62962962962963,0.987096774193548,54.9019607843137,31.3725490196078,13.7254901960784,38.2716049382716,24.6913580246914,37.037037037037,0.9475,0.113355240562959
108,"Camelus dromedarius","Camelus dromedarius","Artiodactyla","Sub-unguligrade",620,620000,6.42971947803914,"Very large","Fast","Cursorial",104,86,71.9,165,161,172,175,164,171,47.8,54.1,88.354898336414,70,99,108,149,149,134,118,121,128,47.3,63,75.0793650793651,32.1,11,11,38,15,10,0.858730158730159,1.01057082452431,59.3345656192237,20.3327171903882,20.3327171903882,60.3174603174603,23.8095238095238,15.8730158730159,0.9217,0.108091702599363
109,"Camelus bactrianus","Camelus bactrianus","Artiodactyla","Sub-unguligrade",800,8e+05,6.68461172766793,"Very large","Fast","Cursorial",75,71,48,129,143,134,178,182,143,48.7,80,60.875,66,64,93,155,115,127,140,125,136,46.4,84,55.2380952380952,27,14,39,29,40,15,0.952380952380952,1.04956896551724,33.75,17.5,48.75,34.5238095238095,47.6190476190476,17.8571428571429,2.88,0.310238595364591
110,"Camelus dromedarius","Camelus dromedarius","Artiodactyla","Sub-unguligrade",500,5e+05,6.21460809842219,"Very large","Fast","Cursorial",95,60,54,153,145,147,184,187,197,43.7,62,70.4838709677419,62,58,90,146,104,120,134,124,136,44,86,51.1627906976744,41,8,13,32,42,12,0.72093023255814,0.993181818181818,66.1290322580645,12.9032258064516,20.9677419354839,37.2093023255814,48.8372093023256,13.953488372093,2.25,0.283482236226346
111,"Lama glama","Lama glama","Artiodactyla","Sub-unguligrade",150,150000,5.01063529409626,"Very large","Fast","Cursorial",88,76,75,131,135,165,178,171,174,44.4,54,82.2222222222222,63,73,89,155,153,150,138,136,147,30.8,42,73.3333333333333,13,34,7,26,5,11,1.28571428571429,1.44155844155844,24.0740740740741,62.962962962963,12.962962962963,61.9047619047619,11.9047619047619,26.1904761904762,1.18,0.222084502815923
112,"Elephas maximus","Elephas maximus","Proboscidea","Sub-unguligrade",3684,3684000,8.2117543973752,"Very large","Slow","Terrestrial",87,60,60,137,134,156,174,170,168,37.8,55,68.7272727272727,58,58,87,146,115,136,154,138,147,36,76,47.3684210526316,27,22,6,29,31,16,0.723684210526316,1.05,49.0909090909091,40,10.9090909090909,38.1578947368421,40.7894736842105,21.0526315789474,1.434,0.0928487249525474
113,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,115,125,135,115,120,145,130,155,NA,70,NA,NA,NA,NA,25,20,25,NA,NA,NA,NA,NA,35.7142857142857,28.5714285714286,35.7142857142857,NA,NA
114,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,95,115,145,125,130,150,135,160,NA,70,NA,NA,NA,NA,25,20,25,NA,NA,NA,NA,NA,35.7142857142857,28.5714285714286,35.7142857142857,NA,NA
115,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,85,110,155,135,140,155,140,165,NA,75,NA,NA,NA,NA,30,20,25,NA,NA,NA,NA,NA,40,26.6666666666667,33.3333333333333,NA,NA
116,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,115,115,135,115,125,160,130,155,NA,65,NA,NA,NA,NA,15,20,30,NA,NA,NA,NA,NA,23.0769230769231,30.7692307692308,46.1538461538462,NA,NA
117,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,95,105,145,125,135,155,135,160,NA,60,NA,NA,NA,NA,15,20,25,NA,NA,NA,NA,NA,25,33.3333333333333,41.6666666666667,NA,NA
118,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,85,95,155,135,145,150,140,165,NA,60,NA,NA,NA,NA,15,20,25,NA,NA,NA,NA,NA,25,33.3333333333333,41.6666666666667,NA,NA
119,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,100,115,130,107.5,140,135,130,167.5,NA,95,NA,NA,NA,NA,25,32.5,37.5,NA,NA,NA,NA,NA,26.3157894736842,34.2105263157895,39.4736842105263,NA,NA
120,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,95,110,127.5,105,130,130,120,165,NA,95,NA,NA,NA,NA,25,25,45,NA,NA,NA,NA,NA,26.3157894736842,26.3157894736842,47.3684210526316,NA,NA
121,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,90,105,125,102.5,120,125,110,162.5,NA,100,NA,NA,NA,NA,25,22.5,52.5,NA,NA,NA,NA,NA,25,22.5,52.5,NA,NA
122,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,110,165,140,140,170,150,175,NA,60,NA,NA,NA,NA,10,25,25,NA,NA,NA,NA,NA,16.6666666666667,41.6666666666667,41.6666666666667,NA,NA
123,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,105,160,130,130,165,140,155,NA,65,NA,NA,NA,NA,10,30,25,NA,NA,NA,NA,NA,15.3846153846154,46.1538461538462,38.4615384615385,NA,NA
124,"Capra aegagrus hircus","Capra aegagrus hircus","Artiodactyla","Unguligrade",26.2,26200,3.26575941076705,"Medium","Slow","Scansorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,100,155,120,120,160,130,135,NA,75,NA,NA,NA,NA,10,35,30,NA,NA,NA,NA,NA,13.3333333333333,46.6666666666667,40,NA,NA
125,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",512,512000,6.23832462503951,"Very large","Fast","Cursorial",128,124,116,136,138,140,184,180,144,NA,NA,NA,106,130,130,163,148,148,210,205,175,NA,74,NA,12,4,40,24,15,35,NA,NA,NA,NA,NA,32.4324324324324,20.2702702702703,47.2972972972973,0.7338,0.091725
126,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",512,512000,6.23832462503951,"Very large","Fast","Cursorial",120,116,111,131,133,136,181,177,140,NA,NA,NA,98,120,120,155,140,140,200,195,168,NA,69,NA,9,5,41,22,15,32,NA,NA,NA,NA,NA,31.8840579710145,21.7391304347826,46.3768115942029,0.7338,0.091725
127,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",512,512000,6.23832462503951,"Very large","Fast","Cursorial",112,108,105,127,129,132,178,174,135,NA,NA,NA,90,110,110,147,132,132,190,185,160,NA,65,NA,7,5,43,20,15,30,NA,NA,NA,NA,NA,30.7692307692308,23.0769230769231,46.1538461538462,0.7338,0.091725
128,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",512,512000,6.23832462503951,"Very large","Fast","Cursorial",141,137,124,149,151,160,190,186,164,NA,NA,NA,103,123,123,162,150,150,217,212,199,NA,50,NA,17,11,26,20,12,18,NA,NA,NA,NA,NA,40,24,36,0.7338,0.091725
129,"Equus ferus caballus","Equus ferus caballus","Perissodactyla","Unguligrade",512,512000,6.23832462503951,"Very large","Fast","Cursorial",133,129,117,141,143,152,186,182,157,NA,NA,NA,96,115,115,152,142,142,210,205,193,NA,46,NA,16,11,29,19,10,17,NA,NA,NA,NA,NA,41.304347826087,21.7391304347826,36.9565217391304,0.7338,0.091725
