Species,Variable,Value,Teams,n_teams,Sources,n_sources,Source_detail,Year_used
C. medius,Complexus_vestibularis_Vol.mm3,12,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Complexus_vestibularis_unilateral_Vol.mm3,6,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_descendens_Vol.mm3,3.22,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.61,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_lateralis_Vol.mm3,2,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_medialis_Vol.mm3,4.06,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,2.03,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_superior_Vol.mm3,2.72,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. medius,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.36,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Body_Mass.g,6300,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Complexus_vestibularis_Vol.mm3,161,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Complexus_vestibularis_unilateral_Vol.mm3,80.5,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_descendens_Vol.mm3,48.6,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,24.3,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_lateralis_Vol.mm3,21,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,10.5,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_medialis_Vol.mm3,61.4,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,30.7,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_superior_Vol.mm3,30,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
C. mitis,Nucleus_vestibularis_superior_unilateral_Vol.mm3,15,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callicebus moloch,Area_striata_Vol.mm3,1524,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callicebus moloch,Area_striata_grey_matter_Vol.mm3,1201,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callicebus moloch,Area_striata_white_matter_Vol.mm3,324,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callicebus moloch,Body_Mass.g,900,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Brain_Mass.mg,19000,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Bulbus_olfactorius_Vol.mm3,19.2,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Bulbus_olfactorius_accessorius_Vol.mm3,0.325,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Cerebellar_nuclei_total_Vol.mm3,61.41,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callicebus moloch,Cerebellum_Vol.mm3,1622,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Corpus_geniculatum_laterale_Vol.mm3,54.2,Selected_collection,1,Stephan_etal_1984_Table1,1,Selected_collection: Stephan_etal_1984_Table1,1984
Callicebus moloch,Corpus_pineal_Vol.mm3,2.9,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callicebus moloch,Corpus_subcommissurale_Vol.mm3,0.154,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callicebus moloch,Corpus_subfornicale_Vol.mm3,0.135,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callicebus moloch,Diencephalon_Vol.mm3,1375,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Hippocampus_Vol.mm3,588,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Interpositus_cerebellar_nuclei_Vol.mm3,19.47,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callicebus moloch,Lateral_cerebellar_nuclei_Vol.mm3,21.24,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callicebus moloch,Lobus_piriformis_Vol.mm3,454,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Medial_cerebellar_nuclei_Vol.mm3,20.7,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callicebus moloch,Medulla_oblongata_Vol.mm3,787,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Mesencephalon_Vol.mm3,530,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Neocortex_Vol.mm3,11163,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Nucleus_habenularis_medialis_Vol.mm3,2.66,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callicebus moloch,Nucleus_septalis_triangularis_Vol.mm3,0.89,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callicebus moloch,Schizo_cortex_Vol.mm3,234,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Septum_Vol.mm3,86.4,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Striatum_Vol.mm3,920,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callicebus moloch,Telencephalon_Vol.mm3,13465,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Total_brain_net_volume_Vol.mm3,17944,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callicebus moloch,Ventral_pons_Vol.mm3,105.9,Selected_collection,1,Matano_etal_1985_b_Table1,1,Selected_collection: Matano_etal_1985_b_Table1,1985
Callicebus moloch,Ventricles_Vol.mm3,279,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Body_Mass.g,480,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Brain_Mass.mg,11000,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Bulbus_olfactorius_Vol.mm3,27,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Bulbus_olfactorius_accessorius_Vol.mm3,0.512,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Cerebellum_Vol.mm3,1240,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Diencephalon_Vol.mm3,739,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Hippocampus_Vol.mm3,281,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Lobus_piriformis_Vol.mm3,253,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Medulla_oblongata_Vol.mm3,460,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Mesencephalon_Vol.mm3,340,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Neocortex_Vol.mm3,6476,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Schizo_cortex_Vol.mm3,138,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Septum_Vol.mm3,63.5,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Striatum_Vol.mm3,493,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callimico goeldii,Telencephalon_Vol.mm3,7733,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Total_brain_net_volume_Vol.mm3,10510,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callimico goeldii,Ventricles_Vol.mm3,47.9,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Amygdala_Vol.mm3,113,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Callithrix jacchus,Area_striata_Vol.mm3,685,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix jacchus,Area_striata_grey_matter_Vol.mm3,566,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix jacchus,Area_striata_lamina_1_Vol.mm3,57.8,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix jacchus,Area_striata_laminae_2_6_Vol.mm3,508,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix jacchus,Area_striata_white_matter_Vol.mm3,119,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix jacchus,Body_Mass.g,280,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Brain_Mass.mg,7600,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Bulbus_olfactorius_Vol.mm3,22.8,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Bulbus_olfactorius_accessorius_Vol.mm3,0.326,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Cerebellar_nuclei_total_Vol.mm3,20.96,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix jacchus,Cerebellum_Vol.mm3,757,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Complexus_centromedialis_Vol.mm3,28.3,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Callithrix jacchus,Complexus_corticobasolateralis_Vol.mm3,84.6,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Callithrix jacchus,Complexus_vestibularis_Vol.mm3,30.4,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Complexus_vestibularis_unilateral_Vol.mm3,15.2,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Corpus_geniculatum_laterale_Vol.mm3,25.1,Selected_collection,1,Stephan_etal_1984_Table1,1,Selected_collection: Stephan_etal_1984_Table1,1984
Callithrix jacchus,Corpus_pineal_Vol.mm3,0.486,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callithrix jacchus,Corpus_subcommissurale_Vol.mm3,0.0789,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callithrix jacchus,Corpus_subfornicale_Vol.mm3,0.133,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callithrix jacchus,Diencephalon_Vol.mm3,554,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Hippocampus_Vol.mm3,221,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Interpositus_cerebellar_nuclei_Vol.mm3,5.44,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix jacchus,Lateral_cerebellar_nuclei_Vol.mm3,7.93,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix jacchus,Lobus_piriformis_Vol.mm3,191,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Medial_cerebellar_nuclei_Vol.mm3,7.59,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix jacchus,Medulla_oblongata_Vol.mm3,318,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Mesencephalon_Vol.mm3,295,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Neocortex_Vol.mm3,4371,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix jacchus,Neocortex_grey_matter_Vol.mm3,3564,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix jacchus,Neocortex_lamina_1_Vol.mm3,441.8,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix jacchus,Neocortex_laminae_2_6_Vol.mm3,3122,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix jacchus,Neocortex_white_matter_Vol.mm3,807.1,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix jacchus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,8.57,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Callithrix jacchus,Nucleus_habenularis_medialis_Vol.mm3,1.63,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callithrix jacchus,Nucleus_septalis_triangularis_Vol.mm3,0.44,Selected_collection,1,Stephan_etal_1981_TableXVI,1,Selected_collection: Stephan_etal_1981_TableXVI,1981
Callithrix jacchus,Nucleus_tractus_olfactorius_Vol.mm3,0.195,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Callithrix jacchus,Nucleus_vestibularis_descendens_Vol.mm3,5.2,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.6,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_lateralis_Vol.mm3,8.14,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,4.07,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_medialis_Vol.mm3,11.6,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,5.8,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_superior_Vol.mm3,5.38,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.69,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Callithrix jacchus,Palaeocortex_Vol.mm3,99.3,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Callithrix jacchus,Schizo_cortex_Vol.mm3,90,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Septum_Vol.mm3,49.8,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Striatum_Vol.mm3,372,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix jacchus,Telencephalon_Vol.mm3,5318,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Total_brain_net_volume_Vol.mm3,7241,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix jacchus,Ventral_pons_Vol.mm3,38.8,Selected_collection,1,Matano_etal_1985_b_Table1,1,Selected_collection: Matano_etal_1985_b_Table1,1985
Callithrix jacchus,Ventricles_Vol.mm3,52,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Area_striata_Vol.mm3,415,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix pygmaea,Area_striata_grey_matter_Vol.mm3,363,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix pygmaea,Area_striata_lamina_1_Vol.mm3,29.7,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix pygmaea,Area_striata_laminae_2_6_Vol.mm3,334,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix pygmaea,Area_striata_white_matter_Vol.mm3,51.4,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Callithrix pygmaea,Body_Mass.g,140,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Brain_Mass.mg,4500,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Bulbus_olfactorius_Vol.mm3,12.3,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Bulbus_olfactorius_accessorius_Vol.mm3,0.386,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Capsula_interna_Vol.mm3,21.8,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Callithrix pygmaea,Cerebellar_nuclei_total_Vol.mm3,11.48,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix pygmaea,Cerebellum_Vol.mm3,468,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Complexus_vestibularis_Vol.mm3,22.2,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Complexus_vestibularis_unilateral_Vol.mm3,11.1,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Diencephalon_Vol.mm3,342,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Epithalamus_Vol.mm3,3.68,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Callithrix pygmaea,Hippocampus_Vol.mm3,133,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Hypothalamus_Vol.mm3,69.2,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Callithrix pygmaea,Interpositus_cerebellar_nuclei_Vol.mm3,3.2,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix pygmaea,Lateral_cerebellar_nuclei_Vol.mm3,4.35,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix pygmaea,Lobus_piriformis_Vol.mm3,133,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Medial_cerebellar_nuclei_Vol.mm3,3.93,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Callithrix pygmaea,Medulla_oblongata_Vol.mm3,201,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Mesencephalon_Vol.mm3,192,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Neocortex_Vol.mm3,2534,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix pygmaea,Neocortex_grey_matter_Vol.mm3,2139,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix pygmaea,Neocortex_lamina_1_Vol.mm3,223.7,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix pygmaea,Neocortex_laminae_2_6_Vol.mm3,1915,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix pygmaea,Neocortex_white_matter_Vol.mm3,395.3,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Callithrix pygmaea,Nucleus_subthalamicus_Vol.mm3,1.95,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Callithrix pygmaea,Nucleus_vestibularis_descendens_Vol.mm3,3.92,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.96,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_lateralis_Vol.mm3,5.88,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.94,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_medialis_Vol.mm3,8.22,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,4.11,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_superior_Vol.mm3,4.2,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.1,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Callithrix pygmaea,Pallidum_Vol.mm3,25.8,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Callithrix pygmaea,Schizo_cortex_Vol.mm3,81.8,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Septum_Vol.mm3,29.2,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Striatum_Vol.mm3,174,Selected_collection,1,Stephan_etal_1981_TableVI,1,Selected_collection: Stephan_etal_1981_TableVI,1981
Callithrix pygmaea,Subthalamus_Vol.mm3,27.7,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Callithrix pygmaea,Telencephalon_Vol.mm3,3099,Selected_collection,1,Stephan_etal_1981_TableIII,1,Selected_collection: Stephan_etal_1981_TableIII,1981
Callithrix pygmaea,Thalamus_Vol.mm3,190,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
