Species,Variable,Source,Value,priority
Panthera leo,WholeBrain_O.p.N,JardimMesseder_etal_2017_Table1,2.657,7
Panthera leo,CerebralCortex_O.p.N,JardimMesseder_etal_2017_Table1,13.317,7
Panthera leo,Hippocampus_O.p.N,JardimMesseder_etal_2017_Table1,13.083,7
Panthera leo,Cerebellum_O.p.N,JardimMesseder_etal_2017_Table1,0.752,7
Panthera leo,RoB_O.p.N,JardimMesseder_etal_2017_Table1,29.063,7
Panthera leo,OlfactoryBulb_O.p.N,JardimMesseder_etal_2017_Table1,NA,7
Panthera leo,Body_Mass.g,JardimMesseder_etal_2017_Table1,180000,7
Ursus arctos,WholeBrain_Mass.g,JardimMesseder_etal_2017_Table1,315.004,7
Ursus arctos,CerebralCortex_Mass.g,JardimMesseder_etal_2017_Table1,222,7
Ursus arctos,Hippocampus_Mass.g,JardimMesseder_etal_2017_Table1,4.13,7
Ursus arctos,Cerebellum_Mass.g,JardimMesseder_etal_2017_Table1,45.106,7
Ursus arctos,RoB_Mass.g,JardimMesseder_etal_2017_Table1,47.898,7
Ursus arctos,OlfactoryBulb_Mass.g,JardimMesseder_etal_2017_Table1,NA,7
Ursus arctos,WholeBrain_N.n,JardimMesseder_etal_2017_Table1,9585600000,7
Ursus arctos,CerebralCortex_N.n,JardimMesseder_etal_2017_Table1,250970000,7
Ursus arctos,Hippocampus_N.n,JardimMesseder_etal_2017_Table1,8610000,7
Ursus arctos,Cerebellum_N.n,JardimMesseder_etal_2017_Table1,9253250000,7
Ursus arctos,RoB_N.n,JardimMesseder_etal_2017_Table1,81380000,7
Ursus arctos,OlfactoryBulb_N.n,JardimMesseder_etal_2017_Table1,NA,7
Ursus arctos,WholeBrain_O.n,JardimMesseder_etal_2017_Table1,15113190000,7
Ursus arctos,CerebralCortex_O.n,JardimMesseder_etal_2017_Table1,1.0154e+10,7
Ursus arctos,Hippocampus_O.n,JardimMesseder_etal_2017_Table1,249160000,7
Ursus arctos,Cerebellum_O.n,JardimMesseder_etal_2017_Table1,2296750000,7
Ursus arctos,RoB_O.n,JardimMesseder_etal_2017_Table1,2662440000,7
Ursus arctos,OlfactoryBulb_O.n,JardimMesseder_etal_2017_Table1,NA,7
Ursus arctos,CerebralCortex_N.p.mg,JardimMesseder_etal_2017_Table1,1130,7
Ursus arctos,Hippocampus_N.p.mg,JardimMesseder_etal_2017_Table1,2085,7
Ursus arctos,Cerebellum_N.p.mg,JardimMesseder_etal_2017_Table1,205145,7
Ursus arctos,RoB_N.p.mg,JardimMesseder_etal_2017_Table1,1699,7
Ursus arctos,OlfactoryBulb_N.p.mg,JardimMesseder_etal_2017_Table1,NA,7
Ursus arctos,WholeBrain_O.p.N,JardimMesseder_etal_2017_Table1,1.577,7
Ursus arctos,CerebralCortex_O.p.N,JardimMesseder_etal_2017_Table1,40.459,7
Ursus arctos,Hippocampus_O.p.N,JardimMesseder_etal_2017_Table1,28.941,7
Ursus arctos,Cerebellum_O.p.N,JardimMesseder_etal_2017_Table1,0.248,7
Ursus arctos,RoB_O.p.N,JardimMesseder_etal_2017_Table1,32.714,7
Ursus arctos,OlfactoryBulb_O.p.N,JardimMesseder_etal_2017_Table1,NA,7
Ursus arctos,Body_Mass.g,JardimMesseder_etal_2017_Table1,350000,7
Bathyergus suillus,Body_Mass.g,Kverkova_etal_2018_TableS1,907.82,4
Bathyergus suillus,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,3.78,4
Bathyergus suillus,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,132,4
Bathyergus suillus,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,173,4
Bathyergus suillus,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,1011,4
Bathyergus suillus,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,96,4
Bathyergus suillus,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,194,4
Bathyergus suillus,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,50,4
Bathyergus suillus,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,249,4
Bathyergus suillus,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,35,4
Bathyergus suillus,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,173,4
Bathyergus suillus,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,85,4
Bathyergus suillus,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,683,4
Bathyergus suillus,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,69,4
Bathyergus suillus,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,156,4
Bathyergus suillus,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,368,4
Cryptomys hottentotus,Body_Mass.g,Kverkova_etal_2018_TableS1,68.58,4
Cryptomys hottentotus,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,0.85,4
Cryptomys hottentotus,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,37,4
Cryptomys hottentotus,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,50,4
Cryptomys hottentotus,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,183,4
Cryptomys hottentotus,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,25,4
Cryptomys hottentotus,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,59,4
Cryptomys hottentotus,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,14,4
Cryptomys hottentotus,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,59,4
Cryptomys hottentotus,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,11,4
Cryptomys hottentotus,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,39,4
Cryptomys hottentotus,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,25,4
Cryptomys hottentotus,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,121,4
Cryptomys hottentotus,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,17,4
Cryptomys hottentotus,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,34,4
Cryptomys hottentotus,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,79,4
Cryptomys hottentotus natalensis,Body_Mass.g,Kverkova_etal_2018_TableS1,99.02,4
Cryptomys hottentotus natalensis,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.24,4
Cryptomys hottentotus natalensis,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,55,4
Cryptomys hottentotus natalensis,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,76,4
Cryptomys hottentotus natalensis,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,321,4
Cryptomys hottentotus natalensis,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,43,4
Cryptomys hottentotus natalensis,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,80,4
Cryptomys hottentotus natalensis,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,20,4
Cryptomys hottentotus natalensis,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,84,4
Cryptomys hottentotus natalensis,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,14,4
Cryptomys hottentotus natalensis,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,54,4
Cryptomys hottentotus natalensis,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,31,4
Cryptomys hottentotus natalensis,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,175,4
Cryptomys hottentotus natalensis,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,24,4
Cryptomys hottentotus natalensis,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,42,4
Cryptomys hottentotus natalensis,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,97,4
Cryptomys hottentotus pretoriae,Body_Mass.g,Kverkova_etal_2018_TableS1,104.27,4
Cryptomys hottentotus pretoriae,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.35,4
Cryptomys hottentotus pretoriae,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,57,4
Cryptomys hottentotus pretoriae,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,76,4
Cryptomys hottentotus pretoriae,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,315,4
Cryptomys hottentotus pretoriae,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,46,4
Cryptomys hottentotus pretoriae,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,95,4
Cryptomys hottentotus pretoriae,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,20,4
Cryptomys hottentotus pretoriae,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,85,4
Cryptomys hottentotus pretoriae,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,15,4
Cryptomys hottentotus pretoriae,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,57,4
Cryptomys hottentotus pretoriae,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,33,4
Cryptomys hottentotus pretoriae,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,188,4
Cryptomys hottentotus pretoriae,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,25,4
Cryptomys hottentotus pretoriae,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,47,4
Cryptomys hottentotus pretoriae,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,119,4
Fukomys anselli,Body_Mass.g,Kverkova_etal_2018_TableS1,93.45,4
Fukomys anselli,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.25,4
Fukomys anselli,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,55,4
Fukomys anselli,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,71,4
Fukomys anselli,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,291,4
Fukomys anselli,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,38,4
Fukomys anselli,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,82,4
Fukomys anselli,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,26,4
Fukomys anselli,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,84,4
Fukomys anselli,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,15,4
Fukomys anselli,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,61,4
Fukomys anselli,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,35,4
Fukomys anselli,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,200,4
Fukomys anselli,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,32,4
Fukomys anselli,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,60,4
Fukomys anselli,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,132,4
Fukomys damarensis,Body_Mass.g,Kverkova_etal_2018_TableS1,110.53,4
Fukomys damarensis,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.39,4
Fukomys damarensis,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,59,4
Fukomys damarensis,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,88,4
Fukomys damarensis,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,311,4
Fukomys damarensis,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,44,4
Fukomys damarensis,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,95,4
Fukomys damarensis,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,22,4
Fukomys damarensis,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,102,4
Fukomys damarensis,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,15,4
Fukomys damarensis,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,64,4
Fukomys damarensis,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,39,4
Fukomys damarensis,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,201,4
Fukomys damarensis,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,27,4
Fukomys damarensis,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,56,4
Fukomys damarensis,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,110,4
Fukomys darlingi,Body_Mass.g,Kverkova_etal_2018_TableS1,115.19,4
Fukomys darlingi,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.23,4
Fukomys darlingi,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,43,4
Fukomys darlingi,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,77,4
Fukomys darlingi,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,271,4
Fukomys darlingi,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,41,4
Fukomys darlingi,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,76,4
Fukomys darlingi,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,16,4
Fukomys darlingi,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,99,4
Fukomys darlingi,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,16,4
Fukomys darlingi,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,51,4
Fukomys darlingi,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,29,4
Fukomys darlingi,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,156,4
Fukomys darlingi,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,25,4
Fukomys darlingi,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,45,4
Fukomys darlingi,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,101,4
Fukomys mechowii,Body_Mass.g,Kverkova_etal_2018_TableS1,270.16,4
Fukomys mechowii,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,2.15,4
Fukomys mechowii,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,76,4
Fukomys mechowii,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,133,4
Fukomys mechowii,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,627,4
Fukomys mechowii,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,71,4
Fukomys mechowii,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,137,4
Fukomys mechowii,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,35,4
Fukomys mechowii,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,198,4
Fukomys mechowii,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,24,4
Fukomys mechowii,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,116,4
Fukomys mechowii,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,60,4
Fukomys mechowii,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,391,4
Fukomys mechowii,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,41,4
Fukomys mechowii,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,82,4
Fukomys mechowii,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,242,4
Georychus capensis,Body_Mass.g,Kverkova_etal_2018_TableS1,155.09,4
Georychus capensis,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.65,4
Georychus capensis,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,74,4
Georychus capensis,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,97,4
Georychus capensis,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,401,4
Georychus capensis,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,53,4
Georychus capensis,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,114,4
Georychus capensis,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,28,4
Georychus capensis,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,123,4
Georychus capensis,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,21,4
Georychus capensis,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,87,4
Georychus capensis,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,50,4
Georychus capensis,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,250,4
Georychus capensis,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,34,4
Georychus capensis,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,62,4
Georychus capensis,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,151,4
Heliophobius argenteocinereus,Body_Mass.g,Kverkova_etal_2018_TableS1,180.51,4
Heliophobius argenteocinereus,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,1.65,4
Heliophobius argenteocinereus,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,60,4
Heliophobius argenteocinereus,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,107,4
Heliophobius argenteocinereus,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,457,4
Heliophobius argenteocinereus,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,56,4
Heliophobius argenteocinereus,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,115,4
Heliophobius argenteocinereus,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,34,4
Heliophobius argenteocinereus,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,127,4
Heliophobius argenteocinereus,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,18,4
Heliophobius argenteocinereus,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,90,4
Heliophobius argenteocinereus,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,42,4
Heliophobius argenteocinereus,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,215,4
Heliophobius argenteocinereus,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,28,4
Heliophobius argenteocinereus,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,56,4
Heliophobius argenteocinereus,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,120,4
Heterocephalus glaber,Body_Mass.g,Kverkova_etal_2018_TableS1,37.74,4
Heterocephalus glaber,WholeBrainOlfactoryBulb_Mass.g,Kverkova_etal_2018_TableS1,0.44,4
Heterocephalus glaber,OlfactoryBulb_Vol.mm3,Kverkova_etal_2018_TableS1,20,4
Heterocephalus glaber,OlfactoryCortices_Vol.mm3,Kverkova_etal_2018_TableS1,39,4
Heterocephalus glaber,Neocortex_Vol.mm3,Kverkova_etal_2018_TableS1,100,4
Heterocephalus glaber,EntorhinalCortex_Vol.mm3,Kverkova_etal_2018_TableS1,14,4
Heterocephalus glaber,Hippocampus_Vol.mm3,Kverkova_etal_2018_TableS1,32,4
Heterocephalus glaber,Amygdala_Vol.mm3,Kverkova_etal_2018_TableS1,12,4
Heterocephalus glaber,Striatum_Vol.mm3,Kverkova_etal_2018_TableS1,29,4
Heterocephalus glaber,Septum_Vol.mm3,Kverkova_etal_2018_TableS1,4.1,4
Heterocephalus glaber,Thalamus_Vol.mm3,Kverkova_etal_2018_TableS1,23,4
Heterocephalus glaber,Hypothalamus_Vol.mm3,Kverkova_etal_2018_TableS1,17,4
Heterocephalus glaber,Cerebellum_Vol.mm3,Kverkova_etal_2018_TableS1,48,4
Heterocephalus glaber,Tectum_Vol.mm3,Kverkova_etal_2018_TableS1,10,4
Heterocephalus glaber,Tegmentum_Vol.mm3,Kverkova_etal_2018_TableS1,19,4
Heterocephalus glaber,Medulla_Vol.mm3,Kverkova_etal_2018_TableS1,47,4
Heterocephalus glaber,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,33620000,5
Heterocephalus glaber,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,3010000,5
Heterocephalus glaber,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,5310000,5
Heterocephalus glaber,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,2860000,5
Heterocephalus glaber,Cerebellum_N.n,Kverkova_etal_2018_TableS5,20520000,5
Heterocephalus glaber,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,1910000,5
Heterocephalus glaber,WholeBrain_N.n,Kverkova_etal_2018_TableS5,30610000,5
Cryptomys hottentotus,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,96240000,5
Cryptomys hottentotus,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,7990000,5
Cryptomys hottentotus,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,11730000,5
Cryptomys hottentotus,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,4550000,5
Cryptomys hottentotus,Cerebellum_N.n,Kverkova_etal_2018_TableS5,68810000,5
Cryptomys hottentotus,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,3170000,5
Cryptomys hottentotus,WholeBrain_N.n,Kverkova_etal_2018_TableS5,88250000,5
Fukomys darlingi,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,113350000,5
Fukomys darlingi,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,7600000,5
Fukomys darlingi,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,12490000,5
Fukomys darlingi,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,5190000,5
Fukomys darlingi,Cerebellum_N.n,Kverkova_etal_2018_TableS5,84910000,5
Fukomys darlingi,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,3140000,5
Fukomys darlingi,WholeBrain_N.n,Kverkova_etal_2018_TableS5,105750000,5
Cryptomys hottentotus natalensis,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,149980000,5
Cryptomys hottentotus natalensis,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,11850000,5
Cryptomys hottentotus natalensis,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,17460000,5
Cryptomys hottentotus natalensis,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,6820000,5
Cryptomys hottentotus natalensis,Cerebellum_N.n,Kverkova_etal_2018_TableS5,109750000,5
Cryptomys hottentotus natalensis,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,4110000,5
Cryptomys hottentotus natalensis,WholeBrain_N.n,Kverkova_etal_2018_TableS5,138130000,5
Fukomys anselli,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,102820000,5
Fukomys anselli,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,8880000,5
Fukomys anselli,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,9730000,5
Fukomys anselli,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,4860000,5
Fukomys anselli,Cerebellum_N.n,Kverkova_etal_2018_TableS5,75440000,5
Fukomys anselli,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,3900000,5
Fukomys anselli,WholeBrain_N.n,Kverkova_etal_2018_TableS5,93940000,5
Cryptomys hottentotus pretoriae,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,169160000,5
Cryptomys hottentotus pretoriae,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,12070000,5
Cryptomys hottentotus pretoriae,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,20560000,5
Cryptomys hottentotus pretoriae,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,9920000,5
Cryptomys hottentotus pretoriae,Cerebellum_N.n,Kverkova_etal_2018_TableS5,120580000,5
Cryptomys hottentotus pretoriae,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,6030000,5
Cryptomys hottentotus pretoriae,WholeBrain_N.n,Kverkova_etal_2018_TableS5,157090000,5
Fukomys damarensis,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,178300000,5
Fukomys damarensis,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,12550000,5
Fukomys damarensis,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,21270000,5
Fukomys damarensis,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,9580000,5
Fukomys damarensis,Cerebellum_N.n,Kverkova_etal_2018_TableS5,129960000,5
Fukomys damarensis,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,4940000,5
Fukomys damarensis,WholeBrain_N.n,Kverkova_etal_2018_TableS5,165750000,5
Heliophobius argenteocinereus,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,147940000,5
Heliophobius argenteocinereus,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,10300000,5
Heliophobius argenteocinereus,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,25440000,5
Heliophobius argenteocinereus,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,11920000,5
Heliophobius argenteocinereus,Cerebellum_N.n,Kverkova_etal_2018_TableS5,94820000,5
Heliophobius argenteocinereus,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,5460000,5
Heliophobius argenteocinereus,WholeBrain_N.n,Kverkova_etal_2018_TableS5,137640000,5
Georychus capensis,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,169670000,5
Georychus capensis,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,12460000,5
Georychus capensis,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,25600000,5
Georychus capensis,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,9060000,5
Georychus capensis,Cerebellum_N.n,Kverkova_etal_2018_TableS5,116740000,5
Georychus capensis,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,5810000,5
Georychus capensis,WholeBrain_N.n,Kverkova_etal_2018_TableS5,157210000,5
Fukomys mechowii,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,174240000,5
Fukomys mechowii,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,14110000,5
Fukomys mechowii,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,23320000,5
Fukomys mechowii,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,9420000,5
Fukomys mechowii,Cerebellum_N.n,Kverkova_etal_2018_TableS5,122640000,5
Fukomys mechowii,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,4750000,5
Fukomys mechowii,WholeBrain_N.n,Kverkova_etal_2018_TableS5,160130000,5
Bathyergus suillus,WholeBrainOlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,361290000,5
Bathyergus suillus,OlfactoryBulb_N.n,Kverkova_etal_2018_TableS5,23810000,5
Bathyergus suillus,CerebralCortex_N.n,Kverkova_etal_2018_TableS5,43480000,5
Bathyergus suillus,SubcorticalForebrain_N.n,Kverkova_etal_2018_TableS5,16420000,5
Bathyergus suillus,Cerebellum_N.n,Kverkova_etal_2018_TableS5,268890000,5
Bathyergus suillus,MesencephalonMedulla_N.n,Kverkova_etal_2018_TableS5,8670000,5
Bathyergus suillus,WholeBrain_N.n,Kverkova_etal_2018_TableS5,337480000,5
