Species,Variable,Source,Value,priority
Wallabia bicolor,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,3.319,6
Wallabia bicolor,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,8.506,6
Wallabia bicolor,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.293,6
Wallabia bicolor,RoB_O.p.N,DosSantos_etal_2017_TableS1,20.583,6
Wallabia bicolor,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,20.459,6
Wallabia bicolor,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,20.834,6
Wallabia bicolor,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Body_Mass.g,DosSantos_etal_2017_TableS1,13154,6
Osphranter rufus,WholeBrain_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_Mass.g,DosSantos_etal_2017_TableS1,4.786,6
Osphranter rufus,RoB_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_Mass.g,DosSantos_etal_2017_TableS1,2.886,6
Osphranter rufus,OlfactoryBulb_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,WholeBrain_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortexGrey_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_N.n,DosSantos_etal_2017_TableS1,1530000000,6
Osphranter rufus,RoB_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_N.n,DosSantos_etal_2017_TableS1,19340000,6
Osphranter rufus,OlfactoryBulb_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortexGrey_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_N.p.mg,DosSantos_etal_2017_TableS1,320282,6
Osphranter rufus,RoB_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,6700,6
Osphranter rufus,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.278,6
Osphranter rufus,RoB_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,10.765,6
Osphranter rufus,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Body_Mass.g,DosSantos_etal_2017_TableS1,13608,6
Dendrolagus goodfellowi,WholeBrain_Mass.g,DosSantos_etal_2017_TableS1,31.548,6
Dendrolagus goodfellowi,CerebralCortex_Mass.g,DosSantos_etal_2017_TableS1,19.57,6
Dendrolagus goodfellowi,Hippocampus_Mass.g,DosSantos_etal_2017_TableS1,1.29,6
Dendrolagus goodfellowi,Cerebellum_Mass.g,DosSantos_etal_2017_TableS1,4.236,6
Dendrolagus goodfellowi,RoB_Mass.g,DosSantos_etal_2017_TableS1,7.742,6
Dendrolagus goodfellowi,DiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,5.066,6
Dendrolagus goodfellowi,PonsMedulla_Mass.g,DosSantos_etal_2017_TableS1,2.676,6
Dendrolagus goodfellowi,OlfactoryBulb_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,WholeBrain_N.n,DosSantos_etal_2017_TableS1,1.55e+09,6
Dendrolagus goodfellowi,CerebralCortex_N.n,DosSantos_etal_2017_TableS1,273430000,6
Dendrolagus goodfellowi,CerebralCortexGrey_N.n,DosSantos_etal_2017_TableS1,188300000,6
Dendrolagus goodfellowi,Hippocampus_N.n,DosSantos_etal_2017_TableS1,18150000,6
Dendrolagus goodfellowi,Cerebellum_N.n,DosSantos_etal_2017_TableS1,1240000000,6
Dendrolagus goodfellowi,RoB_N.n,DosSantos_etal_2017_TableS1,37860000,6
Dendrolagus goodfellowi,DiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_N.n,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,29630000,6
Dendrolagus goodfellowi,PonsMedulla_N.n,DosSantos_etal_2017_TableS1,8230000,6
Dendrolagus goodfellowi,OlfactoryBulb_N.n,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,CerebralCortex_N.p.mg,DosSantos_etal_2017_TableS1,13972,6
Dendrolagus goodfellowi,CerebralCortexGrey_N.p.mg,DosSantos_etal_2017_TableS1,16599,6
Dendrolagus goodfellowi,Hippocampus_N.p.mg,DosSantos_etal_2017_TableS1,14073,6
Dendrolagus goodfellowi,Cerebellum_N.p.mg,DosSantos_etal_2017_TableS1,292025,6
Dendrolagus goodfellowi,RoB_N.p.mg,DosSantos_etal_2017_TableS1,4890,6
Dendrolagus goodfellowi,DiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,5849,6
Dendrolagus goodfellowi,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,3075,6
Dendrolagus goodfellowi,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,1.322,6
Dendrolagus goodfellowi,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,4.603,6
Dendrolagus goodfellowi,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,2.721,6
Dendrolagus goodfellowi,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,4.552,6
Dendrolagus goodfellowi,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.249,6
Dendrolagus goodfellowi,RoB_O.p.N,DosSantos_etal_2017_TableS1,12.685,6
Dendrolagus goodfellowi,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,12.021,6
Dendrolagus goodfellowi,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,15.077,6
Dendrolagus goodfellowi,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Body_Mass.g,DosSantos_etal_2017_TableS1,25855,6
Macropus fuliginosus,WholeBrain_Mass.g,DosSantos_etal_2017_TableS1,62.724,6
Macropus fuliginosus,CerebralCortex_Mass.g,DosSantos_etal_2017_TableS1,40.194,6
Macropus fuliginosus,Hippocampus_Mass.g,DosSantos_etal_2017_TableS1,2.938,6
Macropus fuliginosus,Cerebellum_Mass.g,DosSantos_etal_2017_TableS1,7.358,6
Macropus fuliginosus,RoB_Mass.g,DosSantos_etal_2017_TableS1,15.172,6
Macropus fuliginosus,DiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,10.81,6
Macropus fuliginosus,PonsMedulla_Mass.g,DosSantos_etal_2017_TableS1,4.362,6
Macropus fuliginosus,OlfactoryBulb_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,WholeBrain_N.n,DosSantos_etal_2017_TableS1,2.46e+09,6
Macropus fuliginosus,CerebralCortex_N.n,DosSantos_etal_2017_TableS1,370170000,6
Macropus fuliginosus,CerebralCortexGrey_N.n,DosSantos_etal_2017_TableS1,271030000,6
Macropus fuliginosus,Hippocampus_N.n,DosSantos_etal_2017_TableS1,44770000,6
Macropus fuliginosus,Cerebellum_N.n,DosSantos_etal_2017_TableS1,1990000000,6
Macropus fuliginosus,RoB_N.n,DosSantos_etal_2017_TableS1,97740000,6
Macropus fuliginosus,DiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_N.n,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,76400000,6
Macropus fuliginosus,PonsMedulla_N.n,DosSantos_etal_2017_TableS1,21340000,6
Macropus fuliginosus,OlfactoryBulb_N.n,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,CerebralCortex_N.p.mg,DosSantos_etal_2017_TableS1,9210,6
Macropus fuliginosus,CerebralCortexGrey_N.p.mg,DosSantos_etal_2017_TableS1,11254,6
Macropus fuliginosus,Hippocampus_N.p.mg,DosSantos_etal_2017_TableS1,15238,6
Macropus fuliginosus,Cerebellum_N.p.mg,DosSantos_etal_2017_TableS1,270449,6
Macropus fuliginosus,RoB_N.p.mg,DosSantos_etal_2017_TableS1,6442,6
Macropus fuliginosus,DiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,7067,6
Macropus fuliginosus,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,4893,6
Macropus fuliginosus,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,1.729,6
Macropus fuliginosus,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,6.404,6
Macropus fuliginosus,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,4.12,6
Macropus fuliginosus,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,4.076,6
Macropus fuliginosus,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.368,6
Macropus fuliginosus,RoB_O.p.N,DosSantos_etal_2017_TableS1,11.744,6
Macropus fuliginosus,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,11.723,6
Macropus fuliginosus,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,11.821,6
Macropus fuliginosus,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrohyrax dorsalis,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,10129,1
Dendrohyrax dorsalis,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,1235,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,1805,1
Dendrohyrax dorsalis,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,1832,1
Dendrohyrax dorsalis,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2089,1
Dendrohyrax dorsalis,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,RoB_I.p.mg,DosSantos_etal_2020_Table1,3299,1
Elephantulus myurus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,2818,1
Elephantulus myurus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4896,1
Elephantulus myurus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,1631,1
Elephantulus myurus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,2338,1
Elephantulus myurus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4116,1
Elephantulus myurus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,RoB_I.p.mg,DosSantos_etal_2020_Table1,3295,1
Loxodonta africana,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4562,1
Loxodonta africana,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5982,1
Loxodonta africana,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4149,1
Loxodonta africana,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4192,1
Loxodonta africana,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,8175,1
Loxodonta africana,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Loxodonta africana,RoB_I.p.mg,DosSantos_etal_2020_Table1,3450,1
Petrodromus tetradactylus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,2743,1
Petrodromus tetradactylus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4206,1
Petrodromus tetradactylus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3018,1
Petrodromus tetradactylus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3019,1
Petrodromus tetradactylus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,3032,1
Petrodromus tetradactylus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Petrodromus tetradactylus,RoB_I.p.mg,DosSantos_etal_2020_Table1,1845,1
Procavia capensis,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3389,1
Procavia capensis,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3801,1
Procavia capensis,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3604,1
Procavia capensis,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3637,1
Procavia capensis,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,3860,1
Procavia capensis,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Procavia capensis,RoB_I.p.mg,DosSantos_etal_2020_Table1,2594,1
Antidorcas marsupialis,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3810,1
Antidorcas marsupialis,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5147,1
Antidorcas marsupialis,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3790,1
Antidorcas marsupialis,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3791,1
Antidorcas marsupialis,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,3778,1
Antidorcas marsupialis,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Antidorcas marsupialis,RoB_I.p.mg,DosSantos_etal_2020_Table1,3267,1
Giraffa camelopardalis,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,6278,1
Giraffa camelopardalis,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4401,1
Giraffa camelopardalis,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,6278,1
Giraffa camelopardalis,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,6330,1
Giraffa camelopardalis,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,9327,1
Giraffa camelopardalis,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Giraffa camelopardalis,RoB_I.p.mg,DosSantos_etal_2020_Table1,7005,1
Sus scrofa domesticus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,9310,1
Sus scrofa domesticus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,10536,1
Sus scrofa domesticus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,8932,1
Sus scrofa domesticus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,9048,1
Sus scrofa domesticus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,11480,1
Sus scrofa domesticus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Sus scrofa domesticus,RoB_I.p.mg,DosSantos_etal_2020_Table1,9386,1
Tragelaphus strepsiceros,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3800,1
Tragelaphus strepsiceros,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3041,1
Tragelaphus strepsiceros,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3772,1
Tragelaphus strepsiceros,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3718,1
Tragelaphus strepsiceros,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4710,1
Tragelaphus strepsiceros,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Tragelaphus strepsiceros,RoB_I.p.mg,DosSantos_etal_2020_Table1,4485,1
Canis lupus familiaris,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5382,1
Canis lupus familiaris,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,6421,1
Canis lupus familiaris,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4767,1
Canis lupus familiaris,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4788,1
Canis lupus familiaris,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,5543,1
Canis lupus familiaris,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Canis lupus familiaris,RoB_I.p.mg,DosSantos_etal_2020_Table1,7681,1
Felis catus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3032,1
Felis catus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4271,1
Felis catus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3078,1
Felis catus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3048,1
Felis catus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2228,1
Felis catus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Felis catus,RoB_I.p.mg,DosSantos_etal_2020_Table1,1831,1
Mungos mungo,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Mungos mungo,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5617,1
Mungos mungo,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Mungos mungo,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Mungos mungo,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2018,1
Mungos mungo,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Mungos mungo,RoB_I.p.mg,DosSantos_etal_2020_Table1,1.915,1
Mustela putorius furo,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,7758,1
Mustela putorius furo,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,9601,1
Mustela putorius furo,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,6274,1
Mustela putorius furo,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,6530,1
Mustela putorius furo,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,8683,1
Mustela putorius furo,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Mustela putorius furo,RoB_I.p.mg,DosSantos_etal_2020_Table1,9269,1
Panthera leo,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5679,1
Panthera leo,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4989,1
Panthera leo,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,5757,1
Panthera leo,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,5686,1
Panthera leo,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2984,1
Panthera leo,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Panthera leo,RoB_I.p.mg,DosSantos_etal_2020_Table1,6169,1
Ursus arctos,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3591,1
Ursus arctos,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4174,1
Ursus arctos,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3833,1
Ursus arctos,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3801,1
Ursus arctos,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2135,1
Ursus arctos,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,RoB_I.p.mg,DosSantos_etal_2020_Table1,2062,1
Dendrolagus goodfellowi,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3818,1
Dendrolagus goodfellowi,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,2408,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4064,1
Dendrolagus goodfellowi,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4110,1
Dendrolagus goodfellowi,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4798,1
Dendrolagus goodfellowi,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,RoB_I.p.mg,DosSantos_etal_2020_Table1,3835,1
Didelphis aurita,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5961,1
Didelphis aurita,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,6893,1
Didelphis aurita,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,5679,1
Didelphis aurita,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,5511,1
Didelphis aurita,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4788,1
Didelphis aurita,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,RoB_I.p.mg,DosSantos_etal_2020_Table1,6043,1
Macropus fuliginosus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4235,1
Macropus fuliginosus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3107,1
Macropus fuliginosus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3913,1
Macropus fuliginosus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4023,1
Macropus fuliginosus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,5438,1
Macropus fuliginosus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,RoB_I.p.mg,DosSantos_etal_2020_Table1,5337,1
Notamacropus parma,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4700,1
Notamacropus parma,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3117,1
Notamacropus parma,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4664,1
Notamacropus parma,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4868,1
Notamacropus parma,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,6302,1
Notamacropus parma,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Notamacropus parma,RoB_I.p.mg,DosSantos_etal_2020_Table1,4928,1
Notamacropus rufogriseus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5510,1
Notamacropus rufogriseus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3811,1
Notamacropus rufogriseus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,5874,1
Notamacropus rufogriseus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,6120,1
Notamacropus rufogriseus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,8081,1
Notamacropus rufogriseus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Notamacropus rufogriseus,RoB_I.p.mg,DosSantos_etal_2020_Table1,4992,1
Osphranter rufus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Osphranter rufus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,6525,1
Osphranter rufus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Osphranter rufus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Osphranter rufus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Osphranter rufus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,6196,1
Osphranter rufus,RoB_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Marmosops incanus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,6515,1
Marmosops incanus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4988,1
Marmosops incanus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,7339,1
Marmosops incanus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,6892,1
Marmosops incanus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4309,1
Marmosops incanus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Marmosops incanus,RoB_I.p.mg,DosSantos_etal_2020_Table1,6780,1
Metachirus nudicaudatus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4014,1
Metachirus nudicaudatus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5057,1
Metachirus nudicaudatus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,2621,1
