"species"	"reference"	"group"	"specimen"	"region"	"cell_type"	"measure"	"value"	"units"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Cortex"	"Non-neurons"	"cell_number"	9.73902166015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Olfactory"	"Total"	"cell_number"	9.808046875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Olfactory"	"Neurons"	"cell_number"	0.9337260625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Olfactory"	"Non-neurons"	"cell_number"	8.8743208125	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Hippocampus"	"Total"	"cell_number"	6.2691015625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Hippocampus"	"Neurons"	"cell_number"	1.19865221875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Hippocampus"	"Non-neurons"	"cell_number"	5.07044934375	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Rest"	"Total"	"cell_number"	16.90171875	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Rest"	"Neurons"	"cell_number"	3.56626265625	"cells"
"Mus musculus"	"BarbeitoAndrés_etal_2019"	"LCP"	NA	"Rest"	"Non-neurons"	"cell_number"	13.33545609375	"cells"
